Sample,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-63,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-64,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-65,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-66,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-56,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-57,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-62,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-50,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-52,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-59,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-60,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-61,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-55,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-67,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-20,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-22,F+AC0-MSUB+AC0-WOOD+AC0-SAB+AC0-28,L+AC0-CBRA+AC0-BARK+AC0-BOJ+AC0-02,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-01,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-11,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-12,L+AC0-CFUR+AC0-WOOD+AC0-BOJ+AC0-15,L+AC0-CSTE+AC0-BARK+AC0-UKN+AC0-42,L+AC0-CSTE+AC0-WOOD+AC0-EPB+AC0-39,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-06,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-08,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-21,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-36,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-46,L+AC0-CTRI+AC0-WOOD+AC0-BOJ+AC0-26
pos2207,127260,198954,48998,9798,252505,138748,144652,479133,31854,351572,72907,765697,158272,54698,34309,47451,13124,13900,18636,3444,24519,98973,80352,0,90933,14825,517743,50164,336441,88548
pos2210,55182,88822,30805,0,755530,149289,14739,0,183359,0,0,0,114234017,89921,199765,140961,79459,4769,37674,43868,16284,24653,55432,18776,18194,29253,15234,29755,40514,27376
pos2211,63562,145775,52178,0,668896,93513,0,0,235467,0,0,0,106363624,109731,19715,92862,28853,0,0,0,0,8777,11667,7704,0,7270,20507,0,0,12798
pos2212,13141545,653705,14668063,3173541,7087555,39397102,10316650,39763683,21193359,29783756,7284264,7484153,20872275,3721943,238316,571010,6278743,505980,990674,267409,219338,1281785,581083,299832,2883181,188466,948214,1499511,1860494,91720
pos2214,4285919,2726444,4841369,1272350,2858618,14481561,7188244,16050872,9822382,10827191,2124251,2432399,5465464,1027106,721808,171331,766021,17243087,3525346,1058501,5813493,5267100,405171,738987,836741,182831,393449,286422,445137,415011
pos2218,122698,384456,35683,13094,2359706,516670,16455,71547,1098751,20227,104710,57366,30474232,366871,215804,354448,340060,41780,64469,20403,42803,107965,176632,46181,83815,70403,179611,27741,103416,103493
pos2219,9135474,2855417,11840188,2004567,1762740,15810894,16850994,31342003,17182944,17311394,1811392,2068901,9032163,1094921,426707,487271,2047390,537499,577077,108761,1076585,604518,457592,88094,1816900,400860,390298,1078969,1262859,191710
pos2220,584238,746111,211335,249148,251998,10950484,64389,2036707,423293,303016,57035905,36767938,5369611,1757563,217105,405016,234961,804354,713178,139373,1224053,868468,621822,107390,570828,407393,84505,718183,985361,239860
pos2221,562908,397335,977918,135013,2298401,7789158,784258,573209,1128474,840026,1213444,3903900,2358498,1073591,4438291,324920,239121,133508,1840963,130274,0,62057,270557,27487,3348382,581552,15825,260665,549292,136005
pos2223,2120501,14175382,3127065,2105679,1006426,6330610,6369913,17295095,4579952,6489224,3066682,2576191,7453403,691046,113720,278386,2169815,950064,420090,86417,327014,853875,194315,152943,1264796,202614,339257,411188,984389,62930
pos2224,0,15300,0,0,20384773,75830171,25222,0,46042,0,32211,136464,15232496,0,143052,92226,51771,867301,406054,371884,200201,104678,410466,2399437,219211,140324,132049,309549,357881,121978
pos2225,120448,656883,508217,0,2279454,7028703,605920,287370,1095640,696108,518858,2933812,2645397,947931,14166338,1422221,106778,797876,5237915,11203228,2675820,561308,718470,769032,9890832,1912340,227731,1397778,2127151,1199368
pos2226,69837,140583,92931,8020,5837775,20543753,141791,4341717,171866,99185,235214,276741,64297575,179962,373869,385479,442293,208227,351781,129113,137459,883100,492285,381714,240265,274929,183722,226883,358995,486509
pos2227,25014,128906,22880,0,840333,77840,54369,25713,167296,12828,12473,32668,16825263,64955,857182,683778,307282,155318,1503839,175607,289560,474367,770949,1200918,466677,357386,399295,500606,301262,642609
pos2231,11514,51768,0,0,8256532,20725237,275406,0,43566,9910,0,0,42332672,13465,939250,597723,70527,66475,901068,264051,296730,208020,179108,405926,2928323,400799,701172,2786348,3229971,136693
pos2232,627599,1946965,1869989,1796035,8606107,7882306,2009054,1670266,1967263,3829190,3207225,22825183,2057137,7917219,1604544,1784620,320783,430422,993064,906814,652564,1390618,1275088,413721,2123011,668206,802535,910811,2205426,967465
pos2233,22142,49576,21165,12826,544388,127089,0,404330,30066,0,0,6920,91220833,35539,304765,389810,109500,41697,137214,180305,82153,142194,86783,97759,169515,57029,98405,54625,96244,89457
pos2234,159912,349739,465956,0,796986,10644466,465560,197547,733943,403988,332623,1591993,1169776,701664,19519958,1784172,114138,895856,6335971,21873853,3865785,826966,461399,895069,6622478,1175129,220554,448594,591352,1725321
pos2241,4704365,1741995,4888563,1412348,1265526,8463887,8472516,11541183,5680377,7253031,1191866,901387,4370950,573809,200026,91170,815396,64747,92492,19349,74956,133893,164148,56638,510858,148373,280957,218192,310826,31744
pos2242,225305,401667,336876,21967,1696603,4789797,309014,204306,556314,311626,389514,2551736,2162157,452688,7591065,767574,86942,618497,3249001,9850944,874822,74194,480987,503133,7603437,1131491,30748,592451,1328840,1018048
pos2243,8499904,8894924,6361656,1116220,686834,10165568,7471486,13663538,9220169,10423731,3535977,557492,5107461,520980,1400612,587493,588237,1336427,512515,603768,3085634,1961189,134198,201620,443624,82394,147900,135657,252378,69000
pos2244,5795652,5410285,3056006,1421887,1382706,14488629,4919986,10721658,8266726,3491291,5556504,1064385,4613846,1496722,146385,113780,799287,190791,215888,48599,213851,141446,278188,105390,310375,138438,94564,305817,685414,129326
pos2247,8561964,12783783,8405471,2105679,1006426,10086291,6736828,12297724,4545074,7131441,3066682,2576191,5922667,691046,113720,278386,2169815,913523,506407,88469,459977,853875,194315,152943,1264796,202614,339257,411188,984389,62930
pos2249,0,7987,17818,55036,156631233,9338727,9373,30540,421963,0,8389,80397,4681822,1718645,502786,442012,338320,402903,418828,90641,205679,1309444,671956,1343390,860884,526462,297566,569080,660847,1806002
pos2250,215939,250058,337961,0,1408085,3966399,381568,200729,481107,328083,523276,2410017,2181585,434457,6603556,672592,69431,557741,3314433,7991857,553011,59370,106619,472645,6777691,938033,47113,682413,1414797,791832
pos2252,5890,25683,15789,0,15405969,25978737,0,30018983,30764,0,0,0,60824730,58274,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0,0
pos2254,8127670,5787817,3778151,2257563,2152012,10498232,3301554,14011397,8828680,10448969,2783929,1681351,2243472,1753987,85601,127556,1029017,148786,629064,149126,130023,946978,257515,322539,872403,181078,246556,548561,509081,170704
pos2255,131501,284525,114682,0,1097298,3588785,118914,187590,380103,186488,513752,2136953,947078,246202,4862893,749133,67125,781356,3766608,12234762,1931043,350596,557159,337159,6250305,1208118,175038,527610,1570558,1086728
pos2257,237514,293794,5325277,2946129,81599886,3676944,3645208,7081526,3088318,7864582,2402566,2448772,46636068,24074991,2263228,957274,454478,1296370,1433714,1135973,661300,1634271,230204,849836,267640,191519,351303,6364339,279073,546099
pos2258,5428122,2995210,1818307,687975,99565,7487837,2336441,9536224,3891607,3965678,489580,542085,511972,110696,68225,116248,605167,86967,113438,135249,56799,302771,207468,133582,349848,111003,182786,229290,309801,294227
pos2260,2292980,864077,2083873,471121,1114159,6021180,3091770,5782204,3602991,4079101,1181189,1280968,3489856,451088,33255,46759,321003,92817,108641,68740,85914,135131,88395,19577,414160,27827,131558,109463,312479,52886
pos2261,0,0,15368,0,72229722,12124455,620623,33383,0,12743,0,36557,6948693,0,143646,104176,37383,61198,207405,560794,342797,152289,520480,657212,429345,141102,212365,345046,454403,225943
pos2263,133123,319070,145346,14783,141218317,73095094,35434,493313,988657,20690,213345,164193,265808586,389682,416024,616883,219430,60144,139092,286232,113886,289210,294804,70791,113440,188220,205725,80083,144983,389779
pos2264,1999137,2391515,2234550,248592,430818,3213033,3185284,2165707,3363214,4127114,2647452,477630,387653,362971,203693,320151,539206,88598,80761,277655,114443,242582,214966,213453,663020,52450,159632,456859,367232,71905
pos2265,808935,48411,1591157,2479333,4179019,7901186,3274166,4607405,7077216,5195716,7366595,1079415,9064047,6770527,24466,72277,0,0,0,0,0,0,0,0,0,0,0,4443,0,0
pos2267,6266,59655,0,0,0,19323139,1173295,0,0,0,235755,17730,0,0,337024,2708603,60125,68060,1172891,567293,135380,138478,410468,167904,5212892,1042586,2034929,9959811,8878130,111899
pos2270,31042,92603,0,0,561108,143323,56103,7997,227143,8617,0,9962,27846879,61471,48189,201155,60073,28011,89681,22228,16309,49993,40478079,4453690,1369682,5109545,102588,54149,5803269,121684
pos2271,7796,25080,41683,37549,21159942,3496355,0,503230,41171,173855,45485,69240,41627630,0,0,33764,5722,2471,28519,44147,16528,34402,18283,14348,70337,31772,31479,118297,45700,131820
pos2274,3024234,9887360,2790670,1116220,686834,8688830,2641882,4821638,2826628,10862524,2904550,557492,1948137,520980,345728,164377,588237,281326,303252,58994,742642,202507,134198,201620,443624,82394,147900,135657,252378,69000
pos2275,44510,50387,1460628,577671,16322619,18374327,10213,14108433,205167,9814009,25296023,9896957,155787278,148080,71683,170591,65307,10283,102312,43405,33849,44303,37562,37926,139879,38681,86049,122542,85877,7760
pos2276,142745,799784,114549,533040,3411747,4601523,1527173,525529,695882,1603881,18236341,1841625,1644748,5154267,860565,814498,173348,191499,498543,373530,567799,819893,675070,326302,1414077,544416,1406882,158220,2191792,1350906
pos2279,0,186905,212932,0,468159,3074510,91012,79168,216711,0,151319,738853,1026019,163977,3958083,492966,10163,169191,1786300,2578206,620073,86533,100172,277752,3410288,679440,56375,303160,736508,331506
pos2280,123537,187231,458014,398039,3879456,15041399,97948,987951,314393,749941,6824837,6210580,1014343,682262,416637,222356,395283,296750,133892,154202,189094,621360,516223,1489266,461557,175966,241158,675754,492795,1149517
pos2281,69654,0,9283885,6133496,2352947,3309110,7910940,3458360,10040380,9769660,3591803,2216405,8921061,6634160,135702,119915,67588,4233,52526,2904,0,5757,12039,14671,0,19198,0,9616,0,7443
pos2288,5042484,11993817,3128711,2105296,502832,6476493,2720910,5008668,2289517,3522482,1916536,693137,3314820,178284,51754,123277,1694815,450223,535225,181566,202282,481887,104193,341925,359629,67905,282677,134970,489570,12879
pos2289,137853,446337,210328,0,714243,2601909,150544,132384,261873,197706,509417,1531084,1607782,196523,6665452,889791,16413,183407,4552767,5700526,511390,70896,424107,345309,11269096,1509169,60026,901228,1945040,684302
pos2292,0,39570,231364,0,925651,2486174,95389,119736,187360,269421,307175,1332279,1338063,219148,4443562,444333,42244,419327,2329857,5739006,688569,83576,282981,397803,4846185,632166,66537,409263,1046703,583461
pos2293,14704,15868,1742178,1744315,8023011,13590097,0,7548217,4237482,2914027,3376108,2482769,22432031,3832622,0,21591,55741,2428,13039,0,107750,0,30440,26162,60411,22864,19155,69145,137094,68554
pos2294,2793975,1085399,3802228,2074622,626771,6146466,3563127,7193672,5264602,8679908,3647647,1601204,1595533,231818,941524,399946,1210685,410337,527460,97545,382881,1260105,94428,579781,1152937,149870,289694,346809,684500,223304
pos2295,3180140,1688312,5152178,1194129,554898,8107998,8115584,5624392,5835820,6383352,1303157,2186891,2595364,193113,33062,35946,341436,16048,26664,45615,48879,74427,278037,34893,432068,200141,163481,238378,176901,45854
pos2297,8260512,2547329,2306950,1345274,341559,4368940,1285504,7091161,3240720,4845450,1423985,162912,683356,464337,3369986,2964651,714867,1431371,630026,317348,40109749,910990,757278,351893,790032,392431,602790,591550,948325,359083
pos2303,412870,490610,6096413,5482460,17719176,3186664,1453914,4096112,10732548,10547156,633281248,68017002,15221593,8691035,8762856,10087052,366400,4758282,7892456,3950362,6161716,5524151,6237592,1592086,7086178,4958063,6165357,7418259,10242183,6737899
pos2306,368851,300057,90648,38039,761288,8455244,293427,581251,678803,636554,4820766,2851619,2829617,569843,4407014,878364,83801,1328089,991707,26132077,4805217,684892,487160,370677,7964704,684731,272355,277439,724618,1796187
pos2307,0,0,2794760,2705655,4107183,14680341,4839896,6403519,2361740,3007241,6673516,3787014,7593844,3509886,52498,0,997340,52654,505968,311919,1061404,77317,809905,79440,624451,250763,412423,342677,1506531,618319
pos2308,0,0,22898,0,3148868,36845412,263669,569058,65138,73526,11330,0,12352530,12670,24597,16813,4502,42842,56550,1998906,438095,77170,73832,55421,150162,58470,86264,98607,149727,178817
pos2309,742800,1722082,91255040,24204712,6603241,9713398,8432671,18604018,3645820,48693306,1719979,3355926,43355816,2097912,4604527,2154049,1716892,494181,2397616,1062160,2739368,3236739,7540556,15679880,830979,1751509,929419,456259,982343,663834
pos2310,1190415,803496,2233611,1232719,2265183,4733619,1253784,3921117,5278304,3934207,4143746,3227803,2667168,2811323,1239642,1422654,654113,420548,1420380,2704302,1331741,745747,717088,168361,1119564,809875,2126409,600434,1081604,871068
pos2312,0,0,169697,120884,0,5980588,0,0,148147,380878,99860651,7120629,0,334265,495234,251256,0,1062034,1177019,564470,1236219,1790272,526231,727389,193579,152566,259690,526468,525459,447210
pos2316,106098,131692,385708,47977,159195,2128276,108598,57082,286842,134814,278591,463009,400843,255237,4779402,746448,127957,231159,700340,7259807,1134926,255957,100848,338109,1280549,597019,169248,168840,226766,610075
pos2318,0,0,0,0,489481,1046315,0,3426855,66071,0,0,0,9044661,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0
pos2319,691721,116424,1436567,501353,11607480,32403295,1147943,3360778,3740215,3043758,11030206,5995271,19202301,14135268,439927,1720101,236200,779016,1321260,162283,471924,2058406,172953,10194,123462,52686,524106,21175,202592,433595
pos2325,7796,25080,41683,123518,6207586,11325514,101199,1766453,85425,438974,45485,69240,48827068,12670,0,39668,7913,17969,23868,190578,38515,21756,40660,37866,60363,33959,45824,106629,58583,131015
pos2327,53983,111400,84940,28652,19419853,9927333,76811,1262863,260138,72451,52050,146394,15838153,54219,755187,1755665,362877,465819,2190202,819433,541409,3020806,2990247,753568,1395593,494164,1454310,2681154,2391175,1765665
pos2329,145798,368680,58435,10744,16535472,89057135,171203,132416,151204,0,25704,26413,15152853,48894,242627,181088,95583,47429,62368,107531,134942,1383326,425541,21345,119527,42273,1564076,126880,113966,252624
pos2330,0,0,0,0,3758323,7642773,13439,6764,0,0,32700,52169,4069930,0,89445,41318,12155,37543,65879,267342,111059,77109,98537,910051,228568,52621,74050,120592,256402,82642
pos2331,0,0,0,0,266437,1584421,171008,2972336,27851,0,17478,0,11449627,0,147656,3977833,109855,339699,1898419,4775047,3190112,501553,1169531,128090,139996,189858,5430099,261580,383566,453219
pos2332,290366,488265,361978,192465,80262242,69155415,421622,306988,669558,343219,387740,224160,148274498,583364,2045504,1799381,546733,353374,2063844,1022907,1913742,1498790,2667124,2835775,7279960,2403084,2493151,3726583,5116600,2159777
pos2333,52694,191473,21956,9666,728981,2539660,183776,116765,230876,199685,386952,1433269,1051067,169668,3793080,404242,15307,114376,2444294,2866434,565222,29937,389030,433321,5617771,687311,101672,523682,854670,252093
pos2334,683848,691301,1613331,1007433,1304569,2467035,1040609,10630807,800709,1604549,2653771,3651832,24496396,157432,5141130,1656323,4168473,726558,3832294,1340614,2562178,2291376,253034,396411,2224256,1466976,1793538,2996218,4143412,846274
pos2338,6688,29773,27537,4533,21343254,75113240,20564,337558,29996,34342,0,8279,26093892,7594,0,0,0,0,0,0,0,0,1455,2300,0,0,0,5512,0,0
pos2339,57626,211468,230838,0,16699013,12346558,50460,147239,705460,16018,16983,11125,95833082,25933,98040,39258,19778,2095,3189,6646,6276,56288,11159,0,29350,15263,7695,28251,16178,19426
pos2341,998023,200311,502191,295298,273207,3135501,592273,1170107,1322952,1754482,6025199,6341799,1057136,1398229,866687,880878,723858,905159,398043,906471,3684541,885407,233605,115786,147578,250120,2207463,295026,225326,859229
pos2343,13996,74628,35962,0,408805,99670,0,0,136352,0,0,0,14157158,77555,223848,403357,36615,6945,29273,19466,16917,23375,102164,19248,23007,53761,19508,61842,30430,5533
pos2345,0,0,0,0,12364485,3823901,12747,18666,0,0,0,24331,3021644,0,20657,364785,9127,480444,226140,207718,286206,57129,460797,455579,451768,383592,193703,304148,161033,248878
pos2346,49867,84983,64141,33331,2874761,6371479,71221,932180,97591,32700,192921,263922,13549196,13572191,339625,960078,94249,764884,2669132,271583,369570,3043361,287811,293905,266348,96265,586815,1129167,549603,295330
pos2347,7806563,4978085,3778151,2257563,2152012,3416792,3301554,3364581,4313281,8247408,2783929,1681351,2243472,1753987,170072,127556,1014620,148786,629064,149126,130023,946978,149909,322539,872403,187307,328187,548561,736945,170704
pos2348,61441,130259,116151,0,577216,2019541,90801,79028,149642,157041,212165,835720,368978,124793,2545648,271453,18909,232511,1604733,3656208,400714,39939,177349,192290,3088750,493771,16113,302958,741634,310388
pos2349,7057,14231,35623,7135,1826434,5588146,41277,1221361,55095,27728,51860,73088,18349509,101089,2073284,635852,767977,126880,181481,90399,77022,665701,295381,391840,296701,100299,163597,75568,295687,723257
pos2351,14093870,9348002,2353043,1322573,2009763,713269,1762743,16563737,4722895,4853234,483216,192815,12708584,214781,786954,314421,724076,666938,394027,121833,128798,702136,1108832,3447379,770793,218557,281933,1037154,836485,1804052
pos2353,3571006,2353974,2209731,775932,589835,3375305,3933391,5896535,3394827,3259977,776848,810786,2072888,875056,181229,69488,678552,91007,113091,62553,42969,27406,175281,216842,414869,39192,319950,129486,383029,47857
pos2357,60245,26063,11355811,3896110,439977,4886723,4591768,2535957,13388120,11345264,15092133,9897950,3968265,2921006,713787,686904,289198,24958,183123,52239,265359,168765,75174,4575,38560,43761,177543,119729,101391,23560
pos2358,149076,200096,198321,45787,606413,2339263,126299,115893,144696,158919,145548,948896,807163,178002,2341005,132620,48325,285187,1268315,4537849,244871,36591,141008,166454,2758264,424134,0,225564,556137,289873
pos2361,724393,3736354,1094513,1212461,1903715,3399048,1790830,1563151,1794570,2172742,852779,893812,3097111,2770542,4891046,5463414,1015254,3007096,12251579,12089909,4947749,24394566,2041910,1766257,1516745,1231775,3221606,254712,3149259,3734149
pos2364,1522469,3449904,34488218,34971340,3332216,3581472,4332688,17677018,60987617,66485673,12519568,10613822,36132140,2130265,9903195,16333472,420013,1837110,3298137,1270543,2417995,4391330,7648489,1951485,2547909,2143972,1713463,1553986,3823964,5813594
pos2365,2324089,1012333,1214948,430106,505909,2471343,1495069,2073485,1253917,1810239,127246,1062509,287125,103312,65370,21019,188289,103952,1902010,96627,808204,329680,264330,65924,761891,20038,212576,197682,542198,526227
pos2368,44867,150873,57593,0,280762,701557,201006,52506,135525,49148,94637,215197,952679,226808,1106822,1098056,28316,290713,930343,1208346,435586,87899,895887,558703,1038813,578542,223842,116339,517999,394666
pos2370,89024,293699,114652,218364,48674110,37878008,106909,267267,350522,228365,393124,626848,111413892,405363,7504717,8936785,979862,1001865,3301746,1189503,704892,1956348,3248683,4096537,4990130,1613775,1184667,3012637,2865465,2392714
pos2371,76259,60881,143529,168701,7837430,18039315,45266,186444,555714,22500,24858,28540,36289796,200262,113843,206718,240170,26250,80169,35681,8570,298118,178663,59410,136014,53504,73156,62152,57167,130059
pos2379,394229,2800719,6926564,6465209,5025195,6619117,1845281,5412828,13650453,3067795,1489210,3641019,4465923,2660483,1339607,2500456,1000413,218973,1190113,622274,1774629,253511,296649,103653,271891,105189,314337,254287,340053,422088
pos2382,8642017,14216982,3276308,2105296,502832,1718146,2519175,7777025,4279201,2239776,1916536,652812,3314820,178284,30893,123277,1694815,476105,566962,128032,183641,374554,111292,341925,312840,82051,293843,174782,515557,14671
pos2391,0,0,0,0,0,25447,3834811,0,0,17798,0,0,0,0,18099517,12788999,123655,56588,2194044,5322,123101,241678,37083113,78306182,792860,809573,247340,54502,193833,871983
pos2392,0,0,0,0,0,25447,3834811,0,0,0,0,0,0,0,18099517,12409452,110906,48925,2210951,23178,98247,213474,37083113,58624860,792860,733957,126412,53149,246235,871983
pos2395,0,0,0,0,0,11767,113692,71390,0,13008,108542,0,0,0,0,2841197,37150,0,1074111,0,0,6965,0,59964192,0,100340,12922,0,59016,75704
pos2397,243274,137047,12156744,1879969,117837,313171,10713523,113749,76594,12354312,232101,161772,174976,307089,2446607,1579248,119853,208744,1194492,309391,2931299,1087265,1920624,48806087,281242,1908879,610727,190572,751433,468904
pos2398,42739,0,20536,0,0,135417,8551673,0,0,40606,8731,0,0,13068,6308434,2998442,223254,182874,1355423,114282,579846,510494,3611260,46903304,264483,487945,389698,90267,498000,1620230
pos2400,168953,99644,28705,0,56825,455077,25050498,11577,76114,25666,49939,54302,76612,95306,10395110,13205289,414407,150333,1012807,157357,1063327,721940,29200830,38151907,621677,1290515,246102,126720,441815,1319778
pos2402,63337,21498,18155,20624,0,86328,9147636,0,16192,22123,0,17402,0,55840,3367880,10734935,273533,98164,1085635,48589,673744,592622,30440728,46050448,760177,804891,223955,83119,302273,1275775
pos2404,22454,0,89480,0,78284,21646,1930732,0,0,89902,0,0,18869,0,11317737,8786013,112121,123587,1390063,62013,109665,167078,14893627,41242728,541002,623481,142517,98814,281548,588897
pos2415,0,0,0,0,0,0,24725,0,0,0,0,0,0,0,17204,2582446,39634,5164,1025787,35800,191877,69388,54337,29058824,0,43242,63907,5278,34006,450247
pos2416,205459,75710,442764,142930,6291836,24220317,15080994,24227,0,465034,62548,150412,3525196,20184,4589257,3991782,575920,351052,1149001,606271,1368718,902429,17364804,36155739,1059550,1159357,691383,453551,854609,1885497
pos2417,32195,88089,365518,296915,49375,30767,1012191,1171396,592258,678244,216338,911043,201257,41653,1166783,551006,244812,326678,1809162,669102,1362259,632904,5616573,27368845,2117254,582843,908194,2414025,2026472,389976
pos2418,83406,16648,0,0,70407,91271,4927376,0,10818,0,112097,83337,50468,23940,638662,834761,623653,45177,866579,122050,2002824,525611,857729,25672658,36031,1079911,2115253,32742,226731,104487
pos2423,0,0,0,0,0,0,577231,0,0,9175,0,0,0,0,27495,1001826,21500,25572,608880,0,30302,21858,114777814,33342995,4411854,24878707,765694,216016,10875623,252032
pos2424,146072,149028,753078,93804,83347,274161,17018778,18886,66846,1469898,72267,34970,46761,59512,6012056,4071332,229203,174895,1056025,217045,2453447,774187,4439979,27719400,536999,1462378,506526,284905,319598,624654
pos2427,260816,152799,105627,10944,93607,137006,16295817,12410,129723,31669,34461,51138,28414,49522,11013070,6280345,641350,341481,1857008,444847,1344130,1361456,6680463,29816086,910421,1186325,1682502,686701,955506,1228211
pos2434,30145,39907,1850536,268843,18773,37736,4626773,0,24785,2326100,21730,20031,29746,25704,6942947,5803530,113582,88384,698098,136663,439119,472546,31261467,33209959,455713,556335,173170,63530,171623,2202714
pos2435,37890,35577,20164,19853,34974,86123,1121859,52661,70486,38100,73923,44362,26913,15841,913863,1549770,129578,392352,1629699,235787,228631,315366,4818483,21833400,397961,129948,248741,325654,446350,473394
pos2436,15986,14383,26831,12154,52585,41966,1299259,22224,14146,37933,91253,28283,41839,23381,3152964,3034719,72152,74251,519957,112479,89841,65783,8303642,15813165,165619,115220,104862,52544,72119,168459
pos2437,645209,736541,540642,506458,754309,1274768,1537888,1685069,499843,1901673,2158005,2339807,1523989,320550,1278957,556296,343151,193278,482738,293243,543058,925078,3345887,23515019,857863,921915,823467,671713,644361,462418
pos2438,104205,34687,823948,204685,72705,212820,3571017,106930,132435,2351422,133698,125461,104408,74237,5493008,6950393,117074,106841,909076,150556,752681,454207,14734528,23690664,525869,584848,130864,80859,182370,749486
pos2440,254340,87043,0,0,0,133282,13090785,12604,0,12042,34864,18890,0,0,4021253,2439923,472289,71129,889316,174513,951481,623241,22807203,20300139,761137,774774,534719,220051,375850,730349
pos2441,28412,22943,0,0,35902,0,2027829,0,0,19508,22421,19775,39560,0,1012130,577361,33101,159102,2193498,1158112,4058686,542918,5005115,16034877,5774428,5095749,3388343,1915760,3807237,538949
pos2443,222865,494456,683664,822603,7263832,1658050,3518278,1431487,33609,2724598,67786,189485,2883642,15144,2251941,3103638,239094,261463,1710334,361394,1195651,361476,10950094,25103129,4265243,735492,1808020,3598010,3640980,559664
pos2445,265469,155274,34170,0,40454,289507,17528371,328945,105044,0,22558,36853,13527,42790,2803822,1435901,263909,187777,2278552,211226,1974661,579145,3904774,22539968,155881,1917799,995733,92384,471645,317192
pos2447,3871373,15308853,30867158,16455279,5431585,3706971,7034741,3606035,25198025,19478908,5962244,3681640,21524630,3311339,37436011,10595762,6668032,1626349,10927159,13097498,5095750,11229101,17052042,15433694,31115980,7427829,14204456,9807214,30640203,6938078
pos2448,138280,107602,0,0,108655,270708,14816876,79279,55126,0,78596,0,47804,32592,7451275,9345065,410094,213700,535995,60669,1302779,1091922,25613198,17762395,689244,1082319,396386,69697,287207,2387991
pos2450,0,0,0,0,0,0,1505751,0,0,0,0,0,0,0,3478386,2300326,7368,0,165357,6753,42463,14026,9966882,21904232,17110,68363,0,11589,22292,99234
pos2456,82084,52273,2530002,731740,80622,87184,1939784,63144,19952,2998643,259436,75715,131619,28433,4458817,2084445,66827,86168,387161,286707,408242,179876,5157277,12665240,453939,351094,333000,117275,285154,150915
pos2457,0,0,0,0,0,0,159522,0,0,0,0,0,0,0,1190670,1977295,0,18459,141753,12426,6749,17150,6614927,11470892,79018,22041,23967,36986,59932,49685
pos2460,86335,46171,119201,69256,70313,20223,1793547,58749,36566,376117,110390,142375,54211,13216,1067856,530282,83228,227108,649611,826612,540401,477659,9018495,15681969,669815,758528,792424,305820,792223,560939
pos2461,0,0,0,0,9576,11261,131992,23681,0,4436,0,0,44891,7628,5449899,1772698,2176912,90460,758405,341664,105748,163390,1876762,12670559,486710,299888,673538,544352,469766,182361
pos2463,0,0,0,0,0,0,1297107,9210,0,0,0,0,0,11218,3145867,2101318,22382,17771,424426,7387,101549,40748,9178538,17073596,167728,130785,75155,12667,41855,183340
pos2466,0,0,0,0,0,0,169436,0,0,0,0,0,0,0,1156901,1701921,3131,164782,367521,94469,154541,119093,5766702,9457871,88367,62319,262617,40384,164242,161427
pos2467,118823,20897,23606,0,16331,120713,7348022,0,11538,88413,14340,14312,0,30092,2382943,1100897,198373,29533,683274,23995,758998,474513,4601490,14442500,116614,942339,189770,20928,92159,1612443
pos2468,8243,9168,9470,0,21170,31333,761342,0,0,0,0,35191,14829,8360,5712518,1299214,154489,33750,352509,30884,311729,215626,10831728,13051862,272735,232463,161209,226853,250367,452473
pos2469,20162,65436,24985,16894,575695,33337,5162498,26607,19932,521704,661117,285532,227056,17684,2655858,2305994,69861,89705,715833,122498,1021906,233651,7063907,17525171,248100,999372,224929,66595,126503,288974
pos2471,0,0,0,0,0,0,337732,0,0,0,12714,0,33696,7753,934930,51975,4240,0,512544,7088,0,0,4551634,20029680,63114,0,0,0,0,109443
pos2473,7051,9972,0,0,0,11657,16218,12891,0,0,0,0,0,8398,18050,901272,28211,0,168606,33781,30046,74569,61839,13354674,0,14401,10431,0,0,96729
