Sample,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-63,C+AC0-FOMI+AC0-AGAR+AC0-POT+AC0-64,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-65,C+AC0-PENI+AC0-AGAR+AC0-OAT+AC0-66,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-56,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-57,C+AC0-PENI+AC0-AGAR+AC0-POT+AC0-62,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-50,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-52,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-59,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-60,C+AC0-UNKN+AC0-AGAR+AC0-OAT+AC0-61,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-55,C+AC0-UNKN+AC0-AGAR+AC0-POT+AC0-67,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-20,F+AC0-MSUB+AC0-WOOD+AC0-EPB+AC0-22,F+AC0-MSUB+AC0-WOOD+AC0-SAB+AC0-28,L+AC0-CBRA+AC0-BARK+AC0-BOJ+AC0-02,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-01,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-11,L+AC0-CFUR+AC0-BARK+AC0-BOJ+AC0-12,L+AC0-CFUR+AC0-WOOD+AC0-BOJ+AC0-15,L+AC0-CSTE+AC0-BARK+AC0-UKN+AC0-42,L+AC0-CSTE+AC0-WOOD+AC0-EPB+AC0-39,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-06,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-08,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-21,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-36,L+AC0-CTRI+AC0-BARK+AC0-BOJ+AC0-46,L+AC0-CTRI+AC0-WOOD+AC0-BOJ+AC0-26
neg1989,12653,0,110722,435001,1461723,226521,0,688016,375867,485310,902628,1339230,336793,296191,21020,0,0,12247,0,0,0,21734,26847,9370,0,0,0,0,0,10289
neg19890,150119,0,0,0,0,0,285586,0,0,0,168978,205336,0,0,0,0,0,52907,0,83676,24302,61712,1933352,2699261,1628500,8121774,979802,0,0,0
neg19895,411705,52888,128543,679298,84904,311621,617611,250509,382013,186710,1187340,861328,55663,741796,2551137,2492918,910207,181869,909790,827882,211733,211362,635260,358494,462076,818905,291994,119829,405069,2859495
neg1991,7105,0,7167,0,5451,0,7528,5245,57420,0,9685,9685,249109,7071,232056,642088,226932,42035,93391,938899,124993,194155,230057,123162,172078,23050,62242,93826,119309,121487
neg19928,357261,189685,293773,41093,225128,585383,652447,349349,243439,12625,88499,602426,0,155643,298219,172660,1097385,668718,704467,2057592,886744,327736,238204,52761,167825,136851,166838,1252264,348406,509529
neg1993,850786,947509,631570,773529,611041,30507,380216,67151,31001,274202,62799,10317,378670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg1995,478175,140910,646106,659660,451776,342825,363175,90845,305809,988033,209086,124665,228191,303330,346668,247749,105826,446745,500456,72689,1240341,362182,7510,0,9641,2068,10175,7398,13376,3193
neg19955,17503,6296,58461,0,30901,50588,41787,34921,23834,0,29115,64358,0,58855,89770,50266,79658,23329,46156,193491,55054,69062,20519,3242,28559,14477,15945,20671,34575,943014
neg19961,10669,0,20605,0,0,26794,53973,27898,66845,0,79956,54135,0,67411,341091,237770,78234,47351,93372,346932,20709,17849,83867,8202,51417,49522,245962,693187,85109,117990
neg1998,0,5223,6174,0,107135,7254,0,0,31531791,0,0,0,275700,0,0,8925,17722,0,0,0,11070,3236,0,0,6365,0,0,3541,0,2045
neg2001,0,0,987004,286665,0,0,27480,0,138695,550036,2672957,3141824,178394,0,993767,1712821,276480,314102,435677,244481,685056,1161716,576295,672095,918465,132147,111307,394558,723765,343199
neg20051,708874,0,1095331,0,0,8887,257845,7392,20237,0,299730,257274,0,67349,286590,138309,36581,13898,7934,371222,1830315,9122,84366,8093,50082,102492,5500,1941,6075,230074
neg20099,93278898,4284971,162387371,422461,13755398,6305752,57434735,40103148,104520606,8204057,177885524,199172079,1807892,55177328,9515504,7602279,7440943,35384305,11363800,10963556,68847766,3876532,13642240,4632446,60627254,11152045,15943799,9496305,12680645,4739962
neg20104,138441,0,76443,0,0,109321,297349,111236,223758,0,108999,173458,0,80524,786404,481789,475666,33866,69061,92081,65944,24796,137518,12061,75452,239059,88102,44233,10235,1888624
neg20105,92089,10139,89481,8610,13256,20972,189759,82879,13288,0,86529,44957,7921,47588,207802,90226,142061,36937,84733,99626,63848,5372,21300,0,25161,14545,34464,86392,31470,76357836
neg2016,7305,12616,371700,459092,674103,166623,134545,159523,527395,224347,1139487,2613066,294273,951115,262071,338459,32704,12247,20728,5109,21381,41586,15538,0,49567,2703,16418,158676,23360,13176
neg20196,244851,5171,48192,17230,21541,63444,404930,91910,102566,70406,176170,267828,6837,71096,663418,514881,71718,32797,2193602,4773794,1350182,94989,615172,57598,332829,994385,245186,126647,447134,274412
neg20235,6755,0,9131,0,0,0,73728,0,46903,0,16570,117028,0,85936,5677,7510,6772,16428,39666,8927,8797,6233,8339,0,15284,326900,5600,0,20082,1312704
neg20271,49215,11523,251648,0,12163,34941,464777,361581,121727,0,137061,215875,0,118261,527579,129014,137987,228547,293258,1852084,513050,142500,250397,36484,185659,122296,186269,89657,213331,967910
neg20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93158,134190,0,0,0,0,0,0,0,0,0,0,0,0,0,1046543
neg20289,67293,16129,152265,0,2068297,0,342211,6639,268952,0,88523,192143,35249,10226,297866,44490,48906,14970,23336,307250,84280,227527,1731834,90880,755693,1668498,238313,0,2174,284073
neg20315,3567556,4741,1853032,0,0,45504,6868094,1647532,6036318,0,783628,7167267,0,23751010,51734,176615,127249,13436330,148983,146927,3484508,2093907,4901634,1270850,3059815,9226154,6053061,45286,8619,35486900
neg2033,43692,5415,14680,13070,9731,12440,1462669,14094,157301,29896,264175,295181,176310,67427,892617,779374,189136,126278,39330,79287,252628,60271,2526441,2639028,23380,47421,129344,29352,20285,152009
neg20337,29889,0,172674,0,0,10784,119339,19933,687476,0,41378,118372,0,242304,245867,256115,63007,70974,27979,46778,97954,90147,901749,48226,248401,446020,679021,126626,802679,82882
neg2046,16562,0,3966,9418394,20712823,79198847,30935,9806,184349,173781,154278,1827425,13778,77667049,282861,253647,93501,385260,409665,101709,276089,1063178,891454,1642441,637970,84928,155520,286502,353118,1439032
neg20469,62744,0,19883,0,0,12713,9505,35609,135823,0,10836,19385,0,0,68958,31453,116207,0,13598428,17122057,730746,0,386712,503343,141046,248631,184556,14834,235676,483452
neg2047,0,0,7844007,7127887,11133781,21038900,3047386,1660835,9256979,6736990,20942691,16101614,0,30374376,4683122,14001987,5988908,10336536,5750769,2064452,1198764,1216748,1053212,78456,1961700,866464,2938401,1697324,2165493,2617800
neg2049,1770,0,35893,6021753,9909765,7329477,3672,12195,0,64564,25754,57613,0,28514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg20492,59747,0,336109,0,0,7205,88315,0,16084,0,21955,108438,0,23205,0,0,0,12903,6760,0,26479,74456,2162262,963098,377508,748100,4076824,10012,2311,0
neg2050,0,0,56860614,22985738,44788601,56281574,37014886,0,0,78448906,29665635,29176608,0,46339592,243501,554941,47916,274096,355001,60170,238224,259804,1022151,2152339,239336,76321,56257,173910,339514,135590
neg20500,72057,7388,127200,0,0,567820,173878,304330,256980,0,64108,93635,4035,54220,138724,32705,237888,147048,76183,375274,142394,89692,1233948,35558,86853,1022343,491257,95091,185770,597632
neg20503,127872,19356,142641,269419,74234,526235,2048751,738375,579463,39151,1856552,708249,0,1590598,2376714,4954263,5970288,254564,1145192,2656670,845305,543228,2193473,226663,1069454,1848213,738481,2035316,2381859,1812857
neg20519,18296,0,45697,16379,9205,31442,134813,103580,391977,0,28410,44266,24759,75415,39076,20763,26679,28274,11833,28089,51306,52873,232267,6526,118035,161742,832389,12751,9353999,7006593
neg2052,19791,0,3293150,5901695,13377363,11583390,8211113,10075560,16882583,8847791,4080408,426902,135954,21017790,20469842,22380418,2075213,3654561,10310749,4848947,5865853,11200981,5515282,3185904,2527590,3154599,3053182,2987313,4093949,7373520
neg20535,0,0,0,0,0,0,0,0,76907,0,0,0,0,0,0,0,0,0,10044,9600,0,0,1001530,11356,739873,1202570,1027824,650698,1676392,0
neg20579,24412,0,17675,0,0,0,204588,0,0,0,92422,212970,0,49917,3893,9933,7636,28497,6696,10700,15791,8741,0,7316,28167,17434,0,3119,1921,21760354
neg20582,67824,0,107834,77482,5145298,252056,107114,90714,50372,10182,69100,100646,341862,108589,465485,225848,1173257,31578,1338077,2497199,901902,41702,82502,18716,148679,51322,93631,62457,497240,17721591
neg20585,0,5965,0,11081,0,0,0,10482,0,23648,0,0,11322,24636,8798,17684,3199,13246,78284,45916,8560,6116,10363,85492,5191,0,8575,6601,4288,16694015
neg20587,1145352,0,4488478,0,0,7607,2852021,1544791,990815,0,554602,3042168,0,19969710,405954,469141,99461,10470123,87743,112324,3332177,291818,7766763,673732,5274110,23572415,4030062,43932,11139,16143876
neg20588,0,0,0,0,0,0,21283,300228,108295,0,24651,23716,0,50329,0,0,0,97600,0,9760,234105,141822,930931,157714,280299,1269564,404075,120045,0,13099362
neg20592,458397,7935,119008,0,0,16512,804772,95978,321229,0,177239,263152,0,1083327,9513,38223,52496,303476,59029,64028,1520757,238980,1954339,359775,288253,2058091,1348861,94060,4905,8547339
neg20613,13994,0,11336,0,0,0,181524,0,0,0,64081,140336,0,0,0,0,0,0,9776,0,2564,0,0,0,3299,0,0,0,0,3611581
neg20618,173412,9690,83619,102782,55907,42926,158707,74322,2048312,14066,99880,149398,27200,154280,173196,129151,93619,133588,50119,44837,137719,39183,458338,88587,137415,675920,352585,41166,30157,4192815
neg20619,530291,0,504904,9485,0,26337,707374,107004,359640,0,310135,1380461,0,1076997,8787,14217,6258,685844,796128,708544,272270,271108,129625,13793,232916,70976,110998,19096,9419,5076090
neg2063,0,0,4166811,2055203,12915443,13537830,3898224,331026,16823936,6725102,17462,6098,0,20527771,244860,44502,5161,27616,199208,26475,54341,4245,252788,2932,6195793,113016,64214,2964846,5073219,216402
neg20635,77988,0,22312,0,0,8602,0,0,0,0,0,0,0,0,4122,5957,6037,0,0,0,5070,0,0,0,0,0,0,77932,0,3242582
neg2064,16721,0,2799734,7057691,12112200,11121627,68042,2991543,9612860,1825136,6755295,10159500,21102,11848089,527786,505301,148831,182928,211003,146245,157331,154775,195864,97392,244364,74546,73638,155780,167513,400325
neg20645,274208,0,342072,5975,12350,32411,993976,105254,5407991,13696,347000,830116,0,2636365,779445,696269,33329,1218831,143995,347248,772375,227045,1456774,82640,1449509,3748401,862603,60191,72435,4346053
neg20651,40995,43519,42654,605412,2998363,80169,138461,196412,35652,87646,32401,44528,47594,42599,104022,74539,816289,70391,66279,496521,294889,64538,169642,22613,69057,158708,76272,84555,72311,1747798
neg20658,11305,64706,7698,0,3329,6485,17785,0,0,0,0,0,0,0,10270,18960,0,9058,4865,16124,6457,0,0,0,0,0,7606,140385,0,2227234
neg20659,0,582600,0,0,0,37412,0,0,0,0,0,0,0,0,8677,0,0,0,0,0,0,0,0,0,0,0,9120,80537,0,2327669
neg2066,3677277,11109789,40205442,171249840,123973046,14730557,95981228,145736700,45218650,29145064,42953379,239917110,83118816,8367498,49216995,22643584,8680855,14069405,44191985,23401568,55367056,63410706,8499469,1152592,2244793,10502982,2679210,3028451,5805629,14165426
neg20666,41155,0,0,0,0,0,0,0,0,0,0,13538,0,22259,29907,76201,255379,0,0,0,0,0,0,0,0,0,0,0,0,2097784
neg2067,0,0,7426332,951406,697761,7374303,0,0,0,1608972,180297,378297,0,1014698,0,0,48938,7264,0,0,0,5490,0,96986,0,0,0,0,0,2864
neg2069,3015805,97209,17953731,22774670,41883958,18237562,14321937,53089407,53230339,26481837,157170009,84697111,709084,284040,8168948,18308548,1892357,77997,774960,1905275,355975,8087242,20916903,4275959,3264898,2167186,1750167,2138073,6285616,4045388
neg20697,0,0,0,0,0,0,0,4959,98984,0,0,15001,0,81640,820,0,0,136414,0,0,10895,0,87127,4755,20530,45396,39883,0,0,1561471
neg2071,0,0,19021946,14986249,14259848,522934,199160,75427,289010,3372511,3986076,2202826,0,5910946,1419630,815071,2023657,346752,895414,227323,157963,1595755,7307050,4033852,5621762,369444,272582,3027263,4811596,5338450
neg20722,103837,0,27318,0,0,1526106,11123,18190,19524,0,0,0,0,21371,113312,82024,18751,0,1574,6734,19560,5971,0,25986,2575,0,36136,57057,1530,953234
neg2073,0,38507,4989189,5734974,8134000,7775548,70544,33866,145244,5340819,1872739,1789512,0,11226119,364868,643753,160057,312020,171482,115324,72097,911363,212496,70843,68957,73149,60690,25954,80014,214114
neg20755,117715,0,39993,502720,108298,391243,652822,177140,1062336,0,164113,256377,0,197776,435485,591573,1938015,47554,818455,7562399,659224,179640,9557015,738473,570824,10236443,5245241,1905015,2254207,1087526
neg2076,48992,0,3131082,2690505,6032083,7163426,0,43907,306271,2330269,2016085,1942401,0,889977,757864,536932,270234,113681,503098,310565,501323,483811,2338766,300989,3790130,694249,1056283,928903,5353838,743682
neg2077,5286,0,8422520,7794200,4616868,10520376,7658030,2376545,17675486,8941091,5798234,2453337,0,9158914,363903,355584,46730,340827,0,9237,0,147984,46281,0,23438,2797,0,8463,70634,28812
neg2078,0,0,0,104447,319338,7790520,0,0,6973,0,0,0,4566,14307040,0,0,0,0,0,0,0,0,0,0,0,0,0,5828,0,0
neg2081,12205,11963,10953,17803,28258,39160,24523,10967,23057,26874,17775,30589,15844,4144292,1490596,1484599,59354,33566,834779,455310,1549063,700983,352644,377590,3563063,1923532,3733115,1397514,4274700,567190
neg2085,5821,8853,6739300,6099615,3730736,7854518,6018392,1894222,11815446,7268146,4944859,2051028,0,7350044,325138,291828,78519,283549,10635,0,0,109600,32307,0,148080,58373,27485,89715,72184,18476
neg2089,337978,199518,1541361,988140,1518335,971879,799888,610020,1153832,632874,240956,107572,439202,637423,1010815,1915181,327484,90626,349355,270257,584943,170271,497498,287297,642146,341906,1308663,462946,604346,233372
neg2090,0,0,597265,291984,1062158,2548183,0,0,2921609,443327,2325371,3352611,79598,5384434,486888,117289,87295,63071,25637,0,0,168485,112953,0,14294,0,70609,0,169482,119959
neg20904,496301,0,210416,10624,32895,732729,2339670,91698,17112,0,2023319,3380656,0,1367281,614852,243979,428065,785224,106877,81335,308255,294494,50928,10225,49415,65396,36149,52434,16583,535686
neg2091,0,0,5076045,4102145,6986897,13819077,4883640,0,0,9266590,3129742,3714257,0,3899537,330947,440028,125917,77913,65766,206574,131950,79705,566829,1285558,153085,28545,63044,77326,160248,154516
neg20934,4366821,6290,5246550,0,0,0,298435,6710,224334,0,118071,157907,0,108005,37116,14662,21354,64444,10531,20782,101205,82400,67579,3439,97695,27165,32840,9010,8939,473331
neg2098,9801,0,4969557,3128944,4486265,9984003,10390108,2130940,2732840,3960050,171544,343972,0,7764795,75490,68468,52935,82635,135846,40258,69216,68198,127696,30584,221666,50713,83885,296621,330306,60557
neg20993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490451,586453,0,0,115801,148203,0,0,0,0,0,0,0,0,0,600945
neg21001,30839,0,13891,0,101388,38920,46536,14384,11014777,0,74672,152811,14351,31413,671552,409654,491545,7643,95539,80624,40861,4860,37785,12148,22256,48339,17062,54084,16267,348666
neg2101,0,0,381629,340850,971485,742292,477072,693204,4465976,668779,74843,120965,0,3643935,14804173,10541263,299808,628884,1661663,511204,787218,2444341,535806,630703,248446,223555,250982,369740,486738,1734058
neg2115,11917,4872,1372089,2822379,2343511,3726602,4732950,1248397,5790505,798860,1359799,3643784,168822,4111448,0,0,51192,5733,14657,30752,36706,6093,20180,3883,134412,10085,7418,342645,259302,158724
neg2118,3585,0,796324,2084501,1974332,2306035,904178,950384,2950560,1033688,955493,2454205,27037,4217048,1062993,0,641304,6086,0,9938,6997,30787,7902,4292786,4555,4888,9054,8657,9169,19152
neg21180,22255,0,38907,0,0,768231,477761,22995,0,0,209444,336232,0,56297,225632,140332,83082,39349,620030,838510,58328,50027,58353,6464,167815,85901,111370,176560,89029,183942
neg2121,0,0,0,50959,59714,0,0,0,0,0,56326,189649,0,3403984,816653,370689,267667,264304,2457720,418582,4769939,342763,538872,459283,2393729,88516,627046,1535573,3670148,492731
neg21220,531219,0,1036138,0,0,98588,1037080,131352,260804,0,473157,878673,0,48395,2607289,511818,1251892,242850,577020,3343286,1085146,342663,1277666,474454,564090,612236,576199,248266,96240,2035715
neg2127,59925,173122,78309,28428,553750,903357,33466,153540,21490760,63419,714448,84386,130539,1041627,2110929,4913517,407590,590075,84395,119217,188377,215560,584915,630685,654578,104797,123696,464251,495233,304677
neg2134,1186994,1592876,29125108,65224371,55488416,12640379,6300665,17073423,18061326,21758743,9416084,14591614,1069118,3998252,1688088,10177227,362138,470573,718680,1018997,945121,1022559,896314,629382,1074381,2250538,474928,1275583,2955308,3018560
neg2138,195423,574640,18448789,26550346,5218574,1948354,8567159,6283416,9072190,7201863,8742165,10485155,145288,292365,2197655,4513179,236068,342247,4197101,2540599,1616118,5193306,3048308,243462,1809334,1816868,996489,3068972,3182540,1613646
neg2141,2320641,2303627,5632530,10928620,9219278,4036046,2757583,2035300,5796696,3355340,879331,1118891,2201073,1259456,4120507,2991813,237838,838828,1966464,934548,1363915,2251755,1205652,948201,815089,779389,337543,1188553,1502517,1669921
neg2145,1856106,1181109,1428392,914459,1095150,1209720,614621,913970,1307228,2024523,2731876,2017393,565104,1214908,577840,202205,199874,390218,276387,426479,643615,929272,48205,73518,95913,49230,57226,105814,86937,66624
neg2147,218490,532350,531049,310218,691463,639063,457269,648140,960406,760999,2198295,1674902,574018,1863679,154363,242101,285129,232428,116856,960165,157728,249257,227867,71285,242530,78564,206986,173602,111265,224831
neg2150,0,0,7866032,16399728,5980210,8879990,1958884,413619,2895088,7969681,786097,29506,0,720462,16623,0,2803,22893,9174,1322,5439,16841,43598,43318,19811,0,5400,9651,14706,40544
neg2153,0,0,1903213,3996789,2846052,1295629,0,0,197492,994242,4554059,8455857,0,1781344,9563,31380,4799,0,0,72980,2596,7745,102432,491708,0,124159,7352,0,9697,0
neg2157,0,0,259451,1566304,4018933,3690405,3216895,3785545,16193058,999045,607227,1428412,0,163779,5444,11306,26157,0,0,19914,39523,19932,0,0,0,4787,0,0,0,1926
neg2160,115657,86502,790452,421465,866391,564292,301131,242411,446454,302989,86269,28790,124514,228996,1487101,1804797,220454,125465,607103,363100,498445,1179365,1964385,2409710,680375,523556,1724014,876323,912661,1545545
neg2163,0,0,0,185480,477110,370636,0,17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4557
neg2166,135941,380667,289166,345760,1283222,1161587,230777,548114,971742,860897,2512833,1955525,455074,1754307,263917,319721,242138,320296,93515,918553,208694,118303,130624,58357,180306,196761,260119,271926,105545,112974
neg2172,0,5574,22326,129548,584433,4339187,30426,955259,6263313,22835,58092,163456,100166,958287,1420666,1548873,834243,196889,1507622,792154,761009,3913110,305972,365520,552005,243094,357989,854738,452492,765618
neg2176,0,0,1078559,2195396,1150753,7410973,0,0,0,182557,226986,386285,0,1835571,0,0,39208,0,0,0,0,5490,0,87981,0,0,0,0,0,3310
neg2179,12438,0,592548,1337007,1151342,1747464,2263564,540785,2704998,310127,651772,1745495,75529,1977791,13072,11358,21417,4382,214591,6913,14270,0,8240,22815,74105,11615,13104,57223,52309,74829
neg2181,5163934,4362578,1304320,826949,2307487,1970435,1416562,1676755,9006188,3442075,1965679,971921,2084286,6644072,788043,2049617,179786,230381,615427,362176,227557,512399,814361,333487,335772,320130,291047,267533,451714,459557
neg2183,45773,100806,11129888,27885139,107854258,3187185,1972138,2481881,8584976,14968544,586056,1735243,146980,2930479,169274,250956,341014,819851,455891,429273,662262,409810,531728,171554,1282513,525005,505000,1133997,1104413,197597
neg2184,5004,1216854,7682,13069,91827,102616,8660,64224,76315,75847,736548,938377,34986,4217137,0,0,7728,50143,0,22794,0,5061,13478,0,0,0,0,0,0,1110
neg2188,4599,0,6886947,3043636,338765,455080,4878263,67096,88735,7470109,943770,923352,522959,382695,749173,1194615,141644,103985,157263,532767,1145787,168535,3333037,2860079,214248,54492,221066,396156,399855,89549
neg2191,0,0,651182,705705,3765513,4369254,26810,1649771,16005939,1817743,915621,1454772,369216,2803651,78191,31645,11603,15659,89010,18971,320604,17546,45351,45786,119639,27904,20569,131499,169514,38423
neg2193,20375,61307,854259,1114244,827563,452966,955947,931102,897966,545533,658102,891098,115543,864235,269890,46672,25880,6653,6996,0,17891,0,0,0,0,0,0,0,0,15849
neg2199,1051333,2442873,1188500,1479773,5217628,8869551,379956,258588,2717918,1059584,2153305,2659799,2234022,664691,1994624,6304761,306075,756345,1009176,475425,1678750,532605,1075407,328818,979378,616333,702697,1121635,1024870,482247
neg2204,0,5737,4599,12160,17932,159919,2143,0,4814,0,9957,17722,5266,5166668,8195862,2322026,977940,7718880,6645501,474193,1060186,10229378,12512887,6585403,7111976,719970,968518,2732260,6631864,13878302
neg2208,250889,0,11007324,11132842,2234965,2291414,1272116,2498012,3325004,13752104,10307714,6968533,139238,3772962,871104,1209928,199522,4679199,1625010,1295543,1157913,2034837,748743,0,499804,980882,343184,578988,876741,458463
neg2219,423476,10554294,30089,13047,76856,78451,39233,60169,2623,0,705751,843419,25379,2184581,118014,47700,32416,23494,2163,14921,5234,7453,1124892,194213,228670,33490,61106,121109,89903,140735
neg2222,51879,476625,184427,61818,141710,222358,156279,75071,120039,170058,426164,507592,30832,1238697,59534,47006,36947,17793,5987,187659,4158,56734,114220,13395,26543,15612,31485,15898,16058,48089
neg2254,0,0,11645,637597,2314263,4892149,0,0,0,82461,2714,4332,0,5734,266716,180704,28979,12148,123721,28444,74245,281232,1095695,90215,162984,49730,71675,53858,364283,202089
neg2257,50729,227611,289242,1345328,991656,910701,249565,1307145,836400,239980,287213,377869,468071,637079,679214,41539,180748,377599,343275,225647,805103,379468,397152,189214,1409678,430759,580350,1245526,1905580,265897
neg226,3652468,3632522,3842827,2125146,3690908,25484233,4143913,26010487,2565255,3870917,43107776,3948827,42071791,4619075,2903446,3441459,3058471,1404710,1249201,4693262,1434423,2411515,23819492,1881632,4094465,3170245,12145637,2750763,12358164,7624517
neg2272,46666,4016,1355232,1404655,1009440,3405844,9051,4269,49693,1433480,45384802,47525168,8562,5188614,0,0,1913,0,0,0,1658,0,0,0,13260,21421,1017,4360,20093,3004
neg2273,0,25751,1861481,1658165,2778642,2712406,1241686,352414,1344848,4078381,2962471,2979780,33381,1501610,2493008,1145350,771382,486672,433592,686684,468436,928015,336988,10510,106049,65933,88075,48912,196272,378372
neg2278,608634,1797121,13074,0,0,0,0,0,0,21218,863213,0,229370,0,0,248226221,40052,477221,10755,8974,0,0,7036,0,0,0,0,0,7282,0
neg2279,916427,4454631,37122,0,0,9968,0,0,23774,66772,907849,0,392340,0,58526,241381206,118631,4662739,849333,514401,377956,7994,126666,13407,4608819,2024180,1657659,3492895,5608947,2097
neg2282,0,0,424690,530012,239129,1172372,97079,0,10649,397482,865672,1078807,0,1734375,0,0,0,0,0,0,0,0,4633,1500,2875,0,0,0,7432,633
neg2283,4028,313626,0,9703,13458,40243,3411,10827,44651,18530,283759,397939,3506,1957610,0,0,1006,7856,0,0,0,0,13526,0,0,0,0,0,0,0
neg2292,125651,1394269,623068,242277,179795,167311,762049,17649,44860,211768,87289,170486,45086,1544290,11153,15126,18566,0,0,12449,3350,4497,48496,0,51600,5761,21727,18812,16151,15475
neg2304,99638,175900,755399,2584525,1718720,228662,59923,510127,201132,486444,530453,257283,64850,557204,1815747,470077,78449,169434,64516,14006,63972,203482,100672,71761,52117,36005,12322,7337,8331,187690
neg2308,19985,12300,1094845,2675831,2309325,545270,205630,596510,682645,941983,1971948,2247663,13490,1045223,430624,200861,7183,245947,75387,33071,24569,324275,30944,2973,6259,16273,7558,0,27961,251176
neg2311,919036,3925157,21286,0,0,0,0,0,46264,57108,693331,0,416910,0,90685,23068334,46961,816383,4049403,3442554,13266194,114697,367082,22085,8942868,4977148,5572882,9753306,12481712,120451
neg2317,56557,36385,666333,1188656,476861,488077,188394,347130,2509839,888886,7193818,10185405,13022,1142205,420019,252358,45027,1524816,284352,178474,302256,294308,570055,28437,120764,91363,75077,177226,150513,236755
neg2324,0,0,340669,1258166,1262801,62558,22066,670271,1451387,209672,1121170,3522008,107645,740360,122412,0,0,8620,10515,0,9299,14346,0,0,5619,0,0,0,22477,0
neg2329,743745,563998,37734,0,21322,79432,26132,0,0,21089,735537,0,37837,0,1243260,9619924,63966,2982374,28957203,8244031,9257052,155665,4556202,85347,15969605,9423988,9462859,16479880,18696091,214726
neg2347,10594,7744,1365749,1136112,1839320,1903039,888750,278010,782466,2825481,1998294,2010737,28717,1096125,1667886,794687,466086,391867,405330,435524,213461,605473,232870,0,114393,136794,74988,58383,191289,204308
neg2353,0,0,0,0,0,0,0,0,0,0,0,0,0,1033558,85447,131093,24741,252558,1452071,473376,2420476,131655,551492,0,1548165,144233,458202,940022,1684573,0
neg2360,0,0,969200,305151,601132,463366,5891431,230703,478116,675468,57893,52794,0,439223,17325,15627,5269,16516,48451,12352,14316,17565,41654,15032,63464,8009,28858,113744,99433,15502
neg2383,0,0,865496,1806628,2898520,2711937,151555,9620,59514,1121959,6684453,6031437,5939,13733018,6330,0,3489,3472,16617,6432,42117,4029,2123561,0,6251471,49940,126234,1342607,3967256,9129
neg2387,25933,0,371588,465315,315268,47449,133178,239864,383550,123066,361139,433044,33791,430292,121444,14435,16339,5313,0,0,12394,0,0,0,0,11950,0,15241,0,0
neg2394,19251,21816,216807,456699,374796,247564,204734,607887,845706,376114,482784,509220,116606,499923,21233639,6414988,262635,388174,1787062,2410006,2880213,1397819,8525351,1135330,8275095,1891528,2314746,18081127,13756566,421644
neg2396,0,0,0,42070,83031,473089,0,0,0,0,0,0,0,846956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg2405,0,0,93185,172213,178545,562399,9282,33503,1023869,83218,1030168,372691,13699,1090717,90199,140787,19216,17629,114632,8100,12388,85499,74811,76360,36196,1037,6233,18239,38265,114824
neg2411,3324,3512,25847,109055,363660,558421,0,15320,0,88687,18686,2726,0,26050,185567,1941372,71790,140994,169090,140643,378323,652464,410155,119354,67952,42746,106892,28263,148114,275632
neg2412,0,7704,274147,128422,543387,292962,8647,754255,2002756,81829,69447,299486,49908,215102,780034,957171,1387269,417392,119925,466799,330560,1467196,489826,72622,506089,138986,234005,66859,348519,255320
neg2422,717506,489912,699203,1613087,1475665,295030,1765174,8887764,18741457,436612,902099,6615597,923599,145695,2863147,918630,1520733,1445762,3004277,2238580,4260906,3115870,1128621,234477,2186021,857291,522922,723143,3756642,648078
neg2427,284392,408201,1515669,1554833,1384805,1070107,1248288,3154207,4266374,1583562,5251655,9248706,293095,311853,1082503,811833,360819,347557,950978,352134,940375,1150876,802869,193842,486309,400317,362038,310163,1002542,1192479
neg2436,30644,74288,499475,451703,1582355,632652,5032,100019,4892629,133180,382984,421617,42173,3693310,452354,44004,47280,17785,6252,8943,9512,23295,0,0,0,0,0,0,8515,14131
neg2437,0,0,1553867,713645,421948,610353,1264455,3615,23532,1533578,493024,524174,120413,495923,425941,387439,47303,71942,120350,101925,212066,109149,1227280,1150918,286765,70673,130523,214322,314192,46640
