Culture,Fungus,Lichen
pos1173,pos1504,neg9638
pos1174,pos1508,neg9640
pos1175,pos1509,neg9642
pos1176,pos1510,neg9643
pos1177,pos1514,neg9648
pos1181,pos1516,neg9649
pos1182,pos1517,neg9651
pos1187,pos1518,neg9657
pos1188,pos1520,neg9659
pos1190,pos1522,neg966
pos1191,pos1523,neg9661
pos1193,pos1524,neg9668
pos1194,pos1525,neg9669
pos1195,pos1527,neg967
pos1197,pos1528,neg9671
pos1201,pos1534,neg9683
pos1202,pos1535,neg9692
pos1203,pos1537,neg9700
pos1204,pos1538,neg971
pos1208,pos1539,neg9716
pos1211,pos1542,neg9717
pos1213,pos1545,neg9723
pos1214,pos1547,neg9728
pos1215,pos1548,neg973
pos1217,pos1549,neg9730
pos1221,pos1551,neg9732
pos1222,pos1558,neg9737
pos1226,pos1560,neg9745
pos1228,pos1561,neg975
pos1231,pos1562,neg9759
pos1233,pos1567,neg9762
pos1234,pos1578,neg9768
pos1235,pos1579,neg977
pos1237,pos1580,neg9774
pos1238,pos1583,neg9777
pos1239,pos1587,neg9781
pos1240,pos1590,neg9782
pos1241,pos1592,neg9784
pos1242,pos1603,neg9785
pos1246,pos1605,neg9787
pos1248,pos1607,neg979
pos1252,pos1610,neg9796
pos1253,pos1611,neg9797
pos1255,pos1612,neg980
pos1258,pos1613,neg9811
pos1259,pos1614,neg9824
pos1261,pos1616,neg9829
pos1262,pos1619,neg9848
pos1264,pos1620,neg9866
pos1265,pos1622,neg9878
pos1266,pos1623,neg9880
pos1269,pos1625,neg9888
pos1274,pos1626,neg9902
pos1275,pos1627,neg9904
pos1276,pos1630,neg9911
pos1280,pos1633,neg9914
pos1282,pos1636,neg9921
pos1284,pos1637,neg9927
pos1286,pos1638,neg9947
pos1290,pos1643,neg9948
pos1291,pos1646,neg9960
pos1292,pos1647,neg9967
pos1297,pos1648,neg9986
pos1301,pos1650,neg9999
pos1304,pos1651,pos1001
pos1305,pos1652,pos1002
pos1309,pos1654,pos1004
pos1316,pos1656,pos1005
pos1317,pos1658,pos1007
pos1318,pos1659,pos1008
pos1320,pos1661,pos1009
pos1321,pos1663,pos1010
pos1322,pos1664,pos1011
pos1328,pos1667,pos1013
pos1330,pos1669,pos1015
pos1333,pos1670,pos1017
pos1334,pos1672,pos1022
pos1336,pos1674,pos1023
pos1339,pos1677,pos1024
pos1340,pos1678,pos1027
pos1344,pos1679,pos1030
pos1347,pos1680,pos1031
pos1348,pos1681,pos1033
pos1349,pos1682,pos1034
pos1350,pos1688,pos1035
pos1352,pos1690,pos1038
pos1353,pos1691,pos1042
pos1358,pos1692,pos1044
pos1361,pos1693,pos1046
pos1362,pos1694,pos1053
pos1364,pos1695,pos1054
pos1366,pos1700,pos1055
pos1371,pos1701,pos1062
pos1374,pos1704,pos1063
pos1377,pos1705,pos1064
pos1379,pos1706,pos1066
pos1380,pos1708,pos1069
pos1381,pos1716,pos1070
pos1382,pos1718,pos1071
pos1387,pos1721,pos1072
pos1388,pos1722,pos1073
pos1392,pos1723,pos1077
pos1395,pos1724,pos1078
pos1397,pos1732,pos1080
pos1398,pos1733,pos1082
pos1402,pos1740,pos1083
pos1403,pos1743,pos1085
pos1405,pos1745,pos1088
pos1409,pos1746,pos1090
pos1410,pos1747,pos1091
pos1418,pos1749,pos1093
pos1422,pos1750,pos1096
pos1423,pos1751,pos1097
pos1424,pos1763,pos1098
pos1426,pos1768,pos1100
pos1429,pos1771,pos1107
pos1430,pos1773,pos1108
pos1431,pos1776,pos1112
pos1435,pos1779,pos1115
pos1437,pos1780,pos1116
pos1444,pos1783,pos1117
pos1446,pos1784,pos1118
pos1451,pos1786,pos1124
pos1453,pos1787,pos1129
pos1455,pos1789,pos1133
pos1457,pos1791,pos1136
pos1461,pos1792,pos1137
pos1462,pos1793,pos1139
pos1465,pos1795,pos1152
pos1468,pos1797,pos1153
pos1470,pos1798,pos1157
pos1473,pos1799,pos1158
pos1474,pos1801,pos1160
pos1477,pos1805,pos1162
pos1481,pos1806,pos1163
pos1482,pos1809,pos1166
pos1484,pos1810,pos1170
pos1494,pos1811,pos1172
pos1500,pos1812,pos1173
pos1502,pos1813,pos1174
pos1504,pos1817,pos1176
pos1508,pos1819,pos1177
pos1510,pos1820,pos1181
pos1514,pos1822,pos1182
pos1516,pos1823,pos1187
pos1517,pos1824,pos1188
pos1518,pos1825,pos1190
pos1522,pos1827,pos1191
pos1524,pos1829,pos1193
pos1525,pos1833,pos1194
pos1527,pos1834,pos1195
pos1528,pos1835,pos1197
pos1535,pos1837,pos1201
pos1537,pos1838,pos1202
pos1538,pos1840,pos1203
pos1539,pos1842,pos1204
pos1542,pos1845,pos1211
pos1545,pos1846,pos1213
pos1547,pos1847,pos1214
pos1548,pos1848,pos1215
pos1549,pos1849,pos1217
pos1551,pos1850,pos1221
pos1552,pos1853,pos1226
pos1560,pos1854,pos1228
pos1561,pos1855,pos1231
pos1578,pos1857,pos1233
pos1579,pos1865,pos1234
pos1580,pos1867,pos1235
pos1583,pos1869,pos1237
pos1587,pos1876,pos1238
pos1590,pos1879,pos1239
pos1592,pos1880,pos1240
pos1603,pos1881,pos1241
pos1605,pos1882,pos1242
pos1611,pos1883,pos1246
pos1612,pos1884,pos1248
pos1613,pos1885,pos1252
pos1614,pos1891,pos1253
pos1616,pos1893,pos1255
pos1620,pos1897,pos1258
pos1622,pos1900,pos1259
pos1623,pos1903,pos1261
pos1625,pos1905,pos1262
pos1627,pos1906,pos1264
pos1630,pos1907,pos1265
pos1633,pos1909,pos1266
pos1636,pos1911,pos1269
pos1637,pos1913,pos1274
pos1638,pos1917,pos1275
pos1643,pos1923,pos1276
pos1650,pos1925,pos1280
pos1651,pos1927,pos1282
pos1652,pos1931,pos1284
pos1654,pos1932,pos1286
pos1656,pos1933,pos1290
pos1661,pos1934,pos1291
pos1667,pos1935,pos1292
pos1669,pos1936,pos1297
pos1670,pos1937,pos1301
pos1672,pos1938,pos1304
pos1674,pos1940,pos1305
pos1677,pos1944,pos1309
pos1678,pos1945,pos1316
pos1679,pos1949,pos1317
pos1680,pos1950,pos1318
pos1681,pos1951,pos1320
pos1682,pos1954,pos1321
pos1688,pos1955,pos1322
pos1690,pos1960,pos1328
pos1692,pos1964,pos1330
pos1693,pos1966,pos1334
pos1694,pos1967,pos1336
pos1695,pos1969,pos1339
pos1700,pos1970,pos1340
pos1701,pos1972,pos1344
pos1704,pos1975,pos1347
pos1705,pos1976,pos1348
pos1706,pos1977,pos1349
pos1708,pos1979,pos1350
pos1716,pos1984,pos1352
pos1718,pos1985,pos1353
pos1721,pos1988,pos1358
pos1722,pos1990,pos1361
pos1723,pos1991,pos1362
pos1724,pos1993,pos1364
pos1732,pos1994,pos1366
pos1733,pos1996,pos1371
pos1740,pos1998,pos1377
pos1743,pos2003,pos1379
pos1745,pos2006,pos1380
pos1746,pos2007,pos1381
pos1747,pos2008,pos1382
pos1749,pos2009,pos1387
pos1750,pos2011,pos1388
pos1751,pos2013,pos1392
pos1763,pos2015,pos1395
pos1768,pos2019,pos1397
pos1771,pos2020,pos1398
pos1773,pos2027,pos1402
pos1776,pos2028,pos1403
pos1779,pos2029,pos1405
pos1780,pos2030,pos1409
pos1783,pos2031,pos1410
pos1784,pos2037,pos1418
pos1786,pos2038,pos1422
pos1787,pos2044,pos1423
pos1789,pos2046,pos1426
pos1791,pos2053,pos1429
pos1792,pos2057,pos1430
pos1795,pos2060,pos1435
pos1797,pos2061,pos1437
pos1798,pos2062,pos1444
pos1799,pos2063,pos1446
pos1801,pos2064,pos1451
pos1805,pos2065,pos1453
pos1806,pos2067,pos1455
pos1809,pos2068,pos1457
pos1810,pos2070,pos1461
pos1811,pos2071,pos1462
pos1812,pos2072,pos1465
pos1813,pos2075,pos1468
pos1817,pos2076,pos1470
pos1819,pos2079,pos1471
pos1820,pos2080,pos1473
pos1822,pos2084,pos1474
pos1823,pos2089,pos1477
pos1824,pos2093,pos1481
pos1825,pos2095,pos1482
pos1827,pos2096,pos1484
pos1829,pos2101,pos1493
pos1833,pos2104,pos1494
pos1834,pos2107,pos1500
pos1835,pos2111,pos1501
pos1837,pos2112,pos1502
pos1838,pos2113,pos1503
pos1840,pos2114,pos1504
pos1842,pos2116,pos1505
pos1845,pos2117,pos1508
pos1846,pos2119,pos1509
pos1847,pos2120,pos1510
pos1848,pos2121,pos1514
pos1849,pos2125,pos1516
pos1850,pos2137,pos1517
pos1854,pos2141,pos1518
pos1855,pos2142,pos1520
pos1857,pos2148,pos1522
pos1865,pos2153,pos1523
pos1867,pos2159,pos1524
pos1869,pos2165,pos1525
pos1876,pos2169,pos1527
pos1879,pos2170,pos1528
pos1880,pos2171,pos1534
pos1881,pos2175,pos1535
pos1882,pos2176,pos1537
pos1883,pos2180,pos1538
pos1884,pos2182,pos1539
pos1885,pos2184,pos1542
pos1891,pos2189,pos1545
pos1897,pos2191,pos1547
pos1905,pos2197,pos1548
pos1906,pos2198,pos1549
pos1907,pos2199,pos1551
pos1909,pos2200,pos1552
pos1911,pos2202,pos1558
pos1913,pos2207,pos1560
pos1917,pos2210,pos1561
pos1923,pos2211,pos1562
pos1925,pos2212,pos1567
pos1927,pos2214,pos1578
pos1931,pos2218,pos1579
pos1932,pos2219,pos1580
pos1934,pos2220,pos1583
pos1935,pos2221,pos1587
pos1936,pos2223,pos1590
pos1937,pos2224,pos1592
pos1938,pos2225,pos1603
pos1940,pos2226,pos1605
pos1944,pos2227,pos1607
pos1949,pos2231,pos1610
pos1950,pos2232,pos1611
pos1951,pos2233,pos1612
pos1954,pos2234,pos1613
pos1955,pos2241,pos1614
pos1960,pos2242,pos1616
pos1964,pos2243,pos1619
pos1966,pos2244,pos1620
pos1967,pos2247,pos1622
pos1969,pos2249,pos1623
pos1970,pos2250,pos1625
pos1972,pos2252,pos1626
pos1975,pos2254,pos1627
pos1976,pos2255,pos1630
pos1979,pos2257,pos1633
pos1984,pos2258,pos1636
pos1985,pos2260,pos1637
pos1988,pos2261,pos1638
pos1990,pos2263,pos1643
pos1991,pos2264,pos1646
pos1993,pos2265,pos1647
pos1994,pos2267,pos1648
pos1996,pos2270,pos1650
pos1998,pos2271,pos1651
pos2003,pos2274,pos1652
pos2006,pos2275,pos1654
pos2007,pos2276,pos1656
pos2008,pos2279,pos1658
pos2009,pos2280,pos1659
pos2011,pos2281,pos1661
pos2013,pos2288,pos1663
pos2015,pos2289,pos1664
pos2019,pos2292,pos1667
pos2020,pos2293,pos1669
pos2027,pos2294,pos1670
pos2028,pos2295,pos1672
pos2029,pos2297,pos1674
pos2030,pos2303,pos1677
pos2031,pos2306,pos1678
pos2037,pos2307,pos1679
pos2038,pos2308,pos1680
pos2044,pos2309,pos1681
pos2046,pos2310,pos1682
pos2053,pos2312,pos1688
pos2057,pos2316,pos1690
pos2060,pos2318,pos1691
pos2061,pos2319,pos1692
pos2062,pos2325,pos1693
pos2063,pos2327,pos1694
pos2064,pos2329,pos1695
pos2065,pos2330,pos1700
pos2067,pos2331,pos1701
pos2068,pos2332,pos1704
pos2070,pos2333,pos1705
pos2072,pos2334,pos1706
pos2076,pos2339,pos1708
pos2079,pos2341,pos1716
pos2080,pos2343,pos1718
pos2084,pos2345,pos1721
pos2089,pos2346,pos1722
pos2093,pos2347,pos1723
pos2095,pos2348,pos1724
pos2096,pos2349,pos1732
pos2101,pos2351,pos1733
pos2104,pos2353,pos1740
pos2107,pos2357,pos1743
pos2111,pos2358,pos1745
pos2112,pos2361,pos1746
pos2113,pos2364,pos1747
pos2114,pos2365,pos1749
pos2116,pos2368,pos1750
pos2117,pos2370,pos1751
pos2119,pos2371,pos1763
pos2120,pos2379,pos1768
pos2121,pos2382,pos1771
pos2125,pos2391,pos1773
pos2137,pos2392,pos1776
pos2141,pos2395,pos1779
pos2142,pos2397,pos1780
pos2148,pos2398,pos1783
pos2153,pos2400,pos1784
pos2159,pos2402,pos1786
pos2169,pos2404,pos1787
pos2170,pos2415,pos1789
pos2171,pos2416,pos1791
pos2175,pos2417,pos1792
pos2176,pos2418,pos1793
pos2180,pos2423,pos1795
pos2182,pos2424,pos1797
pos2184,pos2427,pos1798
pos2189,pos2434,pos1799
pos2191,pos2435,pos1801
pos2197,pos2436,pos1805
pos2198,pos2437,pos1806
pos2199,pos2438,pos1809
pos2200,pos2440,pos1810
pos2202,pos2441,pos1811
pos2207,pos2443,pos1812
pos2210,pos2445,pos1813
pos2211,pos2447,pos1817
pos2212,pos2448,pos1819
pos2214,pos2450,pos1820
pos2218,pos2456,pos1822
pos2219,pos2457,pos1823
pos2220,pos2460,pos1824
pos2221,pos2461,pos1825
pos2223,pos2463,pos1827
pos2224,pos2466,pos1829
pos2225,pos2467,pos1833
pos2226,pos2468,pos1834
pos2227,pos2469,pos1835
pos2231,pos2471,pos1837
pos2232,pos2473,pos1838
pos2233,pos2474,pos1840
pos2234,pos2475,pos1842
pos2241,pos2477,pos1845
pos2242,pos2479,pos1846
pos2243,pos2480,pos1847
pos2244,pos2481,pos1848
pos2247,pos2482,pos1849
pos2249,pos2483,pos1850
pos2250,pos2484,pos1853
pos2252,pos2486,pos1854
pos2254,pos2487,pos1855
pos2255,pos2489,pos1857
pos2257,pos2490,pos1865
pos2258,pos2491,pos1867
pos2260,pos2500,pos1869
pos2261,pos2501,pos1876
pos2263,pos2503,pos1879
pos2264,pos2505,pos1880
pos2265,pos2507,pos1881
pos2267,pos2516,pos1882
pos2270,pos2517,pos1883
pos2271,pos2518,pos1884
pos2274,pos2521,pos1885
pos2275,pos2523,pos1891
pos2276,pos2524,pos1893
pos2279,pos2525,pos1897
pos2280,pos2526,pos1900
pos2281,pos2528,pos1903
pos2288,pos2529,pos1905
pos2289,pos2530,pos1906
pos2292,pos2536,pos1907
pos2293,pos2540,pos1909
pos2294,pos2549,pos1911
pos2295,pos2550,pos1913
pos2297,pos2552,pos1917
pos2303,pos2553,pos1923
pos2306,pos2554,pos1925
pos2307,pos2555,pos1927
pos2308,pos2559,pos1931
pos2309,pos2560,pos1932
pos2310,pos2561,pos1933
pos2312,pos2562,pos1934
pos2316,pos2565,pos1935
pos2318,pos2567,pos1936
pos2319,pos2573,pos1937
pos2325,pos2575,pos1938
pos2327,pos2576,pos1940
pos2329,pos2579,pos1944
pos2330,pos2581,pos1945
pos2331,pos2586,pos1949
pos2332,pos2590,pos1950
pos2333,pos2592,pos1951
pos2334,pos2595,pos1954
pos2338,pos2600,pos1955
pos2339,pos2602,pos1960
pos2341,pos2604,pos1964
pos2343,pos2605,pos1966
pos2345,pos2607,pos1967
pos2346,pos2609,pos1969
pos2347,pos2610,pos1970
pos2348,pos2615,pos1972
pos2349,pos2616,pos1975
pos2351,pos2619,pos1976
pos2353,pos2620,pos1977
pos2357,pos2623,pos1979
pos2358,pos2624,pos1984
pos2361,pos2629,pos1985
pos2364,pos2632,pos1988
pos2365,pos2634,pos1990
pos2368,pos2640,pos1991
pos2370,pos2641,pos1993
pos2371,pos2646,pos1994
pos2379,pos2648,pos1996
pos2382,pos2649,pos1998
pos2391,pos2650,pos2001
pos2392,pos2651,pos2003
pos2395,pos2652,pos2006
pos2397,pos2653,pos2007
pos2398,pos2656,pos2008
pos2400,pos2659,pos2009
pos2402,pos2663,pos2011
pos2404,pos2667,pos2013
pos2415,pos2669,pos2015
pos2416,pos2671,pos2019
pos2417,pos2676,pos2020
pos2418,pos2679,pos2027
pos2423,pos2681,pos2028
pos2424,pos2682,pos2029
pos2427,pos2684,pos2030
pos2434,pos2686,pos2031
pos2435,pos2689,pos2037
pos2436,pos2692,pos2038
pos2437,pos2699,pos2044
pos2438,pos2704,pos2046
pos2440,pos2705,pos2053
pos2441,pos2710,pos2057
pos2443,pos2714,pos2060
pos2445,pos2720,pos2061
pos2447,pos2722,pos2062
pos2448,pos2724,pos2063
pos2450,pos2725,pos2064
pos2456,pos2728,pos2065
pos2457,pos2734,pos2067
pos2460,pos2735,pos2068
pos2461,pos2741,pos2070
pos2463,pos2744,pos2071
pos2466,pos2746,pos2072
pos2467,pos2748,pos2075
pos2468,pos2749,pos2076
pos2469,pos2752,pos2079
pos2471,pos2756,pos2080
pos2473,pos2759,pos2084
pos2474,pos2760,pos2089
pos2475,pos2773,pos2093
pos2477,pos2775,pos2095
pos2479,pos2776,pos2096
pos2480,pos2778,pos2101
pos2481,pos2780,pos2104
pos2482,pos2784,pos2107
pos2483,pos2790,pos2111
pos2484,pos2792,pos2112
pos2486,pos2793,pos2113
pos2487,pos2794,pos2114
pos2489,pos2795,pos2116
pos2490,pos2800,pos2117
pos2491,pos2801,pos2119
pos2500,pos2805,pos2120
pos2501,pos2806,pos2121
pos2503,pos2807,pos2125
pos2505,pos2808,pos2137
pos2507,pos2813,pos2141
pos2516,pos2822,pos2142
pos2517,pos2825,pos2148
pos2518,pos2828,pos2153
pos2521,pos2830,pos2159
pos2523,pos2836,pos2165
pos2524,pos2841,pos2169
pos2525,pos2842,pos2170
pos2526,pos2843,pos2171
pos2528,pos2846,pos2175
pos2529,pos2847,pos2176
pos2530,pos2848,pos2180
pos2536,pos2849,pos2182
pos2540,pos2851,pos2184
pos2549,pos2853,pos2189
pos2550,pos2864,pos2191
pos2552,pos2865,pos2197
pos2553,pos2866,pos2198
pos2554,pos2868,pos2199
pos2555,pos2872,pos2200
pos2559,pos2877,pos2202
pos2560,pos2878,pos2207
pos2561,pos2882,pos2210
pos2562,pos2884,pos2211
pos2565,pos2888,pos2212
pos2567,pos2889,pos2214
pos2573,pos2893,pos2218
pos2575,pos2894,pos2219
pos2576,pos2900,pos2220
pos2579,pos2902,pos2221
pos2581,pos2906,pos2223
pos2586,pos2907,pos2224
pos2590,pos2910,pos2225
pos2592,pos2916,pos2226
pos2595,pos2917,pos2227
pos2600,pos2918,pos2231
pos2602,pos2919,pos2232
pos2604,pos2920,pos2233
pos2605,pos2922,pos2234
pos2607,pos2925,pos2241
pos2609,pos2926,pos2242
pos2610,pos2928,pos2243
pos2615,pos2931,pos2244
pos2616,pos2932,pos2247
pos2619,pos2933,pos2249
pos2620,pos2937,pos2250
pos2623,pos2944,pos2254
pos2624,pos2945,pos2255
pos2629,pos2947,pos2257
pos2632,pos2949,pos2258
pos2634,pos2951,pos2260
pos2640,pos2954,pos2261
pos2641,pos2957,pos2263
pos2646,pos2964,pos2264
pos2648,pos2966,pos2265
pos2649,pos2970,pos2267
pos2650,pos2972,pos2270
pos2651,pos2977,pos2271
pos2652,pos2978,pos2274
pos2653,pos2980,pos2275
pos2656,pos2982,pos2276
pos2659,pos2988,pos2279
pos2663,pos2990,pos2280
pos2667,pos2991,pos2281
pos2669,pos2998,pos2288
pos2671,pos3009,pos2289
pos2676,pos3017,pos2292
pos2679,pos3018,pos2293
pos2681,pos3021,pos2294
pos2682,pos3024,pos2295
pos2684,pos3026,pos2297
pos2686,pos3028,pos2303
pos2689,pos3029,pos2306
pos2692,pos3030,pos2307
pos2699,pos3038,pos2308
pos2704,pos3043,pos2309
pos2705,pos3044,pos2310
pos2710,pos3046,pos2312
pos2714,pos3047,pos2316
pos2720,pos3054,pos2319
pos2722,pos3055,pos2325
pos2724,pos3057,pos2327
pos2725,pos3059,pos2329
pos2728,pos3060,pos2330
pos2734,pos3063,pos2331
pos2735,pos3065,pos2332
pos2741,pos3066,pos2333
pos2744,pos3070,pos2334
pos2746,pos3072,pos2338
pos2748,pos3073,pos2339
pos2749,pos3075,pos2341
pos2752,pos3084,pos2343
pos2756,pos3089,pos2345
pos2759,pos3096,pos2346
pos2760,pos3098,pos2347
pos2773,pos3101,pos2348
pos2775,pos3104,pos2349
pos2776,pos3105,pos2351
pos2778,pos3106,pos2353
pos2780,pos3113,pos2357
pos2784,pos3117,pos2358
pos2790,pos3120,pos2361
pos2792,pos3126,pos2364
pos2793,pos3128,pos2365
pos2794,pos3132,pos2368
pos2795,pos3135,pos2370
pos2800,pos3138,pos2371
pos2801,pos3139,pos2379
pos2805,pos3146,pos2382
pos2806,pos3151,pos2391
pos2807,pos3153,pos2392
pos2808,pos3155,pos2395
pos2813,pos3157,pos2397
pos2822,pos3161,pos2398
pos2825,pos3162,pos2400
pos2828,pos3164,pos2402
pos2830,pos3168,pos2404
pos2836,pos3172,pos2415
pos2841,pos3175,pos2416
pos2842,pos3179,pos2417
pos2843,pos3183,pos2418
pos2846,pos3187,pos2423
pos2847,pos3188,pos2424
pos2848,pos3189,pos2427
pos2849,pos3194,pos2434
pos2851,pos3196,pos2435
pos2853,pos3197,pos2436
pos2858,pos3199,pos2437
pos2864,pos3200,pos2438
pos2865,pos3209,pos2440
pos2866,pos3211,pos2441
pos2868,pos3212,pos2443
pos2872,pos3213,pos2445
pos2873,pos3219,pos2447
pos2877,pos3221,pos2448
pos2878,pos3222,pos2450
pos2882,pos3223,pos2456
pos2884,pos3226,pos2457
pos2887,pos3228,pos2460
pos2888,pos3229,pos2461
pos2889,pos3232,pos2463
pos2893,pos3234,pos2466
pos2894,pos3236,pos2467
pos2900,pos3237,pos2468
pos2902,pos3242,pos2469
pos2906,pos3243,pos2471
pos2907,pos3245,pos2473
pos2910,pos3249,pos2474
pos2916,pos3251,pos2475
pos2917,pos3252,pos2477
pos2918,pos3254,pos2479
pos2919,pos3259,pos2480
pos2920,pos3265,pos2481
pos2921,pos3266,pos2482
pos2922,pos3271,pos2483
pos2925,pos3279,pos2484
pos2926,pos3281,pos2486
pos2928,pos3282,pos2487
pos2931,pos3285,pos2489
pos2932,pos3286,pos2490
pos2933,pos3287,pos2491
pos2937,pos3289,pos2500
pos2944,pos3290,pos2501
pos2945,pos3293,pos2503
pos2947,pos3295,pos2505
pos2949,pos3296,pos2507
pos2951,pos3298,pos2516
pos2954,pos3306,pos2517
pos2957,pos3318,pos2518
pos2964,pos332,pos2521
pos2966,pos3320,pos2523
pos2970,pos3325,pos2524
pos2972,pos333,pos2525
pos2977,pos3331,pos2526
pos2978,pos3336,pos2528
pos2980,pos334,pos2529
pos2982,pos3347,pos2530
pos2988,pos3349,pos2536
pos2990,pos335,pos2540
pos2991,pos3351,pos2549
pos2998,pos3353,pos2550
pos3009,pos3354,pos2552
pos3017,pos3355,pos2553
pos3018,pos3356,pos2554
pos3021,pos3357,pos2555
pos3024,pos336,pos2559
pos3026,pos3361,pos2560
pos3028,pos3363,pos2561
pos3029,pos3365,pos2562
pos3030,pos3370,pos2565
pos3037,pos3371,pos2567
pos3038,pos3375,pos2573
pos3043,pos338,pos2575
pos3044,pos3381,pos2576
pos3046,pos3382,pos2579
pos3047,pos3385,pos2581
pos3054,pos3387,pos2586
pos3055,pos3389,pos2590
pos3057,pos339,pos2592
pos3059,pos3391,pos2595
pos3060,pos3392,pos2600
pos3063,pos3395,pos2602
pos3065,pos3396,pos2604
pos3066,pos340,pos2605
pos3070,pos3404,pos2607
pos3072,pos3405,pos2609
pos3073,pos3408,pos2610
pos3075,pos3409,pos2615
pos3080,pos341,pos2616
pos3084,pos3410,pos2619
pos3089,pos3413,pos2620
pos3096,pos3415,pos2623
pos3098,pos3418,pos2624
pos3101,pos3429,pos2629
pos3104,pos3432,pos2632
pos3105,pos3438,pos2634
pos3106,pos344,pos2640
pos3113,pos3441,pos2641
pos3117,pos3446,pos2646
pos3120,pos3453,pos2648
pos3126,pos3456,pos2649
pos3128,pos3462,pos2650
pos3132,pos3463,pos2651
pos3135,pos3467,pos2652
pos3138,pos3468,pos2653
pos3139,pos3474,pos2656
pos3146,pos348,pos2659
pos3151,pos3481,pos2663
pos3153,pos3483,pos2667
pos3155,pos3485,pos2669
pos3157,pos3487,pos2671
pos3161,pos3489,pos2676
pos3162,pos3491,pos2679
pos3164,pos3495,pos2681
pos3168,pos3496,pos2682
pos3172,pos3499,pos2684
pos3175,pos3500,pos2686
pos3179,pos3501,pos2689
pos3183,pos3504,pos2692
pos3187,pos3506,pos2699
pos3188,pos3507,pos2704
pos3189,pos3508,pos2705
pos3194,pos3512,pos2710
pos3196,pos3515,pos2714
pos3197,pos3517,pos2720
pos3199,pos3519,pos2722
pos3200,pos352,pos2724
pos3209,pos3521,pos2725
pos3211,pos3531,pos2728
pos3212,pos3534,pos2734
pos3213,pos3535,pos2735
pos3214,pos354,pos2741
pos3219,pos3542,pos2744
pos3221,pos3545,pos2746
pos3222,pos3546,pos2748
pos3223,pos3548,pos2749
pos3226,pos3557,pos2752
pos3228,pos3563,pos2756
pos3229,pos3564,pos2759
pos3232,pos3569,pos2760
pos3234,pos3570,pos2773
pos3236,pos358,pos2775
pos3237,pos3582,pos2776
pos3242,pos3584,pos2778
pos3243,pos359,pos2780
pos3245,pos3591,pos2784
pos3249,pos3594,pos2790
pos3251,pos3597,pos2792
pos3252,pos3599,pos2793
pos3254,pos3601,pos2794
pos3259,pos3605,pos2795
pos3265,pos361,pos2800
pos3266,pos3611,pos2801
pos3271,pos3614,pos2805
pos3279,pos3616,pos2806
pos3281,pos3618,pos2807
pos3282,pos362,pos2808
pos3285,pos3621,pos2813
pos3286,pos3629,pos2822
pos3287,pos363,pos2825
pos3289,pos3631,pos2828
pos3290,pos3636,pos2830
pos3293,pos3639,pos2836
pos3295,pos364,pos2841
pos3296,pos3642,pos2842
pos3298,pos3647,pos2843
pos3306,pos3653,pos2846
pos3318,pos3659,pos2847
pos332,pos3661,pos2848
pos3320,pos3662,pos2849
pos3325,pos3663,pos2851
pos3329,pos3668,pos2853
pos333,pos3670,pos2864
pos3331,pos3671,pos2865
pos3336,pos3675,pos2866
pos334,pos368,pos2868
pos3347,pos3681,pos2872
pos3349,pos3688,pos2873
pos335,pos3689,pos2877
pos3351,pos3696,pos2882
pos3353,pos3698,pos2884
pos3354,pos370,pos2887
pos3355,pos3700,pos2888
pos3356,pos371,pos2889
pos3357,pos3713,pos2893
pos336,pos3715,pos2894
pos3361,pos372,pos2900
pos3363,pos3737,pos2902
pos3365,pos3742,pos2906
pos3370,pos3743,pos2907
pos3371,pos3753,pos2910
pos3375,pos3754,pos2916
pos338,pos3761,pos2917
pos3381,pos3763,pos2918
pos3382,pos3767,pos2919
pos3385,pos3768,pos2920
pos3387,pos3771,pos2921
pos3389,pos3778,pos2922
pos339,pos3784,pos2925
pos3391,pos3797,pos2926
pos3392,pos380,pos2928
pos3395,pos3805,pos2931
pos3396,pos3808,pos2932
pos340,pos381,pos2933
pos3404,pos3815,pos2937
pos3405,pos3817,pos2944
pos3408,pos382,pos2945
pos3409,pos3824,pos2947
pos341,pos3829,pos2949
pos3410,pos383,pos2951
pos3413,pos3832,pos2954
pos3415,pos3835,pos2957
pos3418,pos3837,pos2964
pos3429,pos3840,pos2966
pos3432,pos3841,pos2970
pos3438,pos3842,pos2972
pos344,pos3846,pos2977
pos3441,pos3847,pos2978
pos3446,pos3854,pos2980
pos3453,pos3859,pos2982
pos3456,pos3861,pos2988
pos3462,pos3863,pos2990
pos3463,pos3867,pos2991
pos3467,pos3869,pos2998
pos3468,pos387,pos3009
pos3474,pos3872,pos3017
pos348,pos3873,pos3018
pos3481,pos3875,pos3021
pos3483,pos3876,pos3024
pos3485,pos3878,pos3028
pos3487,pos3879,pos3029
pos3489,pos388,pos3030
pos3491,pos3888,pos3037
pos3495,pos3889,pos3038
pos3496,pos3895,pos3043
pos3499,pos3898,pos3044
pos3500,pos3906,pos3046
pos3501,pos391,pos3047
pos3503,pos3914,pos3054
pos3504,pos3915,pos3055
pos3506,pos3919,pos3057
pos3507,pos3929,pos3059
pos3508,pos393,pos3060
pos3512,pos3930,pos3063
pos3513,pos3931,pos3065
pos3515,pos3935,pos3066
pos3517,pos3939,pos3070
pos3519,pos394,pos3072
pos352,pos3942,pos3073
pos3521,pos3943,pos3075
pos3523,pos3947,pos3080
pos3531,pos395,pos3084
pos3534,pos3950,pos3089
pos3535,pos3952,pos3096
