Culture,Fungus,Lichen
neg5313,neg6548,neg5288
neg5324,neg6552,neg5289
neg5325,neg6555,neg5293
neg5326,neg6559,neg5295
neg5328,neg6563,neg5296
neg5330,neg6572,neg5297
neg5332,neg6617,neg5301
neg5335,neg6619,neg5305
neg5337,neg6656,neg5311
neg5339,neg6663,neg5312
neg534,neg6675,neg5313
neg535,neg669,neg5324
neg5354,neg6690,neg5325
neg5362,neg67,neg5326
neg5375,neg6704,neg5328
neg5381,neg6722,neg5330
neg539,neg673,neg5332
neg5401,neg6731,neg5335
neg5403,neg6751,neg5337
neg5407,neg677,neg5339
neg5416,neg6787,neg534
neg5417,neg6793,neg535
neg5439,neg6808,neg5354
neg546,neg6824,neg5362
neg5463,neg6826,neg5375
neg5470,neg6839,neg5381
neg5473,neg6848,neg539
neg5474,neg6851,neg5401
neg55,neg686,neg5403
neg550,neg6867,neg5407
neg5512,neg6869,neg5416
neg5516,neg6880,neg5417
neg5522,neg6881,neg5439
neg5525,neg6901,neg546
neg5527,neg6909,neg5463
neg553,neg6913,neg5470
neg5539,neg6922,neg5473
neg5541,neg6923,neg5474
neg5545,neg6924,neg55
neg5559,neg6949,neg550
neg5561,neg6967,neg5512
neg557,neg6969,neg5516
neg5573,neg6980,neg5522
neg5579,neg6987,neg5525
neg558,neg6988,neg5527
neg5580,neg7002,neg553
neg5581,neg7006,neg5539
neg5582,neg7009,neg5541
neg5583,neg7016,neg5545
neg5584,neg7021,neg5559
neg5585,neg7027,neg5561
neg5586,neg7045,neg557
neg5588,neg7053,neg5573
neg5589,neg7054,neg5579
neg5590,neg707,neg558
neg5591,neg7072,neg5580
neg5592,neg7079,neg5581
neg5593,neg709,neg5582
neg5594,neg710,neg5583
neg5598,neg7110,neg5584
neg5602,neg7111,neg5585
neg5604,neg7114,neg5586
neg5610,neg7115,neg5588
neg5612,neg7116,neg5590
neg5614,neg7118,neg5592
neg5616,neg712,neg5593
neg5623,neg7123,neg5594
neg5626,neg7124,neg5598
neg5630,neg7125,neg5602
neg5632,neg7128,neg5612
neg5637,neg7130,neg5614
neg5641,neg7131,neg5616
neg5644,neg7132,neg5623
neg5645,neg7137,neg5626
neg5653,neg714,neg5630
neg5655,neg7140,neg5632
neg5667,neg7142,neg5637
neg5669,neg7143,neg5641
neg5670,neg7149,neg5644
neg5695,neg7153,neg5653
neg5707,neg7155,neg5655
neg5711,neg7156,neg5667
neg5712,neg7159,neg5669
neg5733,neg7160,neg5670
neg575,neg7163,neg5695
neg5753,neg7165,neg5707
neg5764,neg7167,neg5712
neg5771,neg717,neg5733
neg5797,neg7172,neg575
neg5799,neg7173,neg5753
neg5802,neg7174,neg5764
neg5803,neg7175,neg5771
neg5813,neg7178,neg5797
neg5823,neg7183,neg5799
neg5827,neg7185,neg5802
neg5835,neg7187,neg5803
neg584,neg7188,neg5813
neg5860,neg719,neg5823
neg5866,neg720,neg5827
neg5879,neg7201,neg5835
neg589,neg7204,neg584
neg5904,neg7206,neg5860
neg5928,neg7207,neg5866
neg593,neg7212,neg5879
neg5937,neg7216,neg589
neg5956,neg7217,neg5904
neg5959,neg7223,neg5928
neg596,neg7227,neg593
neg5969,neg7229,neg5937
neg5979,neg7231,neg5956
neg599,neg7232,neg5959
neg60,neg7237,neg596
neg6019,neg7238,neg5969
neg602,neg724,neg5979
neg603,neg7240,neg599
neg6038,neg7241,neg60
neg6049,neg7245,neg6019
neg6053,neg7248,neg602
neg6056,neg7251,neg603
neg607,neg7253,neg6038
neg609,neg7255,neg6049
neg6130,neg7266,neg6053
neg6137,neg7267,neg6056
neg6161,neg7268,neg607
neg6172,neg727,neg609
neg6179,neg7273,neg6130
neg6184,neg7275,neg6137
neg6185,neg7276,neg6161
neg6189,neg7278,neg6172
neg6216,neg728,neg6179
neg6222,neg7280,neg6184
neg6223,neg7282,neg6185
neg6224,neg7284,neg6189
neg625,neg7286,neg6216
neg627,neg7288,neg6222
neg628,neg7291,neg6223
neg6284,neg7294,neg6224
neg6310,neg730,neg625
neg6317,neg7300,neg627
neg6323,neg7322,neg628
neg6338,neg7323,neg6284
neg6345,neg7326,neg6310
neg6346,neg7327,neg6317
neg6354,neg7328,neg6323
neg6361,neg7339,neg6338
neg6378,neg7340,neg6345
neg6384,neg7341,neg6346
neg6389,neg7345,neg6354
neg6412,neg7349,neg6361
neg6424,neg7350,neg6378
neg6426,neg7351,neg6384
neg6437,neg7352,neg6389
neg6446,neg7354,neg6412
neg6447,neg7357,neg6424
neg6466,neg7360,neg6426
neg6469,neg7367,neg6437
neg6472,neg7369,neg6446
neg6474,neg737,neg6447
neg6479,neg7374,neg6466
neg6484,neg7375,neg6469
neg6485,neg7377,neg6472
neg6489,neg738,neg6474
neg6490,neg7385,neg6479
neg6497,neg7387,neg6484
neg6498,neg7391,neg6485
neg6499,neg7396,neg6489
neg6500,neg7400,neg6490
neg6509,neg7404,neg6497
neg6510,neg7416,neg6498
neg6516,neg7418,neg6499
neg6526,neg7419,neg6500
neg6533,neg7420,neg6509
neg6537,neg743,neg6510
neg654,neg7433,neg6516
neg6548,neg7439,neg6526
neg6552,neg7442,neg6533
neg6555,neg7448,neg6537
neg6559,neg7457,neg654
neg6563,neg7478,neg6548
neg6572,neg748,neg6552
neg6617,neg7483,neg6555
neg6619,neg7487,neg6559
neg6656,neg7490,neg6563
neg6663,neg7502,neg6572
neg6675,neg7507,neg6617
neg669,neg7509,neg6619
neg6690,neg7518,neg6656
neg67,neg7523,neg6663
neg6704,neg7524,neg6675
neg6722,neg7525,neg669
neg673,neg7527,neg6690
neg6731,neg753,neg67
neg6751,neg7531,neg6704
neg677,neg7534,neg6722
neg6787,neg7536,neg673
neg6793,neg7537,neg6731
neg6808,neg7547,neg6751
neg6824,neg7559,neg677
neg6826,neg756,neg6787
neg6839,neg7564,neg6793
neg6848,neg7575,neg6808
neg6851,neg7598,neg6824
neg686,neg7602,neg6826
neg6867,neg7607,neg6839
neg6869,neg761,neg6848
neg6880,neg7614,neg6851
neg6881,neg7617,neg686
neg6901,neg7618,neg6867
neg6909,neg7619,neg6869
neg6913,neg7626,neg6880
neg6922,neg763,neg6881
neg6923,neg765,neg6901
neg6924,neg7652,neg6909
neg6949,neg7658,neg6913
neg6967,neg7667,neg6922
neg6969,neg7680,neg6923
neg6980,neg7681,neg6924
neg6987,neg7683,neg6949
neg6988,neg7688,neg6967
neg7002,neg7698,neg6969
neg7006,neg7702,neg6980
neg7009,neg7717,neg6987
neg7016,neg7734,neg6988
neg7021,neg7737,neg7002
neg7027,neg7743,neg7006
neg7045,neg7744,neg7009
neg7053,neg7754,neg7016
neg7054,neg7755,neg7021
neg707,neg7762,neg7027
neg7072,neg7763,neg7045
neg7079,neg7764,neg7053
neg709,neg7781,neg7054
neg710,neg7786,neg707
neg7110,neg7788,neg7072
neg7111,neg7789,neg7079
neg7114,neg7796,neg709
neg7115,neg7797,neg710
neg7116,neg7801,neg7110
neg7118,neg7808,neg7111
neg712,neg7811,neg7114
neg7123,neg7819,neg7115
neg7124,neg7821,neg7116
neg7125,neg7822,neg7118
neg7126,neg7836,neg712
neg7128,neg7859,neg7123
neg7130,neg7861,neg7124
neg7131,neg7876,neg7125
neg7132,neg7878,neg7126
neg7137,neg7882,neg7128
neg714,neg7884,neg7130
neg7140,neg7885,neg7131
neg7142,neg7886,neg7132
neg7145,neg7893,neg7137
neg7149,neg7914,neg714
neg7153,neg7920,neg7140
neg7156,neg7921,neg7142
neg7159,neg7922,neg7143
neg7160,neg7923,neg7145
neg7162,neg7926,neg7149
neg7163,neg7927,neg7153
neg7165,neg794,neg7155
neg7167,neg7942,neg7156
neg7169,neg7947,neg7159
neg717,neg7948,neg7160
neg7172,neg7958,neg7162
neg7173,neg7962,neg7163
neg7174,neg7965,neg7165
neg7175,neg7970,neg7167
neg7183,neg7982,neg7169
neg7185,neg7984,neg717
neg7187,neg7986,neg7172
neg7188,neg799,neg7173
neg719,neg7991,neg7174
neg720,neg7995,neg7175
neg7201,neg7996,neg7176
neg7204,neg7997,neg7178
neg7206,neg8001,neg7183
neg7207,neg8006,neg7185
neg7212,neg801,neg7187
neg7216,neg8012,neg7188
neg7217,neg8014,neg719
neg7223,neg8022,neg720
neg7224,neg8027,neg7201
neg7227,neg8030,neg7204
neg7231,neg8031,neg7206
neg7232,neg8032,neg7207
neg7237,neg8038,neg7212
neg7238,neg8044,neg7216
neg724,neg8054,neg7217
neg7240,neg8058,neg7223
neg7245,neg807,neg7224
neg7248,neg8071,neg7227
neg7251,neg8074,neg7229
neg7253,neg8087,neg7231
neg7255,neg8089,neg7232
neg7266,neg8099,neg7237
neg7267,neg8105,neg7238
neg7268,neg8114,neg724
neg727,neg8119,neg7240
neg7273,neg8127,neg7241
neg7275,neg814,neg7245
neg7276,neg8154,neg7248
neg7278,neg8165,neg7251
neg7279,neg8167,neg7253
neg728,neg8169,neg7255
neg7280,neg8188,neg7266
neg7282,neg8203,neg7267
neg7284,neg821,neg7268
neg7286,neg8214,neg727
neg7288,neg8216,neg7273
neg7291,neg822,neg7275
neg7294,neg8220,neg7276
neg730,neg8233,neg7278
neg7300,neg8235,neg7279
neg7302,neg8243,neg728
neg7322,neg825,neg7280
neg7323,neg8256,neg7281
neg7326,neg8258,neg7282
neg7327,neg8266,neg7283
neg7328,neg828,neg7284
neg7334,neg8290,neg7286
neg7339,neg8291,neg7288
neg7340,neg8292,neg7291
neg7341,neg8296,neg7294
neg7345,neg8300,neg730
neg7349,neg8305,neg7300
neg7350,neg8306,neg7302
neg7351,neg8308,neg7322
neg7352,neg8317,neg7323
neg7354,neg8318,neg7326
neg7357,neg8334,neg7327
neg7360,neg8335,neg7328
neg7369,neg8336,neg7334
neg737,neg8337,neg7339
neg7374,neg8338,neg7340
neg7375,neg8340,neg7341
neg7376,neg8341,neg7345
neg738,neg8342,neg7349
neg7385,neg8345,neg7350
neg7391,neg8348,neg7351
neg7394,neg8353,neg7352
neg7396,neg8356,neg7354
neg7400,neg8358,neg7357
neg7404,neg8359,neg7360
neg7410,neg8363,neg7362
neg7412,neg8365,neg7367
neg7416,neg8366,neg7369
neg7418,neg8368,neg737
neg7420,neg8369,neg7371
neg743,neg8370,neg7374
neg7433,neg8371,neg7375
neg7439,neg8372,neg7376
neg7442,neg8377,neg7377
neg7451,neg8379,neg738
neg7478,neg8380,neg7385
neg748,neg8384,neg7387
neg7481,neg8385,neg7391
neg7483,neg8391,neg7394
neg7487,neg8398,neg7396
neg7490,neg8399,neg7400
neg7502,neg8403,neg7404
neg7507,neg8408,neg7410
neg7518,neg8411,neg7412
neg7523,neg8415,neg7416
neg7524,neg8417,neg7418
neg7525,neg8419,neg7419
neg7527,neg8423,neg7420
neg753,neg8431,neg7422
neg7531,neg8434,neg743
neg7534,neg844,neg7433
neg7536,neg8440,neg7439
neg7537,neg8445,neg7442
neg7547,neg8453,neg7448
neg7559,neg846,neg7451
neg756,neg8463,neg7457
neg7564,neg8464,neg7472
neg7567,neg8466,neg7478
neg7570,neg8480,neg748
neg7572,neg8483,neg7481
neg7598,neg849,neg7483
neg7602,neg8490,neg7487
neg7607,neg8494,neg7490
neg761,neg8495,neg7502
neg7617,neg8498,neg7505
neg7618,neg85,neg7507
neg763,neg8500,neg7509
neg765,neg8502,neg7518
neg7652,neg8504,neg7523
neg7667,neg8506,neg7524
neg7680,neg8508,neg7525
neg7681,neg8512,neg7527
neg7683,neg8513,neg7529
neg7685,neg8516,neg753
neg7688,neg8521,neg7531
neg7698,neg8522,neg7533
neg7702,neg8523,neg7534
neg7734,neg8527,neg7536
neg7737,neg853,neg7537
neg7743,neg8532,neg7547
neg7744,neg8537,neg7556
neg7754,neg8539,neg7559
neg7755,neg8542,neg756
neg7762,neg8552,neg7563
neg7763,neg8554,neg7564
neg7764,neg8561,neg7567
neg7771,neg8564,neg7570
neg7786,neg8565,neg7572
neg7788,neg857,neg7575
neg7789,neg8572,neg7598
neg7797,neg8587,neg7602
neg7807,neg8588,neg7607
neg7808,neg8592,neg761
neg7811,neg8602,neg7614
neg7819,neg8604,neg7617
neg7821,neg8605,neg7618
neg7822,neg8615,neg7619
neg7836,neg862,neg7626
neg7859,neg8620,neg763
neg7861,neg8622,neg7645
neg7876,neg8629,neg765
neg7878,neg863,neg7652
neg7882,neg8630,neg7658
neg7884,neg8638,neg7667
neg7885,neg8641,neg7680
neg7893,neg8643,neg7681
neg7902,neg8645,neg7683
neg7920,neg8651,neg7685
neg7921,neg8659,neg7688
neg7922,neg8680,neg7698
neg7926,neg8686,neg7699
neg7927,neg8687,neg7702
neg794,neg869,neg7717
neg7947,neg8697,neg7734
neg7948,neg8705,neg7737
neg7958,neg8713,neg7743
neg7962,neg8718,neg7744
neg7965,neg872,neg7754
neg7982,neg8720,neg7755
neg7984,neg8723,neg7762
neg7986,neg8725,neg7763
neg799,neg8745,neg7764
neg7995,neg875,neg7765
neg7996,neg8750,neg7771
neg7997,neg8752,neg7781
neg8001,neg8753,neg7786
neg8004,neg8756,neg7788
neg8006,neg8757,neg7789
neg801,neg8760,neg7796
neg8012,neg8761,neg7797
neg8014,neg877,neg7801
neg8022,neg8771,neg7803
neg8027,neg8775,neg7807
neg8030,neg8779,neg7808
neg8038,neg8788,neg7811
neg8044,neg8794,neg7819
neg8058,neg8795,neg7821
neg807,neg880,neg7822
neg8071,neg8806,neg7836
neg8074,neg8807,neg7859
neg8089,neg8812,neg7861
neg8099,neg8815,neg7876
neg8105,neg8816,neg7878
neg8114,neg8821,neg7882
neg8119,neg8827,neg7884
neg8127,neg8829,neg7885
neg814,neg8831,neg7886
neg8154,neg8835,neg7893
neg8165,neg8837,neg7902
neg8167,neg8840,neg7914
neg8169,neg8843,neg7920
neg8188,neg8852,neg7921
neg8203,neg8855,neg7922
neg821,neg8856,neg7923
neg8214,neg8857,neg7926
neg8216,neg8858,neg7927
neg822,neg8859,neg794
neg8220,neg886,neg7942
neg8233,neg8861,neg7947
neg8243,neg8865,neg7948
neg8247,neg8866,neg7953
neg825,neg8872,neg7958
neg8256,neg8878,neg7962
neg8258,neg8879,neg7965
neg8266,neg888,neg7970
neg828,neg8882,neg7982
neg8290,neg8883,neg7984
neg8291,neg8884,neg7986
neg8296,neg8885,neg799
neg8300,neg8886,neg7991
neg8305,neg8889,neg7995
neg8306,neg8890,neg7996
neg8308,neg8897,neg7997
neg8317,neg8905,neg8001
neg8318,neg8906,neg8004
neg8334,neg8907,neg8006
neg8335,neg8909,neg801
neg8336,neg8910,neg8012
neg8337,neg8911,neg8013
neg8338,neg8914,neg8014
neg8340,neg8915,neg8022
neg8341,neg8916,neg8027
neg8342,neg8920,neg8030
neg8345,neg8922,neg8031
neg8348,neg8923,neg8032
neg8353,neg8927,neg8038
neg8356,neg8930,neg8044
neg8358,neg8931,neg8054
neg8359,neg8933,neg8058
neg8363,neg8934,neg807
neg8365,neg8935,neg8071
neg8366,neg8938,neg8074
neg8368,neg8939,neg8084
neg8369,neg894,neg8087
neg8370,neg8940,neg8089
neg8371,neg8943,neg8099
neg8372,neg8944,neg8105
neg8377,neg8945,neg8114
neg8379,neg8948,neg8119
neg8380,neg8954,neg8127
neg8384,neg8956,neg814
neg8385,neg8957,neg8154
neg8391,neg8958,neg8165
neg8398,neg8962,neg8167
neg8399,neg8966,neg8169
neg8403,neg8967,neg8188
neg8408,neg8971,neg8203
neg8411,neg8972,neg821
neg8415,neg8974,neg8214
neg8417,neg8977,neg8216
neg8419,neg8983,neg822
neg8423,neg8984,neg8220
neg8431,neg8990,neg8233
neg8434,neg8999,neg8235
neg844,neg9003,neg8243
neg8440,neg9007,neg8247
neg8445,neg9014,neg825
neg8453,neg9025,neg8256
neg846,neg9026,neg8258
neg8463,neg903,neg8266
neg8464,neg9032,neg828
neg8466,neg9040,neg8290
neg8480,neg9048,neg8291
neg8483,neg9049,neg8292
neg849,neg9050,neg8296
neg8490,neg9055,neg8300
neg8494,neg9056,neg8305
neg8495,neg9057,neg8306
neg8498,neg9060,neg8308
neg85,neg9061,neg8317
neg8500,neg9066,neg8318
neg8502,neg9078,neg8334
neg8504,neg9079,neg8335
neg8506,neg9082,neg8336
neg8508,neg9083,neg8337
neg8512,neg9088,neg8338
neg8513,neg909,neg8340
neg8516,neg9090,neg8341
neg8521,neg9094,neg8342
neg8522,neg9103,neg8345
neg8523,neg9106,neg8348
neg8527,neg9107,neg8353
neg853,neg9109,neg8356
neg8532,neg9112,neg8358
neg8537,neg9113,neg8359
neg8539,neg9121,neg8363
neg8542,neg9122,neg8365
neg8552,neg9130,neg8366
neg8554,neg9136,neg8368
neg8561,neg915,neg8369
neg8564,neg9153,neg8370
neg8565,neg9154,neg8371
neg857,neg9156,neg8372
neg8572,neg9157,neg8377
neg8587,neg916,neg8379
neg8588,neg9162,neg8380
neg8592,neg9168,neg8384
neg8595,neg9169,neg8385
neg8602,neg9170,neg8391
neg8604,neg9172,neg8398
neg8605,neg9181,neg8399
neg8615,neg9184,neg8403
neg862,neg9188,neg8408
neg8620,neg9189,neg8411
neg8622,neg919,neg8415
neg8629,neg9190,neg8417
neg863,neg9192,neg8419
neg8630,neg920,neg8423
neg8638,neg9206,neg8431
neg8641,neg921,neg8434
neg8643,neg9215,neg844
neg8645,neg9218,neg8440
neg8651,neg9219,neg8445
neg8659,neg922,neg8453
neg8680,neg9221,neg846
neg8686,neg9224,neg8463
neg8687,neg9227,neg8464
neg869,neg923,neg8466
neg8697,neg9233,neg8480
neg8705,neg9234,neg8483
neg8713,neg9243,neg849
neg8718,neg9247,neg8490
neg872,neg9249,neg8494
neg8720,neg9252,neg8495
neg8723,neg9255,neg8498
neg8725,neg9268,neg85
neg8745,neg9273,neg8500
neg875,neg9278,neg8502
neg8750,neg9282,neg8504
neg8752,neg9283,neg8506
neg8753,neg9290,neg8508
neg8756,neg9295,neg8512
neg8757,neg9299,neg8513
neg8760,neg930,neg8516
neg8761,neg931,neg8521
neg877,neg9311,neg8522
neg8771,neg9314,neg8523
neg8775,neg932,neg8527
neg8779,neg9335,neg853
neg8788,neg9336,neg8532
neg8794,neg9339,neg8537
neg8795,neg9341,neg8539
neg880,neg9342,neg8542
neg8806,neg9343,neg8552
neg8807,neg9344,neg8554
neg8812,neg9349,neg8561
neg8815,neg935,neg8564
neg8816,neg9352,neg8565
neg8821,neg936,neg857
neg8827,neg9374,neg8572
neg8829,neg9375,neg8587
neg8831,neg9377,neg8588
neg8835,neg9378,neg8592
neg8837,neg9379,neg8595
neg8840,neg9381,neg8602
neg8843,neg9386,neg8604
neg8852,neg9387,neg8605
neg8855,neg9388,neg8615
neg8856,neg9396,neg862
neg8858,neg940,neg8620
neg8859,neg941,neg8622
neg886,neg9415,neg8629
neg8861,neg9420,neg863
neg8865,neg9434,neg8630
neg8866,neg9436,neg8638
neg8878,neg9439,neg8641
neg888,neg944,neg8643
neg8881,neg9441,neg8645
neg8882,neg9445,neg8651
neg8883,neg945,neg8659
neg8886,neg9453,neg8680
neg8889,neg9455,neg8686
neg8890,neg9457,neg8687
neg8897,neg9463,neg869
neg8906,neg9466,neg8697
neg8907,neg947,neg8705
neg8909,neg9479,neg8713
neg8910,neg948,neg8718
neg8911,neg9487,neg872
neg8914,neg949,neg8720
neg8915,neg9492,neg8723
neg8918,neg9494,neg8725
neg8920,neg9495,neg8745
neg8921,neg951,neg875
neg8922,neg9511,neg8750
neg8923,neg9522,neg8752
neg8930,neg9530,neg8753
neg8931,neg9531,neg8756
neg8933,neg954,neg8757
neg8934,neg9540,neg8760
neg8935,neg9553,neg8761
neg8938,neg9554,neg877
neg8939,neg9555,neg8771
neg894,neg9559,neg8775
neg8940,neg956,neg8779
neg8943,neg9562,neg8788
neg8945,neg9567,neg8794
neg8948,neg9569,neg8795
neg8954,neg9571,neg880
neg8957,neg9575,neg8806
neg8958,neg958,neg8807
neg8962,neg9583,neg8812
neg8966,neg9584,neg8815
neg8967,neg9594,neg8816
neg8971,neg9595,neg8821
neg8972,neg9604,neg8827
neg8974,neg9607,neg8829
neg8977,neg9609,neg8831
neg8984,neg961,neg8835
neg8990,neg9610,neg8837
neg8999,neg9611,neg8840
neg9003,neg9612,neg8843
neg9007,neg9613,neg8851
neg9014,neg9619,neg8852
neg9025,neg9628,neg8853
neg9026,neg9637,neg8855
neg903,neg9638,neg8856
neg9032,neg9640,neg8857
neg9040,neg9643,neg8858
neg9049,neg9651,neg8859
neg9050,neg9657,neg886
neg9056,neg966,neg8860
neg9061,neg9661,neg8861
neg9066,neg9669,neg8865
neg9078,neg967,neg8866
neg9079,neg9671,neg8870
neg9082,neg971,neg8872
neg9090,neg9716,neg8875
neg9094,neg9728,neg8878
neg9103,neg973,neg8879
neg9106,neg9730,neg888
neg9107,neg9737,neg8881
neg9109,neg9745,neg8882
neg9112,neg975,neg8883
neg9113,neg9762,neg8884
neg9121,neg9768,neg8885
neg9122,neg977,neg8886
neg9130,neg9777,neg8888
neg9136,neg9782,neg8889
neg915,neg9784,neg8890
neg9153,neg9785,neg8895
neg9154,neg9787,neg8896
neg9156,neg979,neg8897
neg9157,neg9796,neg8904
neg916,neg980,neg8905
neg9162,neg9811,neg8906
neg9168,neg9824,neg8907
neg9169,neg9829,neg8909
neg9170,neg9848,neg8910
neg9172,neg9866,neg8911
neg9181,neg9878,neg8914
neg9184,neg9888,neg8915
neg9188,neg9902,neg8916
neg9189,neg9904,neg8918
neg919,neg9911,neg8920
neg9190,neg9927,neg8921
neg9192,neg9947,neg8922
neg9193,neg9948,neg8923
neg920,neg9967,neg8925
neg9206,neg9986,neg8927
neg921,neg9999,neg8928
neg9215,pos1001,neg8930
neg9218,pos1002,neg8931
neg922,pos1004,neg8933
neg9221,pos1005,neg8934
neg9224,pos1007,neg8935
neg9227,pos1008,neg8938
neg923,pos1009,neg8939
neg9234,pos1010,neg894
neg9243,pos1011,neg8940
neg9247,pos1013,neg8943
neg9249,pos1015,neg8944
neg9252,pos1017,neg8945
neg9255,pos1022,neg8948
neg9256,pos1023,neg8954
neg9273,pos1024,neg8956
neg9278,pos1027,neg8957
neg9282,pos1030,neg8958
neg9283,pos1031,neg8962
neg9290,pos1033,neg8966
neg9295,pos1034,neg8967
neg9299,pos1035,neg8971
neg930,pos1038,neg8972
neg931,pos1042,neg8974
neg9311,pos1044,neg8977
neg9314,pos1046,neg8983
neg9316,pos1053,neg8984
neg932,pos1054,neg8990
neg9335,pos1055,neg8999
neg9336,pos1062,neg9003
neg9339,pos1063,neg9007
neg9341,pos1064,neg9014
neg9342,pos1066,neg9025
neg9344,pos1069,neg9026
neg9349,pos1070,neg903
neg935,pos1071,neg9032
neg9352,pos1072,neg9040
neg936,pos1073,neg9048
neg9377,pos1077,neg9049
neg9378,pos1078,neg9050
neg9379,pos1080,neg9055
neg9386,pos1082,neg9056
neg9387,pos1083,neg9057
neg9388,pos1085,neg9060
neg9396,pos1088,neg9061
neg940,pos1090,neg9066
neg941,pos1091,neg9078
neg9420,pos1093,neg9079
neg9436,pos1096,neg9082
neg9439,pos1097,neg9083
neg944,pos1098,neg9088
neg9441,pos1100,neg909
neg9445,pos1107,neg9090
neg945,pos1108,neg9094
neg9453,pos1112,neg9103
neg9455,pos1115,neg9106
neg9457,pos1116,neg9107
neg9466,pos1117,neg9109
neg947,pos1118,neg9112
neg9479,pos1124,neg9113
neg948,pos1129,neg9121
neg9487,pos1133,neg9122
neg949,pos1136,neg9130
neg9492,pos1137,neg9136
neg9494,pos1139,neg915
neg9495,pos1152,neg9153
neg951,pos1153,neg9154
neg9511,pos1157,neg9156
neg9522,pos1158,neg9157
neg954,pos1160,neg916
neg9553,pos1162,neg9162
neg9554,pos1163,neg9168
neg9555,pos1166,neg9169
neg9559,pos1170,neg9170
neg9562,pos1172,neg9172
neg9565,pos1173,neg9178
neg9567,pos1174,neg9181
neg9569,pos1175,neg9184
neg9575,pos1176,neg9188
neg958,pos1177,neg9189
neg9583,pos1181,neg919
neg9584,pos1182,neg9190
neg9594,pos1187,neg9192
neg9595,pos1188,neg9193
neg9604,pos1190,neg920
neg9607,pos1191,neg9206
neg9609,pos1193,neg921
neg961,pos1194,neg9215
neg9612,pos1195,neg9218
neg9613,pos1197,neg9219
neg9615,pos1201,neg922
neg9618,pos1202,neg9221
neg9630,pos1203,neg9224
neg9633,pos1204,neg9227
neg9637,pos1208,neg923
neg9638,pos1211,neg9233
neg9640,pos1213,neg9234
neg9643,pos1214,neg9243
neg9648,pos1215,neg9247
neg9657,pos1217,neg9249
neg9659,pos1221,neg9252
neg966,pos1226,neg9255
neg9661,pos1228,neg9256
neg9669,pos1231,neg9268
neg967,pos1233,neg9273
neg9683,pos1234,neg9278
neg971,pos1235,neg9282
neg9723,pos1237,neg9283
neg9728,pos1238,neg9290
neg973,pos1239,neg9295
neg9730,pos1240,neg9299
neg9732,pos1241,neg930
neg9737,pos1242,neg931
neg9745,pos1246,neg9311
neg975,pos1248,neg9314
neg9762,pos1252,neg9316
neg9768,pos1253,neg932
neg977,pos1255,neg9325
neg9777,pos1258,neg9330
neg9782,pos1259,neg9335
neg9784,pos1261,neg9336
neg9785,pos1262,neg9339
neg9787,pos1264,neg9341
neg979,pos1265,neg9342
neg9796,pos1266,neg9343
neg9797,pos1269,neg9344
neg980,pos1274,neg9349
neg9824,pos1275,neg935
neg9829,pos1276,neg9352
neg9848,pos1280,neg936
neg9866,pos1282,neg9374
neg9878,pos1284,neg9375
neg9880,pos1286,neg9377
neg9888,pos1290,neg9378
neg9902,pos1291,neg9379
neg9904,pos1292,neg9381
neg9911,pos1297,neg9386
neg9914,pos1301,neg9387
neg9948,pos1304,neg9388
neg9960,pos1305,neg9396
neg9967,pos1309,neg940
neg9986,pos1316,neg941
pos1001,pos1318,neg9415
pos1002,pos1320,neg9416
pos1004,pos1321,neg9420
pos1005,pos1322,neg9434
pos1007,pos1328,neg9436
pos1008,pos1330,neg9439
pos1009,pos1333,neg944
pos1010,pos1334,neg9441
pos1011,pos1336,neg9445
pos1013,pos1339,neg945
pos1015,pos1340,neg9453
pos1017,pos1344,neg9455
pos1022,pos1347,neg9457
pos1023,pos1348,neg9463
pos1024,pos1349,neg9466
pos1027,pos1350,neg947
pos1030,pos1352,neg9479
pos1031,pos1353,neg948
pos1033,pos1358,neg9487
pos1034,pos1361,neg949
pos1035,pos1362,neg9492
pos1038,pos1364,neg9494
pos1042,pos1366,neg9495
pos1044,pos1371,neg951
pos1046,pos1377,neg9511
pos1053,pos1379,neg9515
pos1054,pos1380,neg9522
pos1055,pos1382,neg9530
pos1062,pos1387,neg9531
pos1063,pos1388,neg954
pos1064,pos1392,neg9540
pos1069,pos1395,neg9553
pos1070,pos1398,neg9554
pos1072,pos1402,neg9555
pos1073,pos1403,neg9559
pos1077,pos1405,neg956
pos1078,pos1409,neg9562
pos1080,pos1410,neg9564
pos1083,pos1418,neg9565
pos1085,pos1422,neg9567
pos1088,pos1426,neg9569
pos1090,pos1429,neg9571
pos1091,pos1430,neg9575
pos1093,pos1431,neg958
pos1096,pos1435,neg9583
pos1097,pos1437,neg9584
pos1098,pos1444,neg9594
pos1100,pos1446,neg9595
pos1107,pos1451,neg9597
pos1108,pos1453,neg9598
pos1112,pos1455,neg9604
pos1115,pos1457,neg9607
pos1116,pos1461,neg9608
pos1118,pos1462,neg9609
pos1124,pos1465,neg961
pos1129,pos1468,neg9610
pos1133,pos1470,neg9611
pos1136,pos1471,neg9612
pos1137,pos1473,neg9613
pos1139,pos1474,neg9615
pos1152,pos1477,neg9617
pos1153,pos1481,neg9618
pos1157,pos1482,neg9619
pos1158,pos1484,neg9620
pos1160,pos1493,neg9624
pos1162,pos1494,neg9625
pos1163,pos1500,neg9628
pos1166,pos1501,neg9630
pos1170,pos1502,neg9633
pos1172,pos1503,neg9637
