"","C-FOMI-AGAR-POT-63-16S","C-FOMI-AGAR-POT-64-16S","C-PENI-AGAR-OAT-65-16S","C-PENI-AGAR-OAT-66-16S","C-PENI-AGAR-POT-56-16S","C-PENI-AGAR-POT-57-16S","C-PENI-AGAR-POT-62-16S","C-UNKN-AGAR-OAT-50-16S","C-UNKN-AGAR-OAT-52-16S","C-UNKN-AGAR-OAT-59-16S","C-UNKN-AGAR-OAT-60-16S","C-UNKN-AGAR-OAT-61-16S","C-UNKN-AGAR-POT-55-16S","C-UNKN-AGAR-POT-67-16S","F-MSUB-WOOD-EPB-20-16S","F-MSUB-WOOD-EPB-22-16S","F-MSUB-WOOD-SAB-28-16S","L-CBRA-BARK-BOJ-02-16S","L-CFUR-BARK-BOJ-01-16S","L-CFUR-BARK-BOJ-11-16S","L-CFUR-BARK-BOJ-12-16S","L-CFUR-WOOD-BOJ-15-16S","L-CSTE-BARK-UKN-42-16S","L-CSTE-WOOD-EPB-39-16S","L-CTRI-BARK-BOJ-06-16S","L-CTRI-BARK-BOJ-08-16S","L-CTRI-BARK-BOJ-21-16S","L-CTRI-BARK-BOJ-36-16S","L-CTRI-BARK-BOJ-46-16S","L-CTRI-WOOD-BOJ-26-16S"
"ASV1451",0,0,0,0,0,0,6.16832517563936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1452",0,0,0,0,0,0,6.16832517563936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1455",0,0,0,0,0,0,0,6.17040485151274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1456",0,0,0,0,0,0,0,0,0,6.1733640717684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1463",0,0,0,0,0,0,0,0,0,0,0,0,0,6.17239786411996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1464",0,0,0,0,0,0,0,0,0,0,0,0,0,4.90677451143736,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44418920483241,0,0
"ASV1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16937631498366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16937631498366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1714117369438,0,0,0,0,0,0,0,0,0,0
"ASV1468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1733640717684,0,0,0,0,0,0,0,0
"ASV1469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17431114878732,0,0,0,0,0,0,0
"ASV1470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17239786411996,0,0,0,0,0,0
"ASV1472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17239786411996,0,0,0,0,0
"ASV1476",6.15228383865058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1477",6.15228383865058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1478",0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1479",0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1480",0,0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1481",0,0,0,0,0,5.69204618992383,0,0,0,0,0,0,0,4.38466246531215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1483",0,0,0,0,0,0,6.14536978754825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1484",0,0,0,0,0,0,6.14536978754825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1485",0,0,0,0,0,0,6.14536978754825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1486",0,0,0,0,0,0,0,4.60119121893146,5.58837800390171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1488",0,0,0,0,0,0,0,0,6.14642083376589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1489",0,0,0,0,0,0,0,0,6.14642083376589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1490",0,0,0,0,0,0,0,0,0,6.15040823786448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1492",0,0,0,0,0,0,0,0,0,6.15040823786448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45015369605374,0,0,0,4.85190848233186,0,0,0,0,0,0,0,0
"ASV1497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14845607558763,0,0,0,0,0,0,0,0,0,0,0
"ASV1498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90579598864371,0,0,5.41108889676804,0,0,0,0,0,0,0,0
"ASV1500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15040823786448,0,0,0,0,0,0,0,0
"ASV1501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14944211558064,0,0,0,0,0,0
"ASV1502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14845607558763,0,0,0,0
"ASV1504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14536978754825,0,0
"ASV1505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14536978754825,0,0
"ASV1506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15408865778014,0
"ASV1507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14536978754825
"ASV1509",6.12895664578915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1511",0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1512",0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1515",0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1518",0,0,0,0,0,6.12802812300938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1519",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1521",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1523",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1524",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1525",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1526",0,0,0,0,0,0,6.12204322593657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1529",0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1530",0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1531",0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1532",0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1533",0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12309417600018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12309417600018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1536",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59040786371274,0,4.38368958166871,0,0,0,0,1.92698838956383,0,0,0,0,0,0
"ASV1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12708121594735,0,0,0,0,0,0,0,0,0
"ASV1540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12708121594735,0,0,0,0,0,0,0,0,0
"ASV1541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12800062864158,0,0,5.75240195798455,0,0,0,0,0,0
"ASV1542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12708121594735,0,0,0,0,0,0,0,0
"ASV1543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12708121594735,0,0,0,0,0,0,0,0
"ASV1544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12802812300938,0,0,0,0,0,0,0
"ASV1545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12611518180322,0,0,0,0,0,0
"ASV1546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12611518180322,0,0,0,0,0
"ASV1547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0
"ASV1548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12512923182754,0,0,0,0
"ASV1553",0,0,6.10431762215548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1554",0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1555",0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1556",0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1559",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1560",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1562",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1563",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1564",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1565",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1566",0,0,0,0,0,0,6.09833328978987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1567",0,0,0,0,0,0,0,6.10041239484734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1568",0,0,0,0,0,0,0,4.5319727696329,0,0,0,0,0,0,0,3.24523009306808,0,0,0,0,0,0,0,0,0,0,0,5.28526564668115,0,0
"ASV1571",0,0,0,0,0,0,0,0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1572",0,0,0,0,0,0,0,0,0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1573",0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1574",0,0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10524605753265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09938414052204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1577",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12608165672493,0,0,0,0,0,5.72351483689458,0,0,0,0,0,0,0
"ASV1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69035789326146,0,0,3.55721876857149,0,2.30643526573662,0,0,0,4.95953976741691,0,0,0,3.80921976869313
"ASV1581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10141900420877,0,0,0,0,0,0,0,0,0,0
"ASV1582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10337080428421,0,0,0,0,0,0,0,0,0
"ASV1583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,0,0,0,0
"ASV1584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,0,0,0,0
"ASV1585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10240486119243,0,0,0,0,0
"ASV1587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10705054266378,0
"ASV1588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09833328978987
"ASV1589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09833328978987
"ASV1595",0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1596",0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1599",0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1600",0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1602",0,0,0,4.38368958166871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58732974002555
"ASV1603",0,0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1612",0,0,0,0,0,0,0,0,6.07527791448159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1615",0,0,0,0,0,0,0,0,0,0,0,0,0,6.07829834043868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07731257957165,0,0,0,0,0,0,0,0,0,0
"ASV1618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81400060455421,3.69131941685597,0,0,0,0,0,0
"ASV1620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07731257957165,0,0,0,0
"ASV1622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07422716641842,0,0
"ASV1623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07422716641842,0,0
"ASV1628",0,0,6.05569453492839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1630",0,0,0,0,0,6.05569453492839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1632",0,0,0,0,0,6.05569453492839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1634",0,0,0,0,0,0,3.80921976869313,0,0,0,0,0,0,0,0,0,0,0,3.0629611624422,0,2.30643526573662,0,0,0,0,0,0,0,0,5.44418920483241
"ASV1635",0,0,0,0,0,0,0,5.58940372880211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29978489623515,0,0
"ASV1636",0,0,0,0,0,0,0,0,6.05076203175913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1637",0,0,0,0,0,0,0,0,0,6.05474790458301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1638",0,0,0,0,0,0,0,0,0,0,6.05279649146554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1639",0,0,0,0,0,0,0,0,0,0,6.05279649146554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05076203175913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05076203175913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05279649146554,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05569453492839,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90579598864371,5.24765407458025,0,0,0,0,0,0,0,0,0
"ASV1647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05474790458301,0,0,0,0,0,0,0,0
"ASV1648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05569453492839,0,0,0,0,0,0,0
"ASV1649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05378215293115,0,0,0,0,0,0
"ASV1650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05378215293115,0,0,0,0,0
"ASV1651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05569453492839,0,0,0
"ASV1652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0497113898736
"ASV1654",0,0,6.03075431620758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1656",0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1657",0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1659",0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1662",0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1664",0,0,0,0,0,6.03075431620758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1665",0,0,0,0,0,0,6.02477179576943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1667",0,0,0,0,0,0,6.02477179576943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1668",0,0,0,0,0,0,6.02477179576943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1670",0,0,0,0,0,0,6.02477179576943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1671",0,0,0,0,0,0,6.02477179576943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1673",0,0,0,0,0,0,0,6.0268502704716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1674",0,0,0,0,0,0,0,0,6.02582232778567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1677",0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1678",0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1681",0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1682",0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03075431620758,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0,0
"ASV1688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0,0,0,0,0,0,0
"ASV1689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02980778451529,0,0,0,0,0,0,0,0,0
"ASV1690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02980778451529,0,0,0,0,0,0,0,0
"ASV1691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24765407458025,0,0,0,4.84997221013579,0,0,0,0
"ASV1694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02884213357557,0,0,0,0,0
"ASV1695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02785657496748,0,0,0,0
"ASV1696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02477179576943,0,0
"ASV1707",0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1708",0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1709",0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1711",0,0,0,0,0,6.00537534584941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1712",0,0,0,0,0,6.00537534584941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1713",0,0,0,0,0,0,5.99939347212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1717",0,0,0,0,0,0,5.99939347212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1718",0,0,0,0,0,0,5.99939347212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1719",0,0,0,0,0,0,5.99939347212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1720",0,0,0,0,0,0,5.99939347212946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1723",0,0,0,0,0,0,0,0,6.00044389038884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1725",0,0,0,0,0,0,0,0,0,6.00442891630103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1727",0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1728",0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1729",0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1730",0,0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1731",0,0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0629611624422,0,0,0,0,0,3.92745319305359,5.28931940410023,0,0,0,0,0,2.60107412473747
"ASV1734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00537534584941,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0
"ASV1737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00247791752609,0,0,0,0
