	genus	guild	confidenceRanking	C-FOMI-AGAR-POT-63-ITS_R1.fastq.gz	C-FOMI-AGAR-POT-64-ITS_R1.fastq.gz	C-PENI-AGAR-OAT-65-ITS_R1.fastq.gz	C-PENI-AGAR-OAT-66-ITS_R1.fastq.gz	C-PENI-AGAR-POT-56-ITS_R1.fastq.gz	C-PENI-AGAR-POT-57-ITS_R1.fastq.gz	C-PENI-AGAR-POT-62-ITS_R1.fastq.gz	C-UNKN-AGAR-OAT-50-ITS_R1.fastq.gz	C-UNKN-AGAR-OAT-52-ITS_R1.fastq.gz	C-UNKN-AGAR-OAT-59-ITS_R1.fastq.gz	C-UNKN-AGAR-OAT-60-ITS_R1.fastq.gz	C-UNKN-AGAR-OAT-61-ITS_R1.fastq.gz	C-UNKN-AGAR-POT-55-ITS_R1.fastq.gz	C-UNKN-AGAR-POT-67-ITS_R1.fastq.gz	F-MSUB-WOOD-EPB-20-ITS_R1.fastq.gz	F-MSUB-WOOD-EPB-22-ITS_R1.fastq.gz	F-MSUB-WOOD-SAB-28-ITS_R1.fastq.gz	L-CBRA-BARK-BOJ-02-ITS_R1.fastq.gz	L-CFUR-BARK-BOJ-01-ITS_R1.fastq.gz	L-CFUR-BARK-BOJ-11-ITS_R1.fastq.gz	L-CFUR-BARK-BOJ-12-ITS_R1.fastq.gz	L-CFUR-WOOD-BOJ-15-ITS_R1.fastq.gz	L-CSTE-BARK-UKN-42-ITS_R1.fastq.gz	L-CSTE-WOOD-EPB-39-ITS_R1.fastq.gz	L-CTRI-BARK-BOJ-06-ITS_R1.fastq.gz	L-CTRI-BARK-BOJ-08-ITS_R1.fastq.gz	L-CTRI-BARK-BOJ-21-ITS_R1.fastq.gz	L-CTRI-BARK-BOJ-36-ITS_R1.fastq.gz	L-CTRI-BARK-BOJ-46-ITS_R1.fastq.gz	L-CTRI-WOOD-BOJ-26-ITS_R1.fastq.gz
ASV673	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,77080170921072	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV738	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,50298357994844	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV819	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,26343514738658	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV836	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,21933725294864	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV884	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,07832881345407	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV885	Exophiala	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,07832881345407	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	13,8292500170701	13,9756799347666	0	0	0	0	0	0	0	0	0	0	14,0200928495291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	13,5649871568162	13,7069640446109	0	0	0	0	0	0	0	0	0	0	13,7458017562516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	12,8756296261039	12,9782225259726	0	0	0	0	0	0	0	0	0	0	13,0106172989414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	12,521480448108	12,6748588351092	0	0	0	0	0	0	0	0	0	0	12,7248725141816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	12,1912655519977	12,4262620072257	0	0	0	0	0	3,84138779857348	0	0	0	0	12,4001448571894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV41	Fomitopsis	Plant Pathogen-Wood Saprotroph	Probable	10,8981264172935	11,0897491611082	0	0	0	0	0	0	0	0	0	0	11,0447695604491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV368	Fungi_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,93562842975719	4,75509283630175	5,70836262797507	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV411	Fungi_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,14643782146594	5,39658059336163	5,306224986169	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV492	Fungi_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,72796799022965	5,27183551413637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV843	GS18_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,21450734798999	0	0
ASV787	Helotiales_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,04763606016879	3,2564568455478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV896	Helotiales_gen_Incertae_sedis	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,04763606016879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV792	Hypocreales_gen_Incertae_sedis	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,34778214100303	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV924	Hypocreales_gen_Incertae_sedis	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,9712091762702	0	0
ASV702	Lycoperdon	Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,66312948680767	0	0	0	0	0	0	0	0
ASV632	Malassezia	Animal Pathogen	Probable	0	0	0	0	0	0	0	0	5,88962419531751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV749	Malassezia	Animal Pathogen	Probable	0	0	0	0	0	0	0	0	5,46722784713026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV427	Mycocalicium	Lichen Parasite-Lichenized-|Undefined Saprotroph|	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,76745781274655	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8	NA	Undefined Saprotroph	Possible	0	0	0	12,0742259422202	13,0480559469413	13,1218645361069	12,9679451515467	0	0	0	0	0	0	11,9473831760739	0	4,8159321038819	4,86592626390521	0	6,18694968629263	7,48641016106352	6,36580407230981	5,52634491805357	0	6,82359678881667	0	0	0	0	0	0
ASV17	NA	Plant Pathogen-Wood Saprotroph	Probable	12,5360916928488	12,6877465339783	0	0	0	0	0	0	0	0	0	0	12,667541527039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV32	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,7615242438242	9,91755530648992	7,80234183800875	10,1037391295303	8,99809316235307	8,70176569322673	8,04624580668291	8,49137562367904	10,946494853103	7,40130037921634	9,20526952106665	7,20997840773242	7,97322082023257
ASV42	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12,5857868835303	0	0	0	0	0	0	0
ASV43	NA	NA	NA	0	0	0	0	0	0	0	0	6,73801636700586	0	0	0	0	0	0	0	4,86592626390521	9,58319163779918	9,83440734163949	8,43330637893323	9,19524027899551	8,95210391481372	8,46935966982549	7,85109850467681	7,4830045071517	10,017417166434	6,57290363470136	9,06951674898317	7,58967901396649	6,89906187274968
ASV51	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,98383677290011	7,60740408580558	0	5,26553125134271	11,7429974280688	5,043608418339	0	0	8,52741985389209	0	9,4554693698733	0	4,32926922576262
ASV53	NA	Plant Pathogen-Wood Saprotroph	Probable	10,5842082418117	10,7208878633636	0	0	0	0	0	0	0	0	0	0	10,7421670902664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV76	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,24836610719	0	0	0	0	0	0	0
ASV77	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,93656419793891	0	11,081575459762	0	0	0	0
ASV89	NA	Lichenized-Wood Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,94759784257357	0	0	8,12260234935747	0	0	0	0	0	10,1371897027178	0	0
ASV101	NA	Lichenized-Wood Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,65767156528323	4,68194796749308	0	7,84911529486839	0	0	0	0	0	9,7711227076178	0	0
ASV137	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,38759038017315	4,47267764328283	0	0	0	0	0	0	0	0	0	0
ASV148	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,0849066366993	4,92077457731078	0	0	0	0	0	0	0	0	0	0
ASV160	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,4321368255733	5,38334211249488	0	0	7,3073107641617	0	0	0	0	0	8,09473054180163	0	0
ASV168	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,19341190878778	8,80749938219146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV183	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,70330568488634	0	0	0	0
ASV188	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,75136762723483	0	0	0	7,23233246381026	0	0	0	0	0	7,83560700139273	0	0
ASV190	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,35070602249244	0	0	0	0	0	8,31953653531379	0	0
ASV200	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,37567570631688	4,54585977181933	0	0	0	0	3,83426533665774	0	0	0	0	0
ASV203	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,14643782146594	8,3432157340688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV207	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,42104478487608	0	0	0	0	0	0
ASV221	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,09788259320059	0	0	0	0	0	0	0	0	8,14358973310005	0	0	0	0	0	0
ASV231	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,68478154886309	0	0	0	6,64327799152067	0
ASV236	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,39126181679517	5,83906850393257	6,07292684468207	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV237	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,92668627775185	0	0	0	6,08451064595386	0	0	0	0	0	7,56413373546628	0	0
ASV242	NA	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	8,10717270701551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV243	NA	NA	NA	0	0	0	0	0	0	0	0	8,10717270701551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV260	NA	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	7,96068946246442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV263	NA	NA	NA	0	0	0	0	0	0	0	0	7,94721999694583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV274	NA	Fungal Parasite-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,75961053478724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,42765418779868	0	0	0	0	0
ASV282	NA	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,77494066866277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV283	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,16862880058525	0	0	0	6,27933148229357	0
ASV288	NA	NA	NA	0	0	0	0	0	0	0	0	7,68853469683571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV293	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,99534019689059	0	5,93039622524525	0	0	0	0	0	5,85482668481636	4,0595793347674	0
ASV295	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,58619330839313	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV302	NA	Undefined Saprotroph	Possible	0	0	0	4,82457738932811	5,82165932365014	5,44806450436014	5,88029515963265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV306	NA	NA	NA	0	0	0	0	0	0	0	0	7,47986361129422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV309	NA	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,4704782809025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV312	NA	NA	NA	0	0	0	0	0	0	0	0	7,44195029977939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV317	NA	NA	NA	0	0	0	0	0	0	0	0	7,40301369191913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV325	NA	NA	NA	0	0	0	0	0	0	0	0	7,37310572210369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV328	NA	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,32183862959804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV329	NA	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,31136291131324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV333	NA	Fungal Parasite-Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	7,27947147512821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV346	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,20068285692884	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV347	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,99175737517925	0	5,46781819047225	0	0	0	0	0	5,40775758939115	0	0	0
ASV357	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,16862880058525	0	0	0	0	0
ASV364	NA	NA	NA	0	0	0	0	0	0	0	0	7,10849619261936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV374	NA	Ectomycorrhizal-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,6129465543233	0	0	6,81741709196901	0	0	0
ASV375	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,08424838876858	0	0	0	0	0
ASV378	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7,05920459864075	0	0	0	0	0
ASV387	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,9898951019768	0	0	0	0	0	0
ASV418	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,8323340738274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV431	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,06755604954423	5,39658059336163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV432	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,40833806957302	4,542301517607	0	0	0	0	0	0	0	0	0	0	0
ASV451	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,13244854549185	0	4,74880638613811	5,87513553473797	0	0	0	0	0	0	0	0
ASV453	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,65909553125025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV466	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,60558507627949	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV485	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,84105783139031	0	0	0	0	6,41938471990688	0	0	0	0	0	0
ASV501	NA	Plant Pathogen-Wood Saprotroph	Probable	4,82867179192584	4,94316388295778	0	0	0	0	0	0	0	0	0	0	4,99557612805822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV510	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,42329811739317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV511	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,41208724403771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV520	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,36838161057006	0	0	0	0	0	0	0	0	0	0	0	0
ASV522	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,34329976549283	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV523	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,34329976549283	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV527	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,34224440872458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV529	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,25860425227777	0	0	0	5,44301889434097	0	0	0	0	0	0	0
ASV534	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,99557612805822	5,58315246345917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV538	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,28030708913335	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV544	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,25868312166219	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV545	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,25484198474541	0	0	0	0	0	0
ASV556	NA	Endophyte-Insect Pathogen	Probable	0	0	0	0	0	0	0	6,21303259619304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV563	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,16879260347006	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV567	NA	Endophyte-Insect Pathogen	Probable	0	0	0	0	0	0	0	6,16665119853783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV569	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,15009541013879	0	0	0	0	0	0	0	0	0	0	0	0
ASV577	NA	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,16605955654572	0
ASV584	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,69539112383739	0	0	0	0	0	4,13244854549185	0	0
ASV591	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,09356588956036	0
ASV594	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,00502339643423	0	0	1,88991838446057	0	0	0	0	0	0	0	0	0	0	0
ASV623	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	5,93723189101951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV647	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,8584080889398	0	0	0	0	0	0	0	0	0	0
ASV649	NA	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,8727468455384	0	0	0	0
ASV653	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,85026319440332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV655	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,83065016532093	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV656	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,83065016532093	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV659	NA	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,82938997371611	0	0	0	0	0	0	0	0	0	0
ASV664	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	5,82225040343199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV684	NA	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,76053897579492	0
ASV691	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,71303539527783	0	0	0	0	0	0	0	0	0	0	0	0
ASV693	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,70352325874109	0	0	0	0	0	0	0	0	0	0	0
ASV697	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,69539112383739	0	0	0	0	0	0	0	0
ASV700	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,69570279314682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV703	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,67226475087765	0	0	0	0	0	0
ASV706	NA	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,66269945154259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV711	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,66269945154259	0	0	0
ASV712	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,62892339896366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV715	NA	Ectomycorrhizal-Wood Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,96310320736362	0	0	0	0	0	4,22426442454849	0	0
ASV717	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,62331261322093
ASV723	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,57941194628599	0	0	0	0	0	0	0	0	0	0	0	0
ASV735	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,55329286344348	0	0	0	0	0
ASV753	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,46446170106317	0	0	0	0	0	0	0	0	0	0
ASV757	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,4618884507632	0	0	0	0	0	0
ASV759	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,46088520814963	0	0
ASV761	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,44705401161882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV772	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,44144708984888
ASV782	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,38434503673435	0	0	0	0	0	0
ASV783	NA	Ectomycorrhizal-Undefined Saprotroph	Probable	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,40215156806677	0	0	0	0	0
ASV807	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,30496725142326	0	0	0	0	0	0	0	0	0	0
ASV809	NA	Undefined Saprotroph	Possible	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,30496725142326	0	0	0	0	0	0	0	0	0	0
ASV817	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,27183551413637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV831	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,25860425227777	0	0
ASV839	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,20639118808276	0	0	0	0	0	0	0	0
