name+AF8-sirius,Pathway,Class,Subclass
neg7962,Alkaloids,Others,Other alkaloids
neg799,Alkaloids,Others,Other alkaloids
neg7996,Alkaloids,Others,Other alkaloids
neg8203,Alkaloids,Others,Other alkaloids
neg821,Alkaloids,Others,Other alkaloids
neg8216,Alkaloids,Others,Other alkaloids
neg822,Alkaloids,Others,Other alkaloids
neg8296,Alkaloids,Others,Other alkaloids
neg8423,Alkaloids,Others,Other alkaloids
neg8483,Alkaloids,Others,Other alkaloids
neg8516,Alkaloids,Others,Other alkaloids
neg8756,Alkaloids,Others,Other alkaloids
neg8910,Alkaloids,Others,Other alkaloids
neg8914,Alkaloids,Others,Other alkaloids
neg9048,Alkaloids,Others,Other alkaloids
neg9218,Alkaloids,Others,Other alkaloids
neg9256,Alkaloids,Others,Anthranilic acid alkaloids
neg9314,Alkaloids,Others,Other alkaloids
neg9339,Alkaloids,Others,Other alkaloids
neg9386,Alkaloids,Others,Other alkaloids
neg9567,Alkaloids,Others,Other alkaloids
neg9633,Alkaloids,Others,Other alkaloids
neg9671,Alkaloids,Others,Other alkaloids
neg9723,Alkaloids,Others,Other alkaloids
neg9914,Alkaloids,Others,Other alkaloids
pos1010,Alkaloids,Others,Lysine alkaloids
pos1011,Alkaloids,Others,Other alkaloids
pos1017,Alkaloids,Others,Other alkaloids
pos1096,Alkaloids,Others,Other alkaloids
pos1188,Alkaloids,Others,Lysine alkaloids
pos1204,Alkaloids,Others,Other alkaloids
pos1208,Alkaloids,Others,Other alkaloids
pos1240,Alkaloids,Others,Other alkaloids
pos1248,Alkaloids,Others,Other alkaloids
pos1253,Alkaloids,Others,Other alkaloids
pos1258,Alkaloids,Others,Other alkaloids
pos1305,Alkaloids,Others,Other alkaloids
pos1371,Alkaloids,Others,Other alkaloids
pos1397,Alkaloids,Others,Tyrosine alkaloids
pos1423,Alkaloids,Others,Lysine alkaloids
pos1457,Alkaloids,Others,Other alkaloids
pos1470,Alkaloids,Others,Other alkaloids
pos1590,Alkaloids,Others,Other alkaloids
pos1674,Alkaloids,Others,Other alkaloids
pos1732,Alkaloids,Others,Other alkaloids
pos1740,Alkaloids,Others,Other alkaloids
pos1768,Alkaloids,Others,Other alkaloids
pos1797,Alkaloids,Others,Other alkaloids
pos1849,Alkaloids,Others,Other alkaloids
pos1857,Alkaloids,Others,Other alkaloids
pos1891,Alkaloids,Others,Other alkaloids
pos1931,Alkaloids,Others,Other alkaloids
pos1932,Alkaloids,Others,Other alkaloids
pos1937,Alkaloids,Others,Other alkaloids
pos1949,Alkaloids,Others,Other alkaloids
pos1955,Alkaloids,Others,Other alkaloids
pos1964,Alkaloids,Others,Other alkaloids
pos1966,Alkaloids,Others,Other alkaloids
pos1984,Alkaloids,Others,Other alkaloids
pos1988,Alkaloids,Others,Other alkaloids
pos2089,Alkaloids,Others,Other alkaloids
pos2119,Alkaloids,Others,Other alkaloids
pos2169,Alkaloids,Others,Other alkaloids
pos2170,Alkaloids,Others,Other alkaloids
pos2175,Alkaloids,Others,Other alkaloids
pos2202,Alkaloids,Others,Other alkaloids
pos2252,Alkaloids,Others,Other alkaloids
pos2281,Alkaloids,Others,Other alkaloids
pos2319,Alkaloids,Others,Other alkaloids
pos2338,Alkaloids,Others,Other alkaloids
pos2361,Alkaloids,Others,Other alkaloids
pos2489,Alkaloids,Others,Other alkaloids
pos2853,Alkaloids,Others,Other alkaloids
pos2877,Alkaloids,Others,Other alkaloids
pos2928,Alkaloids,Others,Other alkaloids
pos2970,Alkaloids,Others,Other alkaloids
pos3047,Alkaloids,Others,Tyrosine alkaloids
pos3096,Alkaloids,Others,Other alkaloids
pos3113,Alkaloids,Others,Other alkaloids
pos3168,Alkaloids,Others,Other alkaloids
pos3259,Alkaloids,Others,Other alkaloids
pos332,Alkaloids,Others,Other alkaloids
pos3441,Alkaloids,Others,Other alkaloids
pos3496,Alkaloids,Others,Other alkaloids
pos3538,Alkaloids,Others,Other alkaloids
pos358,Alkaloids,Others,Other alkaloids
pos3631,Alkaloids,Others,Anthranilic acid alkaloids
pos3639,Alkaloids,Others,Other alkaloids
pos3662,Alkaloids,Others,Other alkaloids
pos3670,Alkaloids,Others,Other alkaloids
pos3710,Alkaloids,Others,Other alkaloids
pos3763,Alkaloids,Others,Other alkaloids
pos3847,Alkaloids,Others,Other alkaloids
pos3964,Alkaloids,Others,Other alkaloids
pos4013,Alkaloids,Others,Other alkaloids
pos4018,Alkaloids,Others,Other alkaloids
pos4026,Alkaloids,Others,Anthranilic acid alkaloids
pos4034,Alkaloids,Others,Other alkaloids
pos4060,Alkaloids,Others,Other alkaloids
pos4107,Alkaloids,Others,Other alkaloids
pos4141,Alkaloids,Others,Anthranilic acid alkaloids
pos4147,Alkaloids,Others,Other alkaloids
pos4181,Alkaloids,Others,Other alkaloids
pos4221,Alkaloids,Others,Other alkaloids
pos4260,Alkaloids,Others,Other alkaloids
pos4291,Alkaloids,Others,Other alkaloids
pos4319,Alkaloids,Others,Other alkaloids
pos4320,Alkaloids,Others,Other alkaloids
pos4321,Alkaloids,Others,Other alkaloids
pos4327,Alkaloids,Others,Other alkaloids
pos4374,Alkaloids,Others,Other alkaloids
pos4389,Alkaloids,Others,Other alkaloids
pos4414,Alkaloids,Others,Other alkaloids
pos4573,Alkaloids,Others,Other alkaloids
pos4584,Alkaloids,Others,Other alkaloids
pos4590,Alkaloids,Others,Other alkaloids
pos4604,Alkaloids,Others,Other alkaloids
pos4640,Alkaloids,Others,Other alkaloids
pos471,Alkaloids,Others,Other alkaloids
pos4794,Alkaloids,Others,Other alkaloids
pos480,Alkaloids,Others,Other alkaloids
pos486,Alkaloids,Others,Other alkaloids
pos4867,Alkaloids,Others,Other alkaloids
pos4879,Alkaloids,Others,Other alkaloids
pos5085,Alkaloids,Others,Other alkaloids
pos5111,Alkaloids,Others,Other alkaloids
pos5188,Alkaloids,Others,Other alkaloids
pos5202,Alkaloids,Others,Other alkaloids
pos5257,Alkaloids,Others,Other alkaloids
pos5264,Alkaloids,Others,Other alkaloids
pos532,Alkaloids,Others,Other alkaloids
pos5352,Alkaloids,Others,Anthranilic acid alkaloids
pos5382,Alkaloids,Others,Other alkaloids
pos5446,Alkaloids,Others,Other alkaloids
pos5473,Alkaloids,Others,Other alkaloids
pos5510,Alkaloids,Others,Other alkaloids
pos5521,Alkaloids,Others,Other alkaloids
pos5709,Alkaloids,Others,Other alkaloids
pos5720,Alkaloids,Others,Other alkaloids
pos612,Alkaloids,Others,Other alkaloids
pos6143,Alkaloids,Others,Other alkaloids
pos6203,Alkaloids,Others,Other alkaloids
pos6244,Alkaloids,Others,Other alkaloids
pos6284,Alkaloids,Others,Other alkaloids
pos6305,Alkaloids,Others,Other alkaloids
pos6322,Alkaloids,Others,Other alkaloids
pos6365,Alkaloids,Others,Lysine alkaloids
pos6368,Alkaloids,Others,Other alkaloids
pos6507,Alkaloids,Others,Other alkaloids
pos6516,Alkaloids,Others,Lysine alkaloids
pos6581,Alkaloids,Others,Other alkaloids
pos6622,Alkaloids,Others,Other alkaloids
pos6637,Alkaloids,Others,Other alkaloids
pos6797,Alkaloids,Others,Lysine alkaloids
pos6824,Alkaloids,Others,Other alkaloids
pos6827,Alkaloids,Others,Other alkaloids
pos6863,Alkaloids,Others,Other alkaloids
pos7005,Alkaloids,Others,Other alkaloids
pos7006,Alkaloids,Others,Other alkaloids
pos7009,Alkaloids,Others,Other alkaloids
pos7088,Alkaloids,Others,Other alkaloids
pos7097,Alkaloids,Others,Lysine alkaloids
pos7171,Alkaloids,Others,Other alkaloids
pos7215,Alkaloids,Others,Other alkaloids
pos7277,Alkaloids,Others,Tyrosine alkaloids
pos7321,Alkaloids,Others,Other alkaloids
pos7362,Alkaloids,Others,Other alkaloids
pos7510,Alkaloids,Others,Lysine alkaloids
pos7628,Alkaloids,Others,Other alkaloids
pos7667,Alkaloids,Others,Other alkaloids
pos7698,Alkaloids,Others,Other alkaloids
pos7897,Alkaloids,Others,Other alkaloids
pos8076,Alkaloids,Others,Other alkaloids
pos8093,Alkaloids,Others,Other alkaloids
pos8179,Alkaloids,Others,Other alkaloids
pos824,Alkaloids,Others,Other alkaloids
pos8371,Alkaloids,Others,Other alkaloids
pos8389,Alkaloids,Others,Other alkaloids
pos8396,Alkaloids,Others,Other alkaloids
pos8459,Alkaloids,Others,Other alkaloids
pos8475,Alkaloids,Others,Other alkaloids
pos851,Alkaloids,Others,Other alkaloids
pos857,Alkaloids,Others,Other alkaloids
pos8598,Alkaloids,Others,Other alkaloids
pos8691,Alkaloids,Others,Other alkaloids
pos882,Alkaloids,Others,Other alkaloids
pos886,Alkaloids,Others,Other alkaloids
pos887,Alkaloids,Others,Other alkaloids
pos9015,Alkaloids,Others,Other alkaloids
pos9019,Alkaloids,Others,Other alkaloids
pos9024,Alkaloids,Others,Other alkaloids
pos9055,Alkaloids,Others,Other alkaloids
pos937,Alkaloids,Others,Other alkaloids
pos942,Alkaloids,Others,Other alkaloids
pos966,Alkaloids,Others,Other alkaloids
pos981,Alkaloids,Others,Other alkaloids
neg1413,Alkaloids,Others,Pseudoalkaloids 
neg3307,Alkaloids,Others,Pseudoalkaloids 
neg3333,Alkaloids,Others,Pseudoalkaloids 
neg3606,Alkaloids,Others,Pseudoalkaloids 
neg4535,Alkaloids,Others,Pseudoalkaloids 
neg7914,Alkaloids,Others,Pseudoalkaloids 
neg8032,Alkaloids,Others,Pseudoalkaloids 
neg8235,Alkaloids,Others,Pseudoalkaloids 
pos1033,Alkaloids,Others,Pseudoalkaloids 
pos1091,Alkaloids,Others,Pseudoalkaloids 
pos1137,Alkaloids,Others,Pseudoalkaloids 
pos1191,Alkaloids,Others,Pseudoalkaloids 
pos3413,Alkaloids,Others,Pseudoalkaloids 
pos3557,Alkaloids,Others,Pseudoalkaloids 
pos5148,Alkaloids,Others,Pseudoalkaloids 
pos524,Alkaloids,Others,Pseudoalkaloids 
pos5261,Alkaloids,Others,Pseudoalkaloids 
pos581,Alkaloids,Others,Pseudoalkaloids 
pos7690,Alkaloids,Others,Pseudoalkaloids 
neg14198,Alkaloids,Others,Tryptophan alkaloids
neg15377,Alkaloids,Others,Tryptophan alkaloids
neg15966,Alkaloids,Others,Tryptophan alkaloids
neg4720,Alkaloids,Others,Tryptophan alkaloids
neg7410,Alkaloids,Others,Tryptophan alkaloids
neg8004,Alkaloids,Others,Tryptophan alkaloids
neg807,Alkaloids,Others,Tryptophan alkaloids
neg921,Alkaloids,Others,Tryptophan alkaloids
pos1403,Alkaloids,Others,Tryptophan alkaloids
pos1535,Alkaloids,Others,Tryptophan alkaloids
pos2197,Alkaloids,Others,Tryptophan alkaloids
pos2931,Alkaloids,Others,Tryptophan alkaloids
pos4607,Alkaloids,Others,Tryptophan alkaloids
pos477,Alkaloids,Others,Tryptophan alkaloids
pos5156,Alkaloids,Others,Tryptophan alkaloids
pos5317,Alkaloids,Others,Tryptophan alkaloids
pos5397,Alkaloids,Others,Tryptophan alkaloids
pos9016,Alkaloids,Others,Tryptophan alkaloids
neg10542,Uncertain,Others,Lipids and lipid+AC0-like
neg11161,Uncertain,Others,Lipids and lipid+AC0-like
neg1191,Uncertain,Others,Lipids and lipid+AC0-like
neg12268,Uncertain,Others,Lipids and lipid+AC0-like
neg13177,Uncertain,Others,Lipids and lipid+AC0-like
neg13371,Uncertain,Others,Lipids and lipid+AC0-like
neg16437,Uncertain,Others,Lipids and lipid+AC0-like
neg16566,Uncertain,Others,Lipids and lipid+AC0-like
neg17378,Uncertain,Others,Lipids and lipid+AC0-like
neg18663,Uncertain,Others,Lipids and lipid+AC0-like
neg18990,Uncertain,Others,Lipids and lipid+AC0-like
neg3782,Uncertain,Others,Lipids and lipid+AC0-like
neg4783,Uncertain,Others,Lipids and lipid+AC0-like
neg5332,Uncertain,Others,Lipids and lipid+AC0-like
neg5463,Uncertain,Others,Lipids and lipid+AC0-like
neg553,Uncertain,Others,Lipids and lipid+AC0-like
neg5733,Uncertain,Others,Lipids and lipid+AC0-like
neg6185,Uncertain,Others,Lipids and lipid+AC0-like
neg7160,Uncertain,Others,Lipids and lipid+AC0-like
neg7328,Uncertain,Others,Lipids and lipid+AC0-like
neg8398,Uncertain,Others,Lipids and lipid+AC0-like
neg8886,Uncertain,Others,Lipids and lipid+AC0-like
neg8895,Uncertain,Others,Lipids and lipid+AC0-like
neg8897,Uncertain,Others,Lipids and lipid+AC0-like
neg9463,Uncertain,Others,Lipids and lipid+AC0-like
pos1320,Uncertain,Others,Lipids and lipid+AC0-like
pos2063,Uncertain,Others,Lipids and lipid+AC0-like
pos2148,Uncertain,Others,Lipids and lipid+AC0-like
pos2607,Uncertain,Others,Lipids and lipid+AC0-like
pos3117,Uncertain,Others,Lipids and lipid+AC0-like
pos3353,Uncertain,Others,Lipids and lipid+AC0-like
pos371,Uncertain,Others,Lipids and lipid+AC0-like
pos3861,Uncertain,Others,Lipids and lipid+AC0-like
pos4361,Uncertain,Others,Lipids and lipid+AC0-like
pos4720,Uncertain,Others,Lipids and lipid+AC0-like
pos4764,Uncertain,Others,Lipids and lipid+AC0-like
pos4808,Uncertain,Others,Lipids and lipid+AC0-like
pos5124,Uncertain,Others,Lipids and lipid+AC0-like
pos5366,Uncertain,Others,Lipids and lipid+AC0-like
pos5454,Uncertain,Others,Lipids and lipid+AC0-like
pos550,Uncertain,Others,Lipids and lipid+AC0-like
pos5725,Uncertain,Others,Lipids and lipid+AC0-like
pos6170,Uncertain,Others,Lipids and lipid+AC0-like
pos6477,Uncertain,Others,Lipids and lipid+AC0-like
pos6644,Uncertain,Others,Lipids and lipid+AC0-like
pos7077,Uncertain,Others,Lipids and lipid+AC0-like
pos7166,Uncertain,Others,Lipids and lipid+AC0-like
pos7187,Uncertain,Others,Lipids and lipid+AC0-like
pos7249,Uncertain,Others,Lipids and lipid+AC0-like
pos8318,Uncertain,Others,Lipids and lipid+AC0-like
pos8559,Uncertain,Others,Lipids and lipid+AC0-like
pos8960,Uncertain,Others,Lipids and lipid+AC0-like
neg10,Uncertain,Others,Organic oxygen compounds
neg10170,Uncertain,Others,Organic oxygen compounds
neg10521,Uncertain,Others,Organic oxygen compounds
neg10557,Uncertain,Others,Organic oxygen compounds
neg10614,Uncertain,Others,Organic oxygen compounds
neg1196,Uncertain,Others,Organic oxygen compounds
neg12933,Uncertain,Others,Organic oxygen compounds
neg13299,Uncertain,Others,Organic oxygen compounds
neg1338,Uncertain,Others,Organic oxygen compounds
neg13944,Uncertain,Others,Organic oxygen compounds
neg1526,Uncertain,Others,Organic oxygen compounds
neg21180,Uncertain,Others,Organic oxygen compounds
neg2458,Uncertain,Others,Organic oxygen compounds
neg2902,Uncertain,Others,Organic oxygen compounds
neg3399,Uncertain,Others,Organic oxygen compounds
neg3514,Uncertain,Others,Organic oxygen compounds
neg3672,Uncertain,Others,Organic oxygen compounds
neg3837,Uncertain,Others,Organic oxygen compounds
neg4545,Uncertain,Others,Organic oxygen compounds
neg4691,Uncertain,Others,Organic oxygen compounds
neg5827,Uncertain,Others,Organic oxygen compounds
pos1193,Uncertain,Others,Organic oxygen compounds
pos1197,Uncertain,Others,Organic oxygen compounds
pos1333,Uncertain,Others,Organic oxygen compounds
pos1650,Uncertain,Others,Organic oxygen compounds
pos1651,Uncertain,Others,Organic oxygen compounds
pos1867,Uncertain,Others,Organic oxygen compounds
pos2714,Uncertain,Others,Organic oxygen compounds
pos3404,Uncertain,Others,Organic oxygen compounds
pos3768,Uncertain,Others,Organic oxygen compounds
pos380,Uncertain,Others,Organic oxygen compounds
pos4081,Uncertain,Others,Organic oxygen compounds
pos4930,Uncertain,Others,Organic oxygen compounds
pos6109,Uncertain,Others,Organic oxygen compounds
pos8612,Uncertain,Others,Organic oxygen compounds
pos8897,Uncertain,Others,Organic oxygen compounds
pos894,Uncertain,Others,Organic oxygen compounds
neg10045,Uncertain,Others,Organoheterocyclic compounds
neg10792,Uncertain,Others,Organoheterocyclic compounds
neg10806,Uncertain,Others,Organoheterocyclic compounds
neg11654,Uncertain,Others,Organoheterocyclic compounds
neg1185,Uncertain,Others,Organoheterocyclic compounds
neg13224,Uncertain,Others,Organoheterocyclic compounds
neg13934,Uncertain,Others,Organoheterocyclic compounds
neg14435,Uncertain,Others,Organoheterocyclic compounds
neg14949,Uncertain,Others,Organoheterocyclic compounds
neg15282,Uncertain,Others,Organoheterocyclic compounds
neg16147,Uncertain,Others,Organoheterocyclic compounds
neg17632,Uncertain,Others,Organoheterocyclic compounds
neg1998,Uncertain,Others,Organoheterocyclic compounds
neg2766,Uncertain,Others,Organoheterocyclic compounds
neg3296,Uncertain,Others,Organoheterocyclic compounds
neg3984,Uncertain,Others,Organoheterocyclic compounds
neg4076,Uncertain,Others,Organoheterocyclic compounds
neg4521,Uncertain,Others,Organoheterocyclic compounds
neg5282,Uncertain,Others,Organoheterocyclic compounds
neg853,Uncertain,Others,Organoheterocyclic compounds
neg875,Uncertain,Others,Organoheterocyclic compounds
neg9610,Uncertain,Others,Organoheterocyclic compounds
pos1002,Uncertain,Others,Organoheterocyclic compounds
pos1350,Uncertain,Others,Organoheterocyclic compounds
pos2575,Uncertain,Others,Organoheterocyclic compounds
pos3075,Uncertain,Others,Organoheterocyclic compounds
pos3409,Uncertain,Others,Organoheterocyclic compounds
pos3531,Uncertain,Others,Organoheterocyclic compounds
pos4053,Uncertain,Others,Organoheterocyclic compounds
pos6153,Uncertain,Others,Organoheterocyclic compounds
pos7651,Uncertain,Others,Organoheterocyclic compounds
pos7701,Uncertain,Others,Organoheterocyclic compounds
pos8532,Uncertain,Others,Organoheterocyclic compounds
pos9125,Uncertain,Others,Organoheterocyclic compounds
pos968,Uncertain,Others,Organoheterocyclic compounds
neg10052,Shikimates,Phenolic acids,Phenolic acids
neg10063,Shikimates,Phenolic acids,Phenolic acids
neg10357,Shikimates,Phenolic acids,Phenolic acids
neg10377,Shikimates,Phenolic acids,Phenolic acids
neg10404,Shikimates,Phenolic acids,Phenolic acids
neg10422,Shikimates,Phenolic acids,Phenolic acids
neg10460,Shikimates,Phenolic acids,Phenolic acids
neg11121,Shikimates,Phenolic acids,Phenolic acids
neg11605,Shikimates,Phenolic acids,Phenolic acids
neg12050,Shikimates,Phenolic acids,Phenolic acids
neg1216,Shikimates,Phenolic acids,Phenolic acids
neg1248,Shikimates,Phenolic acids,Phenolic acids
neg12631,Shikimates,Phenolic acids,Phenolic acids
neg12865,Shikimates,Phenolic acids,Phenolic acids
neg12906,Shikimates,Phenolic acids,Phenolic acids
neg13083,Shikimates,Phenolic acids,Phenolic acids
neg13135,Shikimates,Phenolic acids,Phenolic acids
neg13368,Shikimates,Phenolic acids,Phenolic acids
neg13614,Shikimates,Phenolic acids,Phenolic acids
neg13885,Shikimates,Phenolic acids,Phenolic acids
neg1468,Shikimates,Phenolic acids,Phenolic acids
neg14807,Shikimates,Phenolic acids,Phenolic acids
neg1489,Shikimates,Phenolic acids,Phenolic acids
neg1501,Shikimates,Phenolic acids,Phenolic acids
neg15060,Shikimates,Phenolic acids,Phenolic acids
neg15197,Shikimates,Phenolic acids,Phenolic acids
neg15400,Shikimates,Phenolic acids,Phenolic acids
neg15412,Shikimates,Phenolic acids,Phenolic acids
neg15495,Shikimates,Phenolic acids,Phenolic acids
neg15621,Shikimates,Phenolic acids,Phenolic acids
neg1575,Shikimates,Phenolic acids,Phenolic acids
