name+AF8-sirius,Pathway,Class,Subclass
pos4002,Shikimates,Others,Diarylheptanoids
pos4078,Shikimates,Others,Diarylheptanoids
pos4614,Shikimates,Others,Diarylheptanoids
pos4637,Shikimates,Others,Diarylheptanoids
pos5216,Shikimates,Others,Diarylheptanoids
pos5804,Shikimates,Others,Diarylheptanoids
pos5833,Shikimates,Others,Diarylheptanoids
pos5858,Shikimates,Others,Diarylheptanoids
pos5875,Shikimates,Others,Diarylheptanoids
pos5892,Shikimates,Others,Diarylheptanoids
pos5905,Shikimates,Others,Diarylheptanoids
pos5947,Shikimates,Others,Diarylheptanoids
pos6338,Shikimates,Others,Diarylheptanoids
pos7368,Shikimates,Others,Diarylheptanoids
pos7400,Shikimates,Others,Diarylheptanoids
pos7421,Shikimates,Others,Diarylheptanoids
pos7425,Shikimates,Others,Diarylheptanoids
pos7466,Shikimates,Others,Diarylheptanoids
pos7480,Shikimates,Others,Diarylheptanoids
pos7483,Shikimates,Others,Diarylheptanoids
pos7499,Shikimates,Others,Diarylheptanoids
pos7611,Shikimates,Others,Diarylheptanoids
pos8496,Shikimates,Others,Diarylheptanoids
neg10074,Shikimates,Others,Other shikimates
neg10199,Shikimates,Others,Other shikimates
neg10369,Shikimates,Others,Other shikimates
neg10556,Shikimates,Others,Other shikimates
neg10574,Shikimates,Others,Other shikimates
neg10629,Shikimates,Others,Other shikimates
neg10642,Shikimates,Others,Other shikimates
neg10754,Shikimates,Others,Other shikimates
neg1087,Shikimates,Others,Other shikimates
neg10941,Shikimates,Others,Other shikimates
neg10976,Shikimates,Others,Other shikimates
neg11159,Shikimates,Others,Other shikimates
neg11401,Shikimates,Others,Other shikimates
neg11493,Shikimates,Others,Other shikimates
neg1162,Shikimates,Others,Other shikimates
neg11629,Shikimates,Others,Other shikimates
neg1163,Shikimates,Others,Other shikimates
neg11648,Shikimates,Others,Other shikimates
neg11709,Shikimates,Others,Other shikimates
neg11925,Shikimates,Others,Other shikimates
neg12175,Shikimates,Others,Other shikimates
neg12214,Shikimates,Others,Other shikimates
neg12233,Shikimates,Others,Other shikimates
neg12234,Shikimates,Others,Other shikimates
neg12377,Shikimates,Others,Other shikimates
neg12379,Shikimates,Others,Other shikimates
neg12827,Shikimates,Others,Other shikimates
neg13318,Shikimates,Others,Other shikimates
neg1411,Shikimates,Others,Other shikimates
neg1480,Shikimates,Others,Other shikimates
neg14809,Shikimates,Others,Other shikimates
neg15266,Shikimates,Others,Other shikimates
neg1540,Shikimates,Others,Other shikimates
neg15489,Shikimates,Others,Other shikimates
neg1558,Shikimates,Others,Other shikimates
neg15580,Shikimates,Others,Other shikimates
neg15680,Shikimates,Others,Other shikimates
neg15872,Shikimates,Others,Other shikimates
neg15893,Shikimates,Others,Other shikimates
neg1633,Shikimates,Others,Other shikimates
neg16553,Shikimates,Others,Other shikimates
neg1657,Shikimates,Others,Other shikimates
neg16643,Shikimates,Others,Other shikimates
neg16666,Shikimates,Others,Other shikimates
neg17439,Shikimates,Others,Other shikimates
neg17904,Shikimates,Others,Other shikimates
neg18203,Shikimates,Others,Other shikimates
neg1849,Shikimates,Others,Other shikimates
neg185,Shikimates,Others,Other shikimates
neg19012,Shikimates,Others,Other shikimates
neg20051,Shikimates,Others,Other shikimates
neg20288,Shikimates,Others,Other shikimates
neg2219,Shikimates,Others,Other shikimates
neg2272,Shikimates,Others,Other shikimates
neg2292,Shikimates,Others,Other shikimates
neg245,Shikimates,Others,Other shikimates
neg2620,Shikimates,Others,Other shikimates
neg3215,Shikimates,Others,Other shikimates
neg3227,Shikimates,Others,Other shikimates
neg3472,Shikimates,Others,Other shikimates
neg3602,Shikimates,Others,Other shikimates
neg3659,Shikimates,Others,Other shikimates
neg39,Shikimates,Others,Other shikimates
neg4868,Shikimates,Others,Other shikimates
neg5053,Shikimates,Others,Other shikimates
neg5183,Shikimates,Others,Other shikimates
neg5205,Shikimates,Others,Other shikimates
neg5287,Shikimates,Others,Other shikimates
neg5296,Shikimates,Others,Other shikimates
neg5593,Shikimates,Others,Other shikimates
neg5771,Shikimates,Others,Other shikimates
neg599,Shikimates,Others,Other shikimates
neg6510,Shikimates,Others,Other shikimates
neg67,Shikimates,Others,Other shikimates
neg761,Shikimates,Others,Other shikimates
neg7982,Shikimates,Others,Other shikimates
neg880,Shikimates,Others,Other shikimates
neg8851,Shikimates,Others,Other shikimates
neg8860,Shikimates,Others,Other shikimates
neg8870,Shikimates,Others,Other shikimates
neg8896,Shikimates,Others,Other shikimates
neg8938,Shikimates,Others,Other shikimates
neg9103,Shikimates,Others,Other shikimates
neg916,Shikimates,Others,Other shikimates
neg9243,Shikimates,Others,Other shikimates
neg9316,Shikimates,Others,Other shikimates
neg9377,Shikimates,Others,Other shikimates
neg9381,Shikimates,Others,Other shikimates
neg9396,Shikimates,Others,Other shikimates
neg9494,Shikimates,Others,Other shikimates
neg9564,Shikimates,Others,Other shikimates
neg9649,Shikimates,Others,Other shikimates
neg9657,Shikimates,Others,Other shikimates
neg9730,Shikimates,Others,Other shikimates
neg9737,Shikimates,Others,Other shikimates
neg9768,Shikimates,Others,Other shikimates
neg9784,Shikimates,Others,Other shikimates
neg9785,Shikimates,Others,Other shikimates
neg9921,Shikimates,Others,Other shikimates
neg9986,Shikimates,Others,Other shikimates
pos1083,Shikimates,Others,Other shikimates
pos1153,Shikimates,Others,Other shikimates
pos1380,Shikimates,Others,Other shikimates
pos1461,Shikimates,Others,Other shikimates
pos1503,Shikimates,Others,Other shikimates
pos1508,Shikimates,Others,Other shikimates
pos1523,Shikimates,Others,Other shikimates
pos1534,Shikimates,Others,Other shikimates
pos1539,Shikimates,Others,Other shikimates
pos1548,Shikimates,Others,Other shikimates
pos1558,Shikimates,Others,Other shikimates
pos1567,Shikimates,Others,Other shikimates
pos1580,Shikimates,Others,Other shikimates
pos1607,Shikimates,Others,Other shikimates
pos1667,Shikimates,Others,Other shikimates
pos1694,Shikimates,Others,Other shikimates
pos1751,Shikimates,Others,Other shikimates
pos1879,Shikimates,Others,Other shikimates
pos1905,Shikimates,Others,Other shikimates
pos2076,Shikimates,Others,Other shikimates
pos2270,Shikimates,Others,Other shikimates
pos2327,Shikimates,Others,Other shikimates
pos2473,Shikimates,Others,Other shikimates
pos2933,Shikimates,Others,Other shikimates
pos3029,Shikimates,Others,Other shikimates
pos3059,Shikimates,Others,Other shikimates
pos3066,Shikimates,Others,Other shikimates
pos3105,Shikimates,Others,Other shikimates
pos3653,Shikimates,Others,Other shikimates
pos370,Shikimates,Others,Other shikimates
pos3743,Shikimates,Others,Other shikimates
pos4027,Shikimates,Others,Other shikimates
pos4050,Shikimates,Others,Other shikimates
pos4105,Shikimates,Others,Other shikimates
pos4233,Shikimates,Others,Other shikimates
pos4325,Shikimates,Others,Other shikimates
pos4388,Shikimates,Others,Other shikimates
pos4563,Shikimates,Others,Other shikimates
pos4782,Shikimates,Others,Other shikimates
pos4895,Shikimates,Others,Other shikimates
pos493,Shikimates,Others,Other shikimates
pos4988,Shikimates,Others,Other shikimates
pos5072,Shikimates,Others,Other shikimates
pos5074,Shikimates,Others,Other shikimates
pos5112,Shikimates,Others,Other shikimates
pos5128,Shikimates,Others,Other shikimates
pos5452,Shikimates,Others,Other shikimates
pos5460,Shikimates,Others,Other shikimates
pos5520,Shikimates,Others,Other shikimates
pos5567,Shikimates,Others,Other shikimates
pos5831,Shikimates,Others,Other shikimates
pos5934,Shikimates,Others,Other shikimates
pos5939,Shikimates,Others,Other shikimates
pos596,Shikimates,Others,Other shikimates
pos5982,Shikimates,Others,Other shikimates
pos5999,Shikimates,Others,Other shikimates
pos6026,Shikimates,Others,Other shikimates
pos6159,Shikimates,Others,Other shikimates
pos6168,Shikimates,Others,Other shikimates
pos6169,Shikimates,Others,Other shikimates
pos6180,Shikimates,Others,Other shikimates
pos6181,Shikimates,Others,Other shikimates
pos6281,Shikimates,Others,Other shikimates
pos6344,Shikimates,Others,Other shikimates
pos6427,Shikimates,Others,Other shikimates
pos6500,Shikimates,Others,Other shikimates
pos6502,Shikimates,Others,Other shikimates
pos6503,Shikimates,Others,Other shikimates
pos6508,Shikimates,Others,Other shikimates
pos6566,Shikimates,Others,Other shikimates
pos6598,Shikimates,Others,Other shikimates
pos6776,Shikimates,Others,Other shikimates
pos6810,Shikimates,Others,Other shikimates
pos6875,Shikimates,Others,Other shikimates
pos6890,Shikimates,Others,Other shikimates
pos6903,Shikimates,Others,Other shikimates
pos6907,Shikimates,Others,Other shikimates
pos7741,Shikimates,Others,Other shikimates
pos8195,Shikimates,Others,Other shikimates
pos8283,Shikimates,Others,Other shikimates
pos8349,Shikimates,Others,Other shikimates
pos8363,Shikimates,Others,Other shikimates
pos8442,Shikimates,Others,Other shikimates
pos8470,Shikimates,Others,Other shikimates
pos8483,Shikimates,Others,Other shikimates
pos8546,Shikimates,Others,Other shikimates
pos881,Shikimates,Others,Other shikimates
pos8822,Shikimates,Others,Other shikimates
pos8847,Shikimates,Others,Other shikimates
pos8946,Shikimates,Others,Other shikimates
pos8979,Shikimates,Others,Other shikimates
pos901,Shikimates,Others,Other shikimates
neg1071,Shikimates,Others,Pulvinones
neg11718,Shikimates,Others,Pulvinones
neg13051,Shikimates,Others,Pulvinones
neg14780,Shikimates,Others,Pulvinones
neg15061,Shikimates,Others,Pulvinones
neg19793,Shikimates,Others,Pulvinones
neg4420,Shikimates,Others,Pulvinones
neg4944,Shikimates,Others,Pulvinones
neg4952,Shikimates,Others,Pulvinones
neg5637,Shikimates,Others,Pulvinones
neg7420,Shikimates,Others,Pulvinones
neg7448,Shikimates,Others,Pulvinones
neg7567,Shikimates,Others,Pulvinones
neg7803,Shikimates,Others,Pulvinones
neg7923,Shikimates,Others,Pulvinones
neg8013,Shikimates,Others,Pulvinones
neg956,Shikimates,Others,Pulvinones
pos1945,Shikimates,Others,Pulvinones
pos5298,Shikimates,Others,Pulvinones
neg9057,Terpenoids,Others,Carotenoids
pos1976,Terpenoids,Others,Carotenoids
pos1985,Terpenoids,Others,Carotenoids
pos1994,Terpenoids,Others,Carotenoids
pos2064,Terpenoids,Others,Carotenoids
pos2093,Terpenoids,Others,Carotenoids
pos2424,Terpenoids,Others,Carotenoids
pos2456,Terpenoids,Others,Carotenoids
pos2471,Terpenoids,Others,Carotenoids
pos2784,Terpenoids,Others,Carotenoids
pos3512,Terpenoids,Others,Carotenoids
pos5265,Terpenoids,Others,Carotenoids
pos5405,Terpenoids,Others,Carotenoids
pos5441,Terpenoids,Others,Carotenoids
pos5551,Terpenoids,Others,Carotenoids
pos5881,Terpenoids,Others,Carotenoids
pos597,Terpenoids,Others,Carotenoids
pos6038,Terpenoids,Others,Carotenoids
pos6137,Terpenoids,Others,Carotenoids
pos6437,Terpenoids,Others,Carotenoids
pos6751,Terpenoids,Others,Carotenoids
pos7498,Terpenoids,Others,Carotenoids
pos7602,Terpenoids,Others,Carotenoids
pos8547,Terpenoids,Others,Carotenoids
pos8558,Terpenoids,Others,Carotenoids
pos9088,Terpenoids,Others,Carotenoids
pos988,Terpenoids,Others,Carotenoids
neg12181,Terpenoids,Others,Monoterpenoids
neg14995,Terpenoids,Others,Monoterpenoids
neg2078,Terpenoids,Others,Monoterpenoids
neg2525,Terpenoids,Others,Monoterpenoids
neg2945,Terpenoids,Others,Monoterpenoids
neg2997,Terpenoids,Others,Monoterpenoids
neg3053,Terpenoids,Others,Monoterpenoids
neg3219,Terpenoids,Others,Monoterpenoids
neg4971,Terpenoids,Others,Monoterpenoids
neg5375,Terpenoids,Others,Monoterpenoids
neg8419,Terpenoids,Others,Monoterpenoids
neg9553,Terpenoids,Others,Monoterpenoids
neg9787,Terpenoids,Others,Monoterpenoids
neg9866,Terpenoids,Others,Monoterpenoids
pos1090,Terpenoids,Others,Monoterpenoids
pos1465,Terpenoids,Others,Monoterpenoids
pos1614,Terpenoids,Others,Monoterpenoids
pos1692,Terpenoids,Others,Monoterpenoids
pos2038,Terpenoids,Others,Monoterpenoids
pos2226,Terpenoids,Others,Monoterpenoids
pos2503,Terpenoids,Others,Monoterpenoids
pos2579,Terpenoids,Others,Monoterpenoids
pos2581,Terpenoids,Others,Monoterpenoids
pos2659,Terpenoids,Others,Monoterpenoids
pos2746,Terpenoids,Others,Monoterpenoids
pos2749,Terpenoids,Others,Monoterpenoids
pos2773,Terpenoids,Others,Monoterpenoids
pos3287,Terpenoids,Others,Monoterpenoids
pos3919,Terpenoids,Others,Monoterpenoids
pos4977,Terpenoids,Others,Monoterpenoids
pos5159,Terpenoids,Others,Monoterpenoids
pos5431,Terpenoids,Others,Monoterpenoids
pos5482,Terpenoids,Others,Monoterpenoids
pos5518,Terpenoids,Others,Monoterpenoids
pos5651,Terpenoids,Others,Monoterpenoids
pos5745,Terpenoids,Others,Monoterpenoids
pos6320,Terpenoids,Others,Monoterpenoids
pos6536,Terpenoids,Others,Monoterpenoids
pos7456,Terpenoids,Others,Monoterpenoids
pos7688,Terpenoids,Others,Monoterpenoids
pos8461,Terpenoids,Others,Monoterpenoids
pos8530,Terpenoids,Others,Monoterpenoids
pos8824,Terpenoids,Others,Monoterpenoids
neg10362,Terpenoids,Others,Other terpenoids
neg10451,Terpenoids,Others,Other terpenoids
neg10454,Terpenoids,Others,Other terpenoids
neg10958,Terpenoids,Others,Other terpenoids
neg11118,Terpenoids,Others,Other terpenoids
neg11544,Terpenoids,Others,Other terpenoids
neg11584,Terpenoids,Others,Other terpenoids
neg11645,Terpenoids,Others,Other terpenoids
neg12221,Terpenoids,Others,Other terpenoids
neg12535,Terpenoids,Others,Other terpenoids
neg1270,Terpenoids,Others,Other terpenoids
neg12763,Terpenoids,Others,Other terpenoids
neg12767,Terpenoids,Others,Other terpenoids
neg13297,Terpenoids,Others,Other terpenoids
neg13365,Terpenoids,Others,Other terpenoids
neg13634,Terpenoids,Others,Other terpenoids
neg14442,Terpenoids,Others,Other terpenoids
neg14977,Terpenoids,Others,Other terpenoids
neg14988,Terpenoids,Others,Other terpenoids
neg15052,Terpenoids,Others,Other terpenoids
neg15206,Terpenoids,Others,Other terpenoids
neg15211,Terpenoids,Others,Other terpenoids
neg15628,Terpenoids,Others,Other terpenoids
neg16246,Terpenoids,Others,Other terpenoids
neg16381,Terpenoids,Others,Other terpenoids
neg16786,Terpenoids,Others,Other terpenoids
neg16805,Terpenoids,Others,Other terpenoids
neg1681,Terpenoids,Others,Other terpenoids
neg17368,Terpenoids,Others,Other terpenoids
neg17695,Terpenoids,Others,Other terpenoids
neg1848,Terpenoids,Others,Other terpenoids
neg18893,Terpenoids,Others,Other terpenoids
neg19011,Terpenoids,Others,Other terpenoids
neg19468,Terpenoids,Others,Other terpenoids
neg20105,Terpenoids,Others,Other terpenoids
neg20271,Terpenoids,Others,Other terpenoids
neg20492,Terpenoids,Others,Other terpenoids
neg2118,Terpenoids,Others,Other terpenoids
neg2163,Terpenoids,Others,Other terpenoids
neg3199,Terpenoids,Others,Other terpenoids
neg3214,Terpenoids,Others,Other terpenoids
neg3446,Terpenoids,Others,Other terpenoids
neg378,Terpenoids,Others,Other terpenoids
neg3857,Terpenoids,Others,Other terpenoids
neg4047,Terpenoids,Others,Other terpenoids
neg4071,Terpenoids,Others,Other terpenoids
neg4183,Terpenoids,Others,Other terpenoids
neg4716,Terpenoids,Others,Other terpenoids
neg534,Terpenoids,Others,Other terpenoids
neg539,Terpenoids,Others,Other terpenoids
neg5474,Terpenoids,Others,Other terpenoids
neg557,Terpenoids,Others,Other terpenoids
neg5573,Terpenoids,Others,Other terpenoids
neg6426,Terpenoids,Others,Other terpenoids
neg6619,Terpenoids,Others,Other terpenoids
neg6851,Terpenoids,Others,Other terpenoids
neg7072,Terpenoids,Others,Other terpenoids
neg7110,Terpenoids,Others,Other terpenoids
neg7124,Terpenoids,Others,Other terpenoids
neg7128,Terpenoids,Others,Other terpenoids
neg7227,Terpenoids,Others,Other terpenoids
neg7286,Terpenoids,Others,Other terpenoids
neg7340,Terpenoids,Others,Other terpenoids
neg7341,Terpenoids,Others,Other terpenoids
neg7412,Terpenoids,Others,Other terpenoids
neg7524,Terpenoids,Others,Other terpenoids
neg7547,Terpenoids,Others,Other terpenoids
neg7997,Terpenoids,Others,Other terpenoids
neg8334,Terpenoids,Others,Other terpenoids
neg8337,Terpenoids,Others,Other terpenoids
neg8348,Terpenoids,Others,Other terpenoids
neg8368,Terpenoids,Others,Other terpenoids
neg8379,Terpenoids,Others,Other terpenoids
neg8500,Terpenoids,Others,Other terpenoids
neg8602,Terpenoids,Others,Other terpenoids
neg8705,Terpenoids,Others,Other terpenoids
neg8723,Terpenoids,Others,Other terpenoids
neg8725,Terpenoids,Others,Other terpenoids
neg8788,Terpenoids,Others,Other terpenoids
neg8857,Terpenoids,Others,Other terpenoids
neg8948,Terpenoids,Others,Other terpenoids
neg9700,Terpenoids,Others,Other terpenoids
neg9797,Terpenoids,Others,Other terpenoids
neg9880,Terpenoids,Others,Other terpenoids
neg9960,Terpenoids,Others,Other terpenoids
pos1097,Terpenoids,Others,Other terpenoids
pos1284,Terpenoids,Others,Other terpenoids
pos1424,Terpenoids,Others,Other terpenoids
pos1426,Terpenoids,Others,Other terpenoids
pos1430,Terpenoids,Others,Other terpenoids
pos1677,Terpenoids,Others,Other terpenoids
pos2107,Terpenoids,Others,Other terpenoids
pos2331,Terpenoids,Others,Other terpenoids
pos2440,Terpenoids,Others,Other terpenoids
pos2463,Terpenoids,Others,Other terpenoids
pos2467,Terpenoids,Others,Other terpenoids
pos2469,Terpenoids,Others,Other terpenoids
pos2505,Terpenoids,Others,Other terpenoids
pos2525,Terpenoids,Others,Other terpenoids
pos2536,Terpenoids,Others,Other terpenoids
pos2562,Terpenoids,Others,Other terpenoids
pos2576,Terpenoids,Others,Other terpenoids
pos2595,Terpenoids,Others,Other terpenoids
pos2650,Terpenoids,Others,Other terpenoids
pos2651,Terpenoids,Others,Other terpenoids
pos2689,Terpenoids,Others,Other terpenoids
pos2780,Terpenoids,Others,Other terpenoids
pos2800,Terpenoids,Others,Other terpenoids
pos2813,Terpenoids,Others,Other terpenoids
pos3347,Terpenoids,Others,Other terpenoids
pos3389,Terpenoids,Others,Other terpenoids
pos3508,Terpenoids,Others,Other terpenoids
pos3542,Terpenoids,Others,Other terpenoids
pos3997,Terpenoids,Others,Other terpenoids
pos4061,Terpenoids,Others,Other terpenoids
pos4074,Terpenoids,Others,Other terpenoids
pos4075,Terpenoids,Others,Other terpenoids
pos4083,Terpenoids,Others,Other terpenoids
pos4099,Terpenoids,Others,Other terpenoids
pos4194,Terpenoids,Others,Other terpenoids
pos4211,Terpenoids,Others,Other terpenoids
pos423,Terpenoids,Others,Other terpenoids
pos4443,Terpenoids,Others,Other terpenoids
pos4595,Terpenoids,Others,Other terpenoids
pos4750,Terpenoids,Others,Other terpenoids
pos4823,Terpenoids,Others,Other terpenoids
pos4833,Terpenoids,Others,Other terpenoids
pos4925,Terpenoids,Others,Other terpenoids
pos4991,Terpenoids,Others,Other terpenoids
pos4994,Terpenoids,Others,Other terpenoids
pos502,Terpenoids,Others,Other terpenoids
pos5107,Terpenoids,Others,Other terpenoids
pos5110,Terpenoids,Others,Other terpenoids
pos526,Terpenoids,Others,Other terpenoids
pos5321,Terpenoids,Others,Other terpenoids
pos5355,Terpenoids,Others,Other terpenoids
pos5375,Terpenoids,Others,Other terpenoids
pos5381,Terpenoids,Others,Other terpenoids
pos542,Terpenoids,Others,Other terpenoids
pos5423,Terpenoids,Others,Other terpenoids
pos5483,Terpenoids,Others,Other terpenoids
pos5508,Terpenoids,Others,Other terpenoids
pos5560,Terpenoids,Others,Other terpenoids
pos5569,Terpenoids,Others,Other terpenoids
pos5579,Terpenoids,Others,Other terpenoids
pos5608,Terpenoids,Others,Other terpenoids
pos5611,Terpenoids,Others,Other terpenoids
pos5684,Terpenoids,Others,Other terpenoids
pos5690,Terpenoids,Others,Other terpenoids
pos5764,Terpenoids,Others,Other terpenoids
pos5797,Terpenoids,Others,Other terpenoids
pos5895,Terpenoids,Others,Other terpenoids
pos5898,Terpenoids,Others,Other terpenoids
pos6018,Terpenoids,Others,Other terpenoids
pos621,Terpenoids,Others,Other terpenoids
pos6265,Terpenoids,Others,Other terpenoids
pos6495,Terpenoids,Others,Other terpenoids
pos6569,Terpenoids,Others,Other terpenoids
pos6640,Terpenoids,Others,Other terpenoids
pos6815,Terpenoids,Others,Other terpenoids
pos6877,Terpenoids,Others,Other terpenoids
pos6885,Terpenoids,Others,Other terpenoids
pos7019,Terpenoids,Others,Other terpenoids
pos7036,Terpenoids,Others,Other terpenoids
pos7111,Terpenoids,Others,Other terpenoids
pos7184,Terpenoids,Others,Other terpenoids
pos7307,Terpenoids,Others,Other terpenoids
pos7317,Terpenoids,Others,Other terpenoids
pos7326,Terpenoids,Others,Other terpenoids
pos7370,Terpenoids,Others,Other terpenoids
pos7467,Terpenoids,Others,Other terpenoids
pos7468,Terpenoids,Others,Other terpenoids
pos7692,Terpenoids,Others,Other terpenoids
pos7805,Terpenoids,Others,Other terpenoids
pos7806,Terpenoids,Others,Other terpenoids
pos7833,Terpenoids,Others,Other terpenoids
pos7900,Terpenoids,Others,Other terpenoids
pos8196,Terpenoids,Others,Other terpenoids
pos8355,Terpenoids,Others,Other terpenoids
pos8556,Terpenoids,Others,Other terpenoids
pos8581,Terpenoids,Others,Other terpenoids
pos8590,Terpenoids,Others,Other terpenoids
pos863,Terpenoids,Others,Other terpenoids
pos8688,Terpenoids,Others,Other terpenoids
pos876,Terpenoids,Others,Other terpenoids
pos8779,Terpenoids,Others,Other terpenoids
pos8835,Terpenoids,Others,Other terpenoids
pos8873,Terpenoids,Others,Other terpenoids
pos8880,Terpenoids,Others,Other terpenoids
pos8890,Terpenoids,Others,Other terpenoids
pos905,Terpenoids,Others,Other terpenoids
pos9062,Terpenoids,Others,Other terpenoids
pos9063,Terpenoids,Others,Other terpenoids
pos930,Terpenoids,Others,Other terpenoids
pos975,Terpenoids,Others,Other terpenoids
neg1077,Alkaloids,Others,Nicotinic acid alkaloids
neg13243,Alkaloids,Others,Nicotinic acid alkaloids
neg15238,Alkaloids,Others,Nicotinic acid alkaloids
neg2729,Alkaloids,Others,Nicotinic acid alkaloids
neg4469,Alkaloids,Others,Nicotinic acid alkaloids
neg6019,Alkaloids,Others,Nicotinic acid alkaloids
pos1107,Alkaloids,Others,Nicotinic acid alkaloids
pos1222,Alkaloids,Others,Nicotinic acid alkaloids
pos1241,Alkaloids,Others,Nicotinic acid alkaloids
pos1865,Alkaloids,Others,Nicotinic acid alkaloids
pos3737,Alkaloids,Others,Nicotinic acid alkaloids
pos4120,Alkaloids,Others,Nicotinic acid alkaloids
pos5189,Alkaloids,Others,Nicotinic acid alkaloids
pos6825,Alkaloids,Others,Nicotinic acid alkaloids
pos7063,Alkaloids,Others,Nicotinic acid alkaloids
pos9014,Alkaloids,Others,Nicotinic acid alkaloids
neg2699,Alkaloids,Others,Ornithine alkaloids
pos1030,Alkaloids,Others,Ornithine alkaloids
pos1071,Alkaloids,Others,Ornithine alkaloids
pos1235,Alkaloids,Others,Ornithine alkaloids
pos2357,Alkaloids,Others,Ornithine alkaloids
pos2475,Alkaloids,Others,Ornithine alkaloids
pos2822,Alkaloids,Others,Ornithine alkaloids
pos3126,Alkaloids,Others,Ornithine alkaloids
pos3569,Alkaloids,Others,Ornithine alkaloids
pos3584,Alkaloids,Others,Ornithine alkaloids
pos456,Alkaloids,Others,Ornithine alkaloids
pos4754,Alkaloids,Others,Ornithine alkaloids
pos5066,Alkaloids,Others,Ornithine alkaloids
pos6457,Alkaloids,Others,Ornithine alkaloids
pos7994,Alkaloids,Others,Ornithine alkaloids
neg10085,Alkaloids,Others,Other alkaloids
neg10086,Alkaloids,Others,Other alkaloids
neg10104,Alkaloids,Others,Anthranilic acid alkaloids
neg10266,Alkaloids,Others,Other alkaloids
neg10465,Alkaloids,Others,Other alkaloids
neg10487,Alkaloids,Others,Other alkaloids
neg105,Alkaloids,Others,Other alkaloids
neg10767,Alkaloids,Others,Other alkaloids
neg10868,Alkaloids,Others,Other alkaloids
neg10960,Alkaloids,Others,Other alkaloids
neg11038,Alkaloids,Others,Other alkaloids
neg13034,Alkaloids,Others,Anthranilic acid alkaloids
neg13076,Alkaloids,Others,Other alkaloids
neg13216,Alkaloids,Others,Other alkaloids
neg1327,Alkaloids,Others,Other alkaloids
neg13284,Alkaloids,Others,Other alkaloids
neg13296,Alkaloids,Others,Other alkaloids
neg13301,Alkaloids,Others,Other alkaloids
neg13354,Alkaloids,Others,Other alkaloids
neg13407,Alkaloids,Others,Anthranilic acid alkaloids
neg13443,Alkaloids,Others,Other alkaloids
neg13477,Alkaloids,Others,Other alkaloids
neg13560,Alkaloids,Others,Other alkaloids
neg13725,Alkaloids,Others,Anthranilic acid alkaloids
neg13888,Alkaloids,Others,Other alkaloids
neg14177,Alkaloids,Others,Other alkaloids
neg14212,Alkaloids,Others,Tyrosine alkaloids
neg1427,Alkaloids,Others,Other alkaloids
neg14776,Alkaloids,Others,Other alkaloids
neg14922,Alkaloids,Others,Other alkaloids
neg15025,Alkaloids,Others,Other alkaloids
neg15109,Alkaloids,Others,Other alkaloids
neg15256,Alkaloids,Others,Other alkaloids
neg15317,Alkaloids,Others,Other alkaloids
neg1535,Alkaloids,Others,Other alkaloids
neg15514,Alkaloids,Others,Other alkaloids
neg15595,Alkaloids,Others,Other alkaloids
neg15620,Alkaloids,Others,Other alkaloids
neg15859,Alkaloids,Others,Other alkaloids
neg15949,Alkaloids,Others,Other alkaloids
neg16245,Alkaloids,Others,Other alkaloids
neg16625,Alkaloids,Others,Other alkaloids
neg1782,Alkaloids,Others,Other alkaloids
neg18174,Alkaloids,Others,Other alkaloids
neg18454,Alkaloids,Others,Other alkaloids
neg18550,Alkaloids,Others,Other alkaloids
neg1871,Alkaloids,Others,Other alkaloids
neg18996,Alkaloids,Others,Other alkaloids
neg19787,Alkaloids,Others,Other alkaloids
neg1991,Alkaloids,Others,Other alkaloids
neg2089,Alkaloids,Others,Other alkaloids
neg2160,Alkaloids,Others,Other alkaloids
neg2643,Alkaloids,Others,Other alkaloids
neg2771,Alkaloids,Others,Other alkaloids
neg285,Alkaloids,Others,Other alkaloids
neg3200,Alkaloids,Others,Other alkaloids
neg3395,Alkaloids,Others,Other alkaloids
neg35,Alkaloids,Others,Other alkaloids
neg3527,Alkaloids,Others,Other alkaloids
neg373,Alkaloids,Others,Other alkaloids
neg3797,Alkaloids,Others,Other alkaloids
neg4177,Alkaloids,Others,Other alkaloids
neg4245,Alkaloids,Others,Other alkaloids
neg4268,Alkaloids,Others,Other alkaloids
neg4271,Alkaloids,Others,Other alkaloids
neg4370,Alkaloids,Others,Other alkaloids
neg454,Alkaloids,Others,Other alkaloids
neg458,Alkaloids,Others,Other alkaloids
neg4764,Alkaloids,Others,Other alkaloids
neg4829,Alkaloids,Others,Other alkaloids
neg4913,Alkaloids,Others,Anthranilic acid alkaloids
neg4924,Alkaloids,Others,Other alkaloids
neg4995,Alkaloids,Others,Other alkaloids
neg5044,Alkaloids,Others,Other alkaloids
neg5065,Alkaloids,Others,Anthranilic acid alkaloids
neg5614,Alkaloids,Others,Other alkaloids
neg6224,Alkaloids,Others,Other alkaloids
neg673,Alkaloids,Others,Other alkaloids
neg7126,Alkaloids,Others,Other alkaloids
neg7354,Alkaloids,Others,Other alkaloids
neg7457,Alkaloids,Others,Other alkaloids
neg7570,Alkaloids,Others,Tyrosine alkaloids
neg7607,Alkaloids,Others,Other alkaloids
neg7781,Alkaloids,Others,Other alkaloids
neg7801,Alkaloids,Others,Other alkaloids
neg7807,Alkaloids,Others,Anthranilic acid alkaloids
neg7893,Alkaloids,Others,Other alkaloids
